DIA,ESTADO / O.R.,MEXICANOS REPATRIADOS,ADULTOS,MENORES,NNA NO ACOMPAÑADOS,NNA ACOMPAÑADOS,TERRESTRES,VUELOS PRIM,,,,,,
09/07/2025,CHIHUAHUA,64,63,1,1,0,64,0,,,,,,
09/07/2025,COAHUILA,38,38,0,0,0,38,0,,,,,,
09/07/2025,SONORA,88,87,1,1,0,88,0,,,,,,
09/07/2025,TAMAULIPAS,139,129,10,10,0,139,0,,,,,,
10/07/2025,BAJA CALIFORNIA,81,80,1,0,1,81,0,,,,,,
10/07/2025,CHIHUAHUA,79,72,7,7,0,79,0,,,,,,
10/07/2025,COAHUILA,49,49,0,0,0,49,0,,,,,,
10/07/2025,SONORA,86,86,0,0,0,86,0,,,,,,
10/07/2025,TABASCO,124,117,7,0,7,0,124,,,,,,
10/07/2025,TAMAULIPAS,276,268,8,8,0,276,0,,,,,,
11/07/2025,BAJA CALIFORNIA,72,71,1,0,1,72,0,,,,,,
11/07/2025,CHIHUAHUA,55,53,2,2,0,55,0,,,,,,
11/07/2025,COAHUILA,71,71,0,0,0,71,0,,,,,,
11/07/2025,SONORA,43,42,1,0,1,43,0,,,,,,
11/07/2025,TAMAULIPAS,246,235,11,11,0,246,0,,,,,,
12/07/2025,BAJA CALIFORNIA,50,48,2,0,2,50,0,,,,,,
12/07/2025,CHIHUAHUA,79,75,4,4,0,79,0,,,,,,
12/07/2025,COAHUILA,58,58,0,0,0,58,0,,,,,,
12/07/2025,SONORA,86,86,0,0,0,86,0,,,,,,
12/07/2025,TABASCO,113,113,0,0,0,0,113,,,,,,
12/07/2025,TAMAULIPAS,175,172,3,3,0,175,0,,,,,,
13/07/2025,BAJA CALIFORNIA,113,111,2,1,1,113,0,,,,,,
13/07/2025,CHIHUAHUA,9,6,3,2,1,9,0,,,,,,
13/07/2025,COAHUILA,28,28,0,0,0,28,0,,,,,,
13/07/2025,SONORA,35,32,3,3,0,35,0,,,,,,
13/07/2025,TAMAULIPAS,80,77,3,3,0,80,0,,,,,,
14/07/2025,BAJA CALIFORNIA,59,57,2,0,2,59,0,,,,,,
14/07/2025,CHIHUAHUA,36,35,1,1,0,36,0,,,,,,
14/07/2025,COAHUILA,18,18,0,0,0,18,0,,,,,,
14/07/2025,SONORA,20,19,1,1,0,20,0,,,,,,
14/07/2025,TAMAULIPAS,172,163,9,9,0,172,0,,,,,,
15/07/2025,BAJA CALIFORNIA,80,76,4,0,4,80,0,,,,,,
15/07/2025,CHIAPAS,99,95,4,0,4,0,99,,,,,,
15/07/2025,CHIHUAHUA,59,57,2,2,0,59,0,,,,,,
15/07/2025,COAHUILA,62,62,0,0,0,62,0,,,,,,
15/07/2025,SONORA,58,58,0,0,0,58,0,,,,,,
15/07/2025,TAMAULIPAS,114,112,2,2,0,114,0,,,,,,
16/07/2025,BAJA CALIFORNIA,82,77,5,1,4,82,0,,,,,,
16/07/2025,CHIHUAHUA,48,46,2,2,0,48,0,,,,,,
16/07/2025,CIUDAD DE MEXICO,1,1,0,0,0,0,1,,,,,,
16/07/2025,COAHUILA,46,46,0,0,0,46,0,,,,,,
16/07/2025,SONORA,87,82,5,2,3,87,0,,,,,,
16/07/2025,TAMAULIPAS,129,118,11,8,3,129,0,,,,,,
17/07/2025,BAJA CALIFORNIA,69,64,5,2,3,69,0,,,,,,
17/07/2025,CHIHUAHUA,57,56,1,1,0,57,0,,,,,,
17/07/2025,COAHUILA,90,90,0,0,0,90,0,,,,,,
17/07/2025,SONORA,62,61,1,1,0,62,0,,,,,,
17/07/2025,TABASCO,89,85,4,0,4,0,89,,,,,,
17/07/2025,TAMAULIPAS,165,162,3,3,0,165,0,,,,,,
18/07/2025,BAJA CALIFORNIA,72,68,4,3,1,72,0,,,,,,
18/07/2025,CHIHUAHUA,36,33,3,3,0,36,0,,,,,,
18/07/2025,CIUDAD DE MEXICO,3,3,0,0,0,0,3,,,,,,
18/07/2025,COAHUILA,70,70,0,0,0,70,0,,,,,,
18/07/2025,SONORA,61,60,1,1,0,61,0,,,,,,
18/07/2025,TAMAULIPAS,190,186,4,4,0,190,0,,,,,,
19/07/2025,BAJA CALIFORNIA,72,71,1,0,1,72,0,,,,,,
19/07/2025,CHIHUAHUA,64,64,0,0,0,64,0,,,,,,
19/07/2025,COAHUILA,44,44,0,0,0,44,0,,,,,,
19/07/2025,SONORA,94,94,0,0,0,94,0,,,,,,
19/07/2025,TABASCO,106,103,3,0,3,0,106,,,,,,
19/07/2025,TAMAULIPAS,104,100,4,4,0,104,0,,,,,,
20/07/2025,BAJA CALIFORNIA,20,18,2,2,0,20,0,,,,,,
20/07/2025,CHIHUAHUA,86,85,1,1,0,86,0,,,,,,
20/07/2025,COAHUILA,24,24,0,0,0,24,0,,,,,,
20/07/2025,SONORA,37,37,0,0,0,37,0,,,,,,
20/07/2025,TAMAULIPAS,127,126,1,1,0,127,0,,,,,,
21/07/2025,BAJA CALIFORNIA,23,21,2,2,0,23,0,,,,,,
21/07/2025,CHIHUAHUA,52,51,1,1,0,52,0,,,,,,
21/07/2025,COAHUILA,40,40,0,0,0,40,0,,,,,,
21/07/2025,SONORA,19,18,1,1,0,19,0,,,,,,
21/07/2025,TAMAULIPAS,102,98,4,4,0,102,0,,,,,,
22/07/2025,BAJA CALIFORNIA,53,49,4,1,3,53,0,,,,,,
22/07/2025,CHIAPAS,37,35,2,0,2,0,37,,,,,,
22/07/2025,CHIHUAHUA,55,53,2,2,0,55,0,,,,,,
22/07/2025,CIUDAD DE MEXICO,1,1,0,0,0,0,1,,,,,,
22/07/2025,COAHUILA,79,76,3,0,3,79,0,,,,,,
22/07/2025,SONORA,45,42,3,3,0,45,0,,,,,,
22/07/2025,TAMAULIPAS,111,100,11,11,0,111,0,,,,,,
23/07/2025,BAJA CALIFORNIA,56,53,3,1,2,56,0,,,,,,
23/07/2025,CHIHUAHUA,86,83,3,3,0,86,0,,,,,,
23/07/2025,CIUDAD DE MEXICO,1,1,0,0,0,0,1,,,,,,
23/07/2025,COAHUILA,74,74,0,0,0,74,0,,,,,,
23/07/2025,SONORA,107,105,2,2,0,107,0,,,,,,
23/07/2025,TAMAULIPAS,274,267,7,7,0,274,0,,,,,,
24/07/2025,BAJA CALIFORNIA,39,38,1,1,0,39,0,,,,,,
24/07/2025,CHIHUAHUA,65,63,2,2,0,65,0,,,,,,
24/07/2025,COAHUILA,49,49,0,0,0,49,0,,,,,,
24/07/2025,SONORA,40,39,1,1,0,40,0,,,,,,
24/07/2025,TABASCO,78,76,2,0,2,0,78,,,,,,
24/07/2025,TAMAULIPAS,99,91,8,8,0,99,0,,,,,,
25/07/2025,BAJA CALIFORNIA,59,52,7,1,6,59,0,,,,,,
25/07/2025,CHIHUAHUA,64,61,3,3,0,64,0,,,,,,
25/07/2025,CIUDAD DE MEXICO,1,1,0,0,0,0,1,,,,,,
25/07/2025,COAHUILA,78,75,3,3,0,78,0,,,,,,
25/07/2025,SONORA,59,58,1,1,0,59,0,,,,,,
25/07/2025,TAMAULIPAS,236,230,6,6,0,236,0,,,,,,
26/07/2025,BAJA CALIFORNIA,42,40,2,1,1,42,0,,,,,,
26/07/2025,CHIHUAHUA,12,9,3,3,0,12,0,,,,,,
26/07/2025,COAHUILA,63,63,0,0,0,63,0,,,,,,
26/07/2025,SONORA,98,98,0,0,0,98,0,,,,,,
26/07/2025,TABASCO,52,51,1,0,1,0,52,,,,,,
26/07/2025,TAMAULIPAS,94,88,6,6,0,94,0,,,,,,
27/07/2025,BAJA CALIFORNIA,14,14,0,0,0,14,0,,,,,,
27/07/2025,CHIHUAHUA,34,30,4,4,0,34,0,,,,,,
27/07/2025,COAHUILA,41,41,0,0,0,41,0,,,,,,
27/07/2025,SONORA,39,34,5,5,0,39,0,,,,,,
27/07/2025,TAMAULIPAS,201,195,6,6,0,201,0,,,,,,
28/07/2025,BAJA CALIFORNIA,32,32,0,0,0,32,0,,,,,,
28/07/2025,CHIHUAHUA,55,53,2,1,1,55,0,,,,,,
28/07/2025,COAHUILA,35,35,0,0,0,35,0,,,,,,
28/07/2025,SONORA,24,23,1,1,0,24,0,,,,,,
28/07/2025,TAMAULIPAS,130,125,5,5,0,130,0,,,,,,
29/07/2025,BAJA CALIFORNIA,87,83,4,0,4,87,0,,,,,,
29/07/2025,CHIAPAS,56,50,6,0,6,0,56,,,,,,
29/07/2025,CHIHUAHUA,99,99,0,0,0,99,0,,,,,,
29/07/2025,COAHUILA,51,51,0,0,0,51,0,,,,,,
29/07/2025,SONORA,55,55,0,0,0,55,0,,,,,,
29/07/2025,TAMAULIPAS,148,141,7,7,0,148,0,,,,,,
30/07/2025,BAJA CALIFORNIA,45,43,2,1,1,45,0,,,,,,
30/07/2025,CHIHUAHUA,45,42,3,3,0,45,0,,,,,,
30/07/2025,COAHUILA,65,64,1,1,0,65,0,,,,,,
30/07/2025,SONORA,66,66,0,0,0,66,0,,,,,,
30/07/2025,TAMAULIPAS,130,123,7,6,1,130,0,,,,,,
31/07/2025,BAJA CALIFORNIA,53,51,2,1,1,53,0,,,,,,
31/07/2025,CHIHUAHUA,35,35,0,0,0,35,0,,,,,,
31/07/2025,COAHUILA,105,101,4,1,3,105,0,,,,,,
31/07/2025,SONORA,55,53,2,2,0,55,0,,,,,,
31/07/2025,TABASCO,84,82,2,0,2,0,84,,,,,,
31/07/2025,TAMAULIPAS,166,157,9,9,0,166,0,,,,,,
01/08/2025,BAJA CALIFORNIA,42,37,5,2,3,42,0,,,,,,
01/08/2025,CHIHUAHUA,33,29,4,2,2,33,0,,,,,,
01/08/2025,COAHUILA,102,102,0,0,0,102,0,,,,,,
01/08/2025,SONORA,61,60,1,1,0,61,0,,,,,,
01/08/2025,TAMAULIPAS,366,357,9,7,2,366,0,,,,,,
02/08/2025,BAJA CALIFORNIA,7,6,1,1,0,7,0,,,,,,
02/08/2025,CHIHUAHUA,2,0,2,2,0,2,0,,,,,,
02/08/2025,COAHUILA,36,35,1,1,0,36,0,,,,,,
02/08/2025,SONORA,4,1,3,3,0,4,0,,,,,,
02/08/2025,TABASCO,40,40,0,0,0,0,40,,,,,,
02/08/2025,TAMAULIPAS,35,30,5,5,0,35,0,,,,,,
03/08/2025,BAJA CALIFORNIA,18,15,3,0,3,18,0,,,,,,
03/08/2025,CHIHUAHUA,2,0,2,2,0,2,0,,,,,,
03/08/2025,COAHUILA,29,29,0,0,0,29,0,,,,,,
03/08/2025,SONORA,4,2,2,2,0,4,0,,,,,,
03/08/2025,TABASCO,135,135,0,0,0,0,135,,,,,,
03/08/2025,TAMAULIPAS,3,1,2,2,0,3,0,,,,,,
04/08/2025,BAJA CALIFORNIA,20,15,5,3,2,20,0,,,,,,
04/08/2025,CHIHUAHUA,3,2,1,1,0,3,0,,,,,,
04/08/2025,COAHUILA,7,7,0,0,0,7,0,,,,,,
04/08/2025,SONORA,10,5,5,3,2,10,0,,,,,,
04/08/2025,TABASCO,214,214,0,0,0,0,214,,,,,,
04/08/2025,TAMAULIPAS,57,57,0,0,0,57,0,,,,,,
05/08/2025,BAJA CALIFORNIA,16,11,5,3,2,16,0,,,,,,
05/08/2025,CHIHUAHUA,3,0,3,3,0,3,0,,,,,,
05/08/2025,COAHUILA,11,11,0,0,0,11,0,,,,,,
05/08/2025,SONORA,3,2,1,1,0,3,0,,,,,,
05/08/2025,TABASCO,191,190,1,0,1,0,191,,,,,,
05/08/2025,TAMAULIPAS,10,1,9,9,0,10,0,,,,,,
06/08/2025,BAJA CALIFORNIA,23,21,2,0,2,23,0,,,,,,
06/08/2025,CHIHUAHUA,18,15,3,3,0,18,0,,,,,,
06/08/2025,CIUDAD DE MEXICO,1,1,0,0,0,0,1,,,,,,
06/08/2025,COAHUILA,2,0,2,2,0,2,0,,,,,,
06/08/2025,SONORA,11,5,6,6,0,11,0,,,,,,
06/08/2025,TABASCO,196,194,2,0,2,0,196,,,,,,
06/08/2025,TAMAULIPAS,15,6,9,9,0,15,0,,,,,,
07/08/2025,BAJA CALIFORNIA,13,12,1,1,0,13,0,,,,,,
07/08/2025,CHIAPAS,214,208,6,0,6,0,214,,,,,,
07/08/2025,CHIHUAHUA,6,2,4,1,3,6,0,,,,,,
07/08/2025,COAHUILA,13,13,0,0,0,13,0,,,,,,
07/08/2025,SONORA,1,1,0,0,0,1,0,,,,,,
07/08/2025,TAMAULIPAS,4,0,4,4,0,4,0,,,,,,
08/08/2025,BAJA CALIFORNIA,12,9,3,2,1,12,0,,,,,,
08/08/2025,CHIAPAS,291,291,0,0,0,0,291,,,,,,
08/08/2025,CHIHUAHUA,5,3,2,2,0,5,0,,,,,,
08/08/2025,COAHUILA,9,9,0,0,0,9,0,,,,,,
08/08/2025,SONORA,1,1,0,0,0,1,0,,,,,,
08/08/2025,TAMAULIPAS,9,3,6,6,0,9,0,,,,,,
09/08/2025,BAJA CALIFORNIA,35,34,1,0,1,35,0,,,,,,
09/08/2025,CHIAPAS,250,249,1,0,1,0,250,,,,,,
09/08/2025,CHIHUAHUA,3,1,2,2,0,3,0,,,,,,
09/08/2025,COAHUILA,2,0,2,2,0,2,0,,,,,,
09/08/2025,SONORA,6,4,2,0,2,6,0,,,,,,
09/08/2025,TAMAULIPAS,2,1,1,1,0,2,0,,,,,,
10/08/2025,BAJA CALIFORNIA,13,7,6,5,1,13,0,,,,,,
10/08/2025,CHIHUAHUA,5,1,4,3,1,5,0,,,,,,
10/08/2025,SONORA,2,1,1,1,0,2,0,,,,,,
10/08/2025,TABASCO,242,240,2,0,2,0,242,,,,,,
10/08/2025,TAMAULIPAS,8,0,8,8,0,8,0,,,,,,
11/08/2025,BAJA CALIFORNIA,16,10,6,3,3,16,0,,,,,,
11/08/2025,CHIAPAS,1,1,0,0,0,0,1,,,,,,
11/08/2025,CHIHUAHUA,3,2,1,1,0,3,0,,,,,,
11/08/2025,SONORA,3,1,2,2,0,3,0,,,,,,
11/08/2025,TABASCO,139,139,0,0,0,0,139,,,,,,
11/08/2025,TAMAULIPAS,10,1,9,9,0,10,0,,,,,,
12/08/2025,BAJA CALIFORNIA,15,12,3,2,1,15,0,,,,,,
12/08/2025,CHIHUAHUA,4,1,3,3,0,4,0,,,,,,
12/08/2025,COAHUILA,15,14,1,1,0,15,0,,,,,,
12/08/2025,SONORA,3,1,2,2,0,3,0,,,,,,
12/08/2025,TABASCO,247,247,0,0,0,0,247,,,,,,
12/08/2025,TAMAULIPAS,19,9,10,10,0,19,0,,,,,,
13/08/2025,BAJA CALIFORNIA,13,10,3,3,0,13,0,,,,,,
13/08/2025,CHIAPAS,132,132,0,0,0,0,132,,,,,,
13/08/2025,CHIHUAHUA,3,1,2,2,0,3,0,,,,,,
13/08/2025,COAHUILA,4,1,3,3,0,4,0,,,,,,
13/08/2025,ESTADO DE MEXICO,137,137,0,0,0,0,137,,,,,,
13/08/2025,SONORA,4,3,1,1,0,4,0,,,,,,
13/08/2025,TABASCO,220,214,6,0,6,0,220,,,,,,
13/08/2025,TAMAULIPAS,10,4,6,4,2,10,0,,,,,,
14/08/2025,BAJA CALIFORNIA,26,20,6,2,4,26,0,,,,,,
14/08/2025,CHIAPAS,165,165,0,0,0,0,165,,,,,,
14/08/2025,CHIHUAHUA,5,1,4,4,0,5,0,,,,,,
14/08/2025,COAHUILA,8,8,0,0,0,8,0,,,,,,
14/08/2025,ESTADO DE MEXICO,95,95,0,0,0,0,95,,,,,,
14/08/2025,SONORA,4,4,0,0,0,4,0,,,,,,
14/08/2025,TABASCO,250,247,3,0,3,0,250,,,,,,
14/08/2025,TAMAULIPAS,13,2,11,11,0,13,0,,,,,,
15/08/2025,BAJA CALIFORNIA,21,16,5,2,3,21,0,,,,,,
15/08/2025,CHIHUAHUA,3,2,1,1,0,3,0,,,,,,
15/08/2025,COAHUILA,6,6,0,0,0,6,0,,,,,,
15/08/2025,ESTADO DE MEXICO,128,127,1,1,0,0,128,,,,,,
15/08/2025,SONORA,1,1,0,0,0,1,0,,,,,,
15/08/2025,TABASCO,383,380,3,0,3,0,383,,,,,,
15/08/2025,TAMAULIPAS,11,0,11,11,0,11,0,,,,,,
16/08/2025,BAJA CALIFORNIA,7,7,0,0,0,7,0,,,,,,
16/08/2025,CHIAPAS,119,119,0,0,0,0,119,,,,,,
16/08/2025,CHIHUAHUA,5,0,5,5,0,5,0,,,,,,
16/08/2025,COAHUILA,4,3,1,1,0,4,0,,,,,,
16/08/2025,ESTADO DE MEXICO,151,151,0,0,0,0,151,,,,,,
16/08/2025,SONORA,2,1,1,1,0,2,0,,,,,,
16/08/2025,TABASCO,223,222,1,0,1,0,223,,,,,,
16/08/2025,TAMAULIPAS,5,2,3,3,0,5,0,,,,,,
17/08/2025,BAJA CALIFORNIA,22,19,3,2,1,22,0,,,,,,
17/08/2025,CHIAPAS,161,160,1,0,1,0,161,,,,,,
17/08/2025,CHIHUAHUA,3,1,2,2,0,3,0,,,,,,
17/08/2025,ESTADO DE MEXICO,90,90,0,0,0,0,90,,,,,,
17/08/2025,SONORA,2,0,2,2,0,2,0,,,,,,
17/08/2025,TABASCO,259,259,0,0,0,0,259,,,,,,
17/08/2025,TAMAULIPAS,10,0,10,10,0,10,0,,,,,,
18/08/2025,BAJA CALIFORNIA,25,20,5,3,2,25,0,,,,,,
18/08/2025,CHIHUAHUA,6,1,5,5,0,6,0,,,,,,
18/08/2025,COAHUILA,14,14,0,0,0,14,0,,,,,,
18/08/2025,SONORA,3,3,0,0,0,3,0,,,,,,
18/08/2025,TABASCO,294,293,1,0,1,0,294,,,,,,
18/08/2025,TAMAULIPAS,8,1,7,7,0,8,0,,,,,,
19/08/2025,BAJA CALIFORNIA,21,15,6,6,0,21,0,,,,,,
19/08/2025,CHIAPAS,133,133,0,0,0,0,133,,,,,,
19/08/2025,CHIHUAHUA,2,0,2,2,0,2,0,,,,,,
19/08/2025,COAHUILA,14,14,0,0,0,14,0,,,,,,
19/08/2025,SONORA,4,1,3,3,0,4,0,,,,,,
19/08/2025,TABASCO,297,294,3,0,3,0,297,,,,,,
19/08/2025,TAMAULIPAS,8,2,6,6,0,8,0,,,,,,
20/08/2025,BAJA CALIFORNIA,6,6,0,0,0,6,0,,,,,,
20/08/2025,CHIAPAS,161,161,0,0,0,0,161,,,,,,
20/08/2025,CHIHUAHUA,8,6,2,2,0,8,0,,,,,,
20/08/2025,COAHUILA,24,24,0,0,0,24,0,,,,,,
20/08/2025,ESTADO DE MEXICO,149,149,0,0,0,0,149,,,,,,
20/08/2025,SONORA,5,3,2,2,0,5,0,,,,,,
20/08/2025,TABASCO,245,239,6,0,6,0,245,,,,,,
20/08/2025,TAMAULIPAS,9,3,6,3,3,9,0,,,,,,
21/08/2025,BAJA CALIFORNIA,21,16,5,0,5,21,0,,,,,,
21/08/2025,CHIAPAS,168,168,0,0,0,0,168,,,,,,
21/08/2025,CHIHUAHUA,2,0,2,2,0,2,0,,,,,,
21/08/2025,COAHUILA,4,2,2,2,0,4,0,,,,,,
21/08/2025,ESTADO DE MEXICO,50,50,0,0,0,0,50,,,,,,
21/08/2025,SONORA,5,2,3,3,0,5,0,,,,,,
21/08/2025,TABASCO,202,198,4,0,4,0,202,,,,,,
21/08/2025,TAMAULIPAS,18,3,15,15,0,18,0,,,,,,
22/08/2025,BAJA CALIFORNIA,19,17,2,2,0,19,0,,,,,,
22/08/2025,CHIHUAHUA,4,1,3,3,0,4,0,,,,,,
22/08/2025,COAHUILA,2,2,0,0,0,2,0,,,,,,
22/08/2025,SONORA,5,3,2,1,1,5,0,,,,,,
22/08/2025,TABASCO,430,430,0,0,0,0,430,,,,,,
22/08/2025,TAMAULIPAS,47,29,18,18,0,47,0,,,,,,
23/08/2025,BAJA CALIFORNIA,14,10,4,1,3,14,0,,,,,,
23/08/2025,CHIAPAS,109,109,0,0,0,0,109,,,,,,
23/08/2025,CHIHUAHUA,4,1,3,3,0,4,0,,,,,,
23/08/2025,COAHUILA,8,4,4,4,0,8,0,,,,,,
23/08/2025,ESTADO DE MEXICO,443,441,2,0,2,0,443,,,,,,
23/08/2025,SONORA,3,2,1,1,0,3,0,,,,,,
23/08/2025,TABASCO,292,292,0,0,0,0,292,,,,,,
23/08/2025,TAMAULIPAS,45,36,9,9,0,45,0,,,,,,
24/08/2025,BAJA CALIFORNIA,7,6,1,1,0,7,0,,,,,,
24/08/2025,CHIAPAS,119,119,0,0,0,0,119,,,,,,
24/08/2025,CHIHUAHUA,2,0,2,2,0,2,0,,,,,,
24/08/2025,COAHUILA,1,1,0,0,0,1,0,,,,,,
24/08/2025,ESTADO DE MEXICO,265,265,0,0,0,0,265,,,,,,
24/08/2025,SONORA,4,3,1,1,0,4,0,,,,,,
24/08/2025,TABASCO,224,222,2,0,2,0,224,,,,,,
24/08/2025,TAMAULIPAS,12,0,12,12,0,12,0,,,,,,
25/08/2025,BAJA CALIFORNIA,74,73,1,0,1,74,0,,,,,,
25/08/2025,CHIHUAHUA,18,18,0,0,0,18,0,,,,,,
25/08/2025,COAHUILA,3,1,2,2,0,3,0,,,,,,
25/08/2025,SONORA,8,8,0,0,0,8,0,,,,,,
25/08/2025,TABASCO,202,193,9,0,9,0,202,,,,,,
25/08/2025,TAMAULIPAS,125,120,5,5,0,125,0,,,,,,
26/08/2025,BAJA CALIFORNIA,165,165,0,0,0,165,0,,,,,,
26/08/2025,CHIHUAHUA,48,44,4,4,0,48,0,,,,,,
26/08/2025,COAHUILA,42,42,0,0,0,42,0,,,,,,
26/08/2025,SONORA,96,93,3,3,0,96,0,,,,,,
26/08/2025,TABASCO,108,108,0,0,0,0,108,,,,,,
26/08/2025,TAMAULIPAS,215,211,4,4,0,215,0,,,,,,
27/08/2025,BAJA CALIFORNIA,75,73,2,2,0,75,0,,,,,,
27/08/2025,CHIHUAHUA,34,30,4,4,0,34,0,,,,,,
27/08/2025,COAHUILA,70,69,1,1,0,70,0,,,,,,
27/08/2025,SONORA,136,134,2,2,0,136,0,,,,,,
27/08/2025,TAMAULIPAS,286,284,2,2,0,286,0,,,,,,
28/08/2025,BAJA CALIFORNIA,128,126,2,0,2,128,0,,,,,,
28/08/2025,CHIAPAS,93,79,14,0,14,0,93,,,,,,
28/08/2025,CHIHUAHUA,55,55,0,0,0,55,0,,,,,,
28/08/2025,COAHUILA,74,72,2,0,2,74,0,,,,,,
28/08/2025,SONORA,119,117,2,2,0,119,0,,,,,,
28/08/2025,TAMAULIPAS,230,224,6,6,0,230,0,,,,,,
29/08/2025,BAJA CALIFORNIA,77,71,6,3,3,77,0,,,,,,
29/08/2025,CHIHUAHUA,83,79,4,4,0,83,0,,,,,,
29/08/2025,COAHUILA,49,48,1,1,0,49,0,,,,,,
29/08/2025,SONORA,104,103,1,1,0,104,0,,,,,,
29/08/2025,TAMAULIPAS,155,149,6,5,1,155,0,,,,,,
30/08/2025,BAJA CALIFORNIA,31,31,0,0,0,31,0,,,,,,
30/08/2025,CHIHUAHUA,36,33,3,3,0,36,0,,,,,,
30/08/2025,COAHUILA,72,71,1,1,0,72,0,,,,,,
30/08/2025,SONORA,105,102,3,3,0,105,0,,,,,,
30/08/2025,TAMAULIPAS,173,165,8,8,0,173,0,,,,,,
31/08/2025,BAJA CALIFORNIA,141,131,10,2,8,141,0,,,,,,
31/08/2025,CHIHUAHUA,6,2,4,4,0,6,0,,,,,,
31/08/2025,COAHUILA,18,18,0,0,0,18,0,,,,,,
31/08/2025,SONORA,94,93,1,1,0,94,0,,,,,,
31/08/2025,TAMAULIPAS,183,177,6,2,4,183,0,,,,,,
01/09/2025,BAJA CALIFORNIA,46,34,12,1,11,46,0,,,,,,
01/09/2025,CHIHUAHUA,36,32,4,4,0,36,0,,,,,,
01/09/2025,COAHUILA,24,22,2,2,0,24,0,,,,,,
01/09/2025,SONORA,15,12,3,1,2,15,0,,,,,,
01/09/2025,TAMAULIPAS,183,177,6,6,0,183,0,,,,,,
02/09/2025,BAJA CALIFORNIA,76,73,3,0,3,76,0,,,,,,
02/09/2025,CHIHUAHUA,41,38,3,3,0,41,0,,,,,,
02/09/2025,COAHUILA,71,69,2,1,1,71,0,,,,,,
02/09/2025,SONORA,64,62,2,2,0,64,0,,,,,,
02/09/2025,TAMAULIPAS,111,97,14,14,0,111,0,,,,,,
03/09/2025,BAJA CALIFORNIA,82,76,6,0,6,82,0,,,,,,
03/09/2025,CHIHUAHUA,67,61,6,6,0,67,0,,,,,,
03/09/2025,COAHUILA,36,36,0,0,0,36,0,,,,,,
03/09/2025,SONORA,51,49,2,2,0,51,0,,,,,,
03/09/2025,TAMAULIPAS,132,125,7,6,1,132,0,,,,,,
04/09/2025,BAJA CALIFORNIA,161,156,5,1,4,161,0,,,,,,
04/09/2025,CHIHUAHUA,114,111,3,3,0,114,0,,,,,,
04/09/2025,COAHUILA,56,51,5,0,5,56,0,,,,,,
04/09/2025,SONORA,80,76,4,3,1,80,0,,,,,,
04/09/2025,TAMAULIPAS,292,274,18,18,0,292,0,,,,,,
05/09/2025,BAJA CALIFORNIA,148,143,5,1,4,148,0,,,,,,
05/09/2025,CHIHUAHUA,75,72,3,3,0,75,0,,,,,,
05/09/2025,COAHUILA,61,60,1,1,0,61,0,,,,,,
05/09/2025,SONORA,89,87,2,2,0,89,0,,,,,,
05/09/2025,TAMAULIPAS,136,129,7,7,0,136,0,,,,,,
06/09/2025,BAJA CALIFORNIA,105,101,4,1,3,105,0,,,,,,
06/09/2025,CHIHUAHUA,70,68,2,2,0,70,0,,,,,,
06/09/2025,COAHUILA,109,109,0,0,0,109,0,,,,,,
06/09/2025,SONORA,99,91,8,7,1,99,0,,,,,,
06/09/2025,TAMAULIPAS,256,246,10,7,3,256,0,,,,,,
07/09/2025,BAJA CALIFORNIA,53,44,9,6,3,53,0,,,,,,
07/09/2025,CHIHUAHUA,27,24,3,3,0,27,0,,,,,,
07/09/2025,COAHUILA,28,26,2,2,0,28,0,,,,,,
07/09/2025,SONORA,42,40,2,2,0,42,0,,,,,,
07/09/2025,TAMAULIPAS,50,46,4,4,0,50,0,,,,,,
08/09/2025,BAJA CALIFORNIA,50,47,3,0,3,50,0,,,,,,
08/09/2025,CHIHUAHUA,22,22,0,0,0,22,0,,,,,,
08/09/2025,COAHUILA,29,29,0,0,0,29,0,,,,,,
08/09/2025,SONORA,52,49,3,3,0,52,0,,,,,,
08/09/2025,TAMAULIPAS,212,204,8,7,1,212,0,,,,,,
09/09/2025,BAJA CALIFORNIA,139,127,12,0,12,139,0,,,,,,
09/09/2025,CHIHUAHUA,28,26,2,2,0,28,0,,,,,,
09/09/2025,COAHUILA,54,54,0,0,0,54,0,,,,,,
09/09/2025,SONORA,60,60,0,0,0,60,0,,,,,,
09/09/2025,TAMAULIPAS,79,69,10,10,0,79,0,,,,,,
10/09/2025,BAJA CALIFORNIA,67,62,5,1,4,67,0,,,,,,
10/09/2025,CHIHUAHUA,57,53,4,4,0,57,0,,,,,,
10/09/2025,COAHUILA,79,79,0,0,0,79,0,,,,,,
10/09/2025,SONORA,111,110,1,1,0,111,0,,,,,,
10/09/2025,TAMAULIPAS,239,234,5,5,0,239,0,,,,,,
11/09/2025,BAJA CALIFORNIA,163,160,3,0,3,163,0,,,,,,
11/09/2025,CHIHUAHUA,101,101,0,0,0,101,0,,,,,,
11/09/2025,COAHUILA,70,68,2,0,2,70,0,,,,,,
11/09/2025,SONORA,109,109,0,0,0,109,0,,,,,,
11/09/2025,TAMAULIPAS,164,159,5,5,0,164,0,,,,,,
12/09/2025,BAJA CALIFORNIA,63,56,7,2,5,63,0,,,,,,
12/09/2025,CHIAPAS,93,83,10,0,10,0,93,,,,,,
12/09/2025,CHIHUAHUA,74,67,7,3,4,74,0,,,,,,
12/09/2025,COAHUILA,94,93,1,1,0,94,0,,,,,,
12/09/2025,SONORA,143,139,4,2,2,143,0,,,,,,
