DIA,Estado / O.R.,NACIONALIDAD,ESTANCIA DIF,TOTAL DE CANALIZADOS,ADULTOS,MENORES
01/10/2024,CHIAPAS,CHILE,OTRO LUGAR,4,4,4
01/10/2024,CHIAPAS,COLOMBIA,OTRO LUGAR,2,2,2
01/10/2024,CHIAPAS,COLOMBIA,OTRO,2,2,2
01/10/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
01/10/2024,CHIAPAS,ECUADOR,OTRO,8,8,8
01/10/2024,CHIAPAS,ECUADOR,OTRO LUGAR,3,3,3
01/10/2024,CHIAPAS,FRANCIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",5,5,5
01/10/2024,CHIAPAS,GUATEMALA,OTRO,3,2,3
01/10/2024,CHIAPAS,GUINEA ECUATORIAL,"REFUGIO TEMPORAL PARA NIÑAS Y NIÑOS DE TUXTLA GUTIERREZ Y NIÑOS MIGRANTES (DIF DEMOCRÁTICA, CHIAPAS)",1,0,1
01/10/2024,CHIAPAS,HONDURAS,OTRO,2,2,2
01/10/2024,CHIAPAS,NICARAGUA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,3,3
01/10/2024,CHIAPAS,PERÚ,OTRO,9,9,9
01/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,3,3,3
01/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,45,45,45
01/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
01/10/2024,NUEVO LEÓN,COLOMBIA,DIF ESTATAL LOCALIDAD - MONTERREY,3,3,3
01/10/2024,NUEVO LEÓN,CUBA,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
01/10/2024,NUEVO LEÓN,EL SALVADOR,DIF-ABRILES,1,0,1
01/10/2024,NUEVO LEÓN,GUATEMALA,DIF-ABRILES,3,0,3
01/10/2024,NUEVO LEÓN,HONDURAS,DIF-ABRILES,2,0,2
01/10/2024,NUEVO LEÓN,HONDURAS,DIF ESTATAL LOCALIDAD - MONTERREY,3,3,3
01/10/2024,NUEVO LEÓN,PERÚ,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
01/10/2024,NUEVO LEÓN,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - MONTERREY,4,4,4
01/10/2024,OAXACA,EL SALVADOR,OTRO,1,0,1
01/10/2024,PUEBLA,BRASIL,OTRO,4,4,4
01/10/2024,PUEBLA,EL SALVADOR,OTRO,5,4,5
01/10/2024,PUEBLA,GUATEMALA,OTRO,2,0,2
01/10/2024,PUEBLA,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
01/10/2024,TABASCO,BRASIL,OTRO LUGAR,4,4,4
01/10/2024,TABASCO,BRASIL,OTRO,14,14,14
01/10/2024,TABASCO,CHINA,OTRO,1,1,1
01/10/2024,TABASCO,COLOMBIA,OTRO,1,1,1
01/10/2024,TABASCO,CUBA,OTRO,2,2,2
01/10/2024,TABASCO,ECUADOR,OTRO,9,9,9
01/10/2024,TABASCO,EGIPTO,OTRO,13,13,13
01/10/2024,TABASCO,EL SALVADOR,OTRO,3,3,3
01/10/2024,TABASCO,GUATEMALA,OTRO,6,6,6
01/10/2024,TABASCO,HONDURAS,OTRO,12,12,12
01/10/2024,TABASCO,KAZAJSTAN,OTRO,4,4,4
01/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,6,6,6
01/10/2024,TLAXCALA,EGIPTO,DIF ESTATAL LOCALIDAD - TLAXCALA,9,9,9
01/10/2024,YUCATÁN,COLOMBIA,OTRO,3,3,3
01/10/2024,YUCATÁN,TURQUÍA,OTRO,2,2,2
02/10/2024,BAJA CALIFORNIA,CONGO,OTRO,1,1,1
02/10/2024,CHIAPAS,ANGOLA,OTRO,1,1,1
02/10/2024,CHIAPAS,ESTADO PLURINACIONAL DE BOLIVIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
02/10/2024,CHIAPAS,BRASIL,OTRO,4,4,4
02/10/2024,CHIAPAS,COLOMBIA,SIN REGISTRO,0,1,1
02/10/2024,CHIAPAS,COLOMBIA,DIF ESTATAL LOCALIDAD - MONTERREY,5,5,5
02/10/2024,CHIAPAS,COLOMBIA,OTRO,15,14,15
02/10/2024,CHIAPAS,COLOMBIA,OTRO LUGAR,5,5,5
02/10/2024,CHIAPAS,COLOMBIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",6,6,6
02/10/2024,CHIAPAS,ECUADOR,OTRO,3,3,3
02/10/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
02/10/2024,CHIAPAS,EGIPTO,OTRO,5,5,5
02/10/2024,CHIAPAS,EL SALVADOR,OTRO,1,1,1
02/10/2024,CHIAPAS,GUATEMALA,OTRO,5,5,5
02/10/2024,CHIAPAS,HONDURAS,OTRO,4,1,4
02/10/2024,CHIAPAS,HONDURAS,OTRO,1,1,1
02/10/2024,CHIAPAS,HONDURAS,"CAS TAPACHULA, CHIAPAS",4,4,4
02/10/2024,CHIAPAS,NICARAGUA,OTRO,1,1,1
02/10/2024,CHIAPAS,PERÚ,OTRO,7,6,7
02/10/2024,CHIAPAS,PERÚ,OTRO LUGAR,1,1,1
02/10/2024,CHIAPAS,PERÚ,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
02/10/2024,CHIAPAS,REPÚBLICA DOMINICANA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
02/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,SIN REGISTRO,0,3,3
02/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD -PUEBLA,2,2,2
02/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,76,75,76
02/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,45,45,45
02/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",22,22,22
02/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",2,2,2
02/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",36,36,36
02/10/2024,CIUDAD DE MÉXICO,BRASIL,OTRO,3,3,3
02/10/2024,CIUDAD DE MÉXICO,COLOMBIA,OTRO,2,2,2
02/10/2024,CIUDAD DE MÉXICO,CONGO,OTRO,2,2,2
02/10/2024,CIUDAD DE MÉXICO,ECUADOR,OTRO,2,2,2
02/10/2024,CIUDAD DE MÉXICO,HONDURAS,OTRO,1,1,1
02/10/2024,CIUDAD DE MÉXICO,NICARAGUA,OTRO,1,0,1
02/10/2024,CIUDAD DE MÉXICO,PERÚ,OTRO,2,2,2
02/10/2024,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
02/10/2024,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
02/10/2024,JALISCO,HAITÍ,OTRO,1,0,1
02/10/2024,NUEVO LEÓN,COLOMBIA,DIF-ABRILES,1,0,1
02/10/2024,NUEVO LEÓN,GUATEMALA,DIF-ABRILES,2,0,2
02/10/2024,NUEVO LEÓN,HONDURAS,DIF-ABRILES,1,0,1
02/10/2024,NUEVO LEÓN,HONDURAS,OTRO,2,2,2
02/10/2024,NUEVO LEÓN,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - MONTERREY,5,5,5
02/10/2024,PUEBLA,ECUADOR,DIF ESTATAL LOCALIDAD -PUEBLA,7,7,7
02/10/2024,PUEBLA,EL SALVADOR,DIF ESTATAL LOCALIDAD -PUEBLA,1,1,1
02/10/2024,PUEBLA,HONDURAS,DIF ESTATAL LOCALIDAD -PUEBLA,2,2,2
02/10/2024,PUEBLA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD -PUEBLA,3,3,3
02/10/2024,SINALOA,COLOMBIA,OTRO,2,2,2
02/10/2024,SONORA,BRASIL,OTRO,4,4,4
02/10/2024,TABASCO,ARMENIA,OTRO LUGAR,2,2,2
02/10/2024,TABASCO,COLOMBIA,OTRO LUGAR,3,3,3
02/10/2024,TABASCO,COLOMBIA,OTRO,1,1,1
02/10/2024,TABASCO,CUBA,OTRO,2,2,2
02/10/2024,TABASCO,ECUADOR,OTRO LUGAR,5,5,5
02/10/2024,TABASCO,ECUADOR,OTRO,5,5,5
02/10/2024,TABASCO,EL SALVADOR,OTRO LUGAR,3,3,3
02/10/2024,TABASCO,GUATEMALA,OTRO LUGAR,6,6,6
02/10/2024,TABASCO,HONDURAS,OTRO,13,13,13
02/10/2024,TABASCO,HONDURAS,OTRO,1,0,1
02/10/2024,TABASCO,INDIA,OTRO LUGAR,1,1,1
02/10/2024,TABASCO,INDIA,OTRO,4,4,4
02/10/2024,TABASCO,JORDANIA,OTRO LUGAR,4,4,4
02/10/2024,TABASCO,NICARAGUA,OTRO,2,2,2
02/10/2024,TABASCO,PANAMÁ,OTRO LUGAR,2,2,2
02/10/2024,TABASCO,PERÚ,OTRO,1,1,1
02/10/2024,TABASCO,RUMANIA,OTRO,2,2,2
02/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,9,9,9
02/10/2024,TABASCO,VIETNAM,OTRO,2,2,2
02/10/2024,VERACRUZ,COLOMBIA,OTRO,3,3,3
02/10/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,8,8,8
02/10/2024,ZACATECAS,HONDURAS,DIF ESTATAL LOCALIDAD - ZACATECAS,2,2,2
03/10/2024,CHIAPAS,BRASIL,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",6,6,6
03/10/2024,CHIAPAS,CHILE,OTRO LUGAR,3,3,3
03/10/2024,CHIAPAS,COLOMBIA,OTRO,2,2,2
03/10/2024,CHIAPAS,COLOMBIA,OTRO LUGAR,8,8,8
03/10/2024,CHIAPAS,COLOMBIA,OTRO,1,1,1
03/10/2024,CHIAPAS,COLOMBIA,OTRO,5,5,5
03/10/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,3,3
03/10/2024,CHIAPAS,CUBA,OTRO,1,1,1
03/10/2024,CHIAPAS,CUBA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
03/10/2024,CHIAPAS,ECUADOR,DIF ESTATAL LOCALIDAD - MONTERREY,2,2,2
03/10/2024,CHIAPAS,ECUADOR,OTRO,5,5,5
03/10/2024,CHIAPAS,ECUADOR,OTRO,1,1,1
03/10/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",5,5,5
03/10/2024,CHIAPAS,ECUADOR,"CAS TAPACHULA, CHIAPAS",1,1,1
03/10/2024,CHIAPAS,ECUADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",7,7,7
03/10/2024,CHIAPAS,EGIPTO,OTRO,3,3,3
03/10/2024,CHIAPAS,EGIPTO,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
03/10/2024,CHIAPAS,EL SALVADOR,OTRO,2,0,2
03/10/2024,CHIAPAS,EL SALVADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
03/10/2024,CHIAPAS,ERITREA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
03/10/2024,CHIAPAS,ESLOVENIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
03/10/2024,CHIAPAS,GUATEMALA,OTRO,2,2,2
03/10/2024,CHIAPAS,GUATEMALA,OTRO,2,2,2
03/10/2024,CHIAPAS,GUATEMALA,OTRO,7,7,7
03/10/2024,CHIAPAS,GUATEMALA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
03/10/2024,CHIAPAS,GUATEMALA,"REFUGIO TEMPORAL PARA NIÑAS Y NIÑOS DE TUXTLA GUTIERREZ Y NIÑOS MIGRANTES (DIF DEMOCRÁTICA, CHIAPAS)",2,0,2
03/10/2024,CHIAPAS,GUATEMALA,"SERVICIO PASTORAL A MIGRANTES SAN MARTIN DE PORRES, (SEPAMI SAN CRISTOBAL DE LAS CASAS, CHIAPAS)
",2,2,2
03/10/2024,CHIAPAS,HONDURAS,OTRO,1,0,1
03/10/2024,CHIAPAS,HONDURAS,OTRO,6,6,6
03/10/2024,CHIAPAS,HONDURAS,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",6,6,6
03/10/2024,CHIAPAS,HONDURAS,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
03/10/2024,CHIAPAS,KAZAJSTAN,OTRO,2,2,2
03/10/2024,CHIAPAS,PERÚ,OTRO,1,1,1
03/10/2024,CHIAPAS,PERÚ,OTRO LUGAR,8,8,8
03/10/2024,CHIAPAS,PERÚ,OTRO,2,2,2
03/10/2024,CHIAPAS,PERÚ,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
03/10/2024,CHIAPAS,TOGO,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
03/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,15,15,15
03/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,70,70,70
03/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,5,3,5
03/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,22,21,22
03/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
03/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",1,0,1
03/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",39,39,39
03/10/2024,CHIHUAHUA,GUATEMALA,OTRO,17,0,17
03/10/2024,GUANAJUATO,BRASIL,OTRO,2,2,2
03/10/2024,GUANAJUATO,COLOMBIA,OTRO,1,1,1
03/10/2024,GUANAJUATO,HONDURAS,OTRO,1,0,1
03/10/2024,GUANAJUATO,PERÚ,OTRO,1,0,1
03/10/2024,GUANAJUATO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,1,1
03/10/2024,NUEVO LEÓN,BRASIL,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
03/10/2024,NUEVO LEÓN,COLOMBIA,DIF ESTATAL LOCALIDAD - MONTERREY,2,2,2
03/10/2024,NUEVO LEÓN,GUATEMALA,DIF-ABRILES,3,0,3
03/10/2024,NUEVO LEÓN,HONDURAS,DIF CAPULLOS LOCALIDAD - GUADALUPE,1,0,1
03/10/2024,NUEVO LEÓN,HONDURAS,DIF ESTATAL LOCALIDAD - MONTERREY,4,4,4
03/10/2024,PUEBLA,HONDURAS,DIF ESTATAL LOCALIDAD -PUEBLA,1,1,1
03/10/2024,PUEBLA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD -PUEBLA,1,1,1
03/10/2024,SAN LUIS POTOSÍ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,8,8,8
03/10/2024,TABASCO,ARMENIA,OTRO LUGAR,4,4,4
03/10/2024,TABASCO,BRASIL,OTRO LUGAR,2,2,2
03/10/2024,TABASCO,COLOMBIA,OTRO LUGAR,6,6,6
03/10/2024,TABASCO,EL SALVADOR,OTRO LUGAR,6,6,6
03/10/2024,TABASCO,GUATEMALA,OTRO LUGAR,1,1,1
03/10/2024,TABASCO,GUATEMALA,OTRO,2,0,2
03/10/2024,TABASCO,HONDURAS,OTRO LUGAR,4,4,4
03/10/2024,TABASCO,HONDURAS,OTRO,7,7,7
03/10/2024,TABASCO,TURQUÍA,OTRO LUGAR,4,4,4
03/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,3,3,3
03/10/2024,VERACRUZ,CHINA,OTRO,1,1,1
03/10/2024,VERACRUZ,COLOMBIA,OTRO,3,3,3
03/10/2024,VERACRUZ,GUATEMALA,OTRO,1,1,1
03/10/2024,VERACRUZ,INDIA,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,2,2,2
03/10/2024,YUCATÁN,BRASIL,OTRO,3,3,3
03/10/2024,YUCATÁN,TURQUÍA,OTRO,2,2,2
04/10/2024,CHIAPAS,CHILE,OTRO LUGAR,2,2,2
04/10/2024,CHIAPAS,COLOMBIA,OTRO,7,7,7
04/10/2024,CHIAPAS,COLOMBIA,OTRO LUGAR,6,6,6
04/10/2024,CHIAPAS,COLOMBIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",5,5,5
04/10/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
04/10/2024,CHIAPAS,CUBA,DIF ESTATAL LOCALIDAD -PUEBLA,4,4,4
04/10/2024,CHIAPAS,CUBA,OTRO,2,2,2
04/10/2024,CHIAPAS,ECUADOR,OTRO,6,5,6
04/10/2024,CHIAPAS,ECUADOR,OTRO LUGAR,2,2,2
04/10/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
04/10/2024,CHIAPAS,ESTADOS UNIDOS DE AMÉRICA,OTRO,2,2,2
04/10/2024,CHIAPAS,GUATEMALA,OTRO,7,5,7
04/10/2024,CHIAPAS,HONDURAS,OTRO,7,7,7
04/10/2024,CHIAPAS,HONDURAS,OTRO,4,4,4
04/10/2024,CHIAPAS,HONDURAS,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
04/10/2024,CHIAPAS,PANAMÁ,OTRO,9,9,9
04/10/2024,CHIAPAS,PERÚ,OTRO LUGAR,1,1,1
04/10/2024,CHIAPAS,REPÚBLICA DOMINICANA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
04/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,SIN REGISTRO,0,1,1
04/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,26,25,26
04/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,88,88,88
04/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
04/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",10,10,10
04/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",11,9,11
04/10/2024,CIUDAD DE MÉXICO,GUATEMALA,OTRO,1,0,1
04/10/2024,CIUDAD DE MÉXICO,NICARAGUA,OTRO,4,4,4
04/10/2024,OAXACA,PERÚ,OTRO,2,2,2
04/10/2024,OAXACA,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
04/10/2024,QUINTANA ROO,GUATEMALA,OTRO,2,2,2
04/10/2024,SAN LUIS POTOSÍ,HONDURAS,OTRO,1,1,1
04/10/2024,SONORA,BRASIL,OTRO,3,3,3
04/10/2024,SONORA,ECUADOR,OTRO,2,2,2
04/10/2024,SONORA,EGIPTO,OTRO,17,17,17
04/10/2024,SONORA,GUATEMALA,OTRO,1,0,1
04/10/2024,SONORA,INDIA,OTRO,2,2,2
04/10/2024,SONORA,VIETNAM,OTRO,1,1,1
04/10/2024,TABASCO,COLOMBIA,OTRO,4,4,4
04/10/2024,TABASCO,ECUADOR,OTRO,2,2,2
04/10/2024,TABASCO,GUATEMALA,OTRO,2,2,2
04/10/2024,TABASCO,HONDURAS,OTRO,3,3,3
04/10/2024,TABASCO,HONDURAS,OTRO,1,0,1
04/10/2024,TABASCO,INDIA,OTRO,1,1,1
04/10/2024,TABASCO,TURQUÍA,OTRO,3,3,3
04/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,16,16,16
04/10/2024,VERACRUZ,COLOMBIA,OTRO,2,2,2
04/10/2024,VERACRUZ,EGIPTO,OTRO,4,4,4
04/10/2024,VERACRUZ,HONDURAS,OTRO,2,2,2
04/10/2024,VERACRUZ,INDIA,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,2,2,2
04/10/2024,YUCATÁN,COLOMBIA,OTRO,1,1,1
05/10/2024,CAMPECHE,EL SALVADOR,DIF ESTATAL LOCALIDAD - CAMPECHE,2,2,2
05/10/2024,CHIAPAS,ANGOLA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",10,10,10
05/10/2024,CHIAPAS,BRASIL,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",5,5,5
05/10/2024,CHIAPAS,CHILE,OTRO LUGAR,2,2,2
05/10/2024,CHIAPAS,COLOMBIA,OTRO,12,11,12
05/10/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
05/10/2024,CHIAPAS,CONGO,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
05/10/2024,CHIAPAS,ECUADOR,OTRO,8,8,8
05/10/2024,CHIAPAS,ECUADOR,OTRO LUGAR,4,4,4
05/10/2024,CHIAPAS,ECUADOR,OTRO,5,5,5
05/10/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",8,8,8
05/10/2024,CHIAPAS,GUATEMALA,OTRO,2,2,2
05/10/2024,CHIAPAS,GUATEMALA,"REFUGIO TEMPORAL PARA NIÑAS Y NIÑOS DE TUXTLA GUTIERREZ Y NIÑOS MIGRANTES (DIF DEMOCRÁTICA, CHIAPAS)",1,0,1
05/10/2024,CHIAPAS,HAITÍ,OTRO LUGAR,1,1,1
05/10/2024,CHIAPAS,HONDURAS,OTRO,2,0,2
05/10/2024,CHIAPAS,HONDURAS,OTRO,1,0,1
05/10/2024,CHIAPAS,PERÚ,OTRO,3,3,3
05/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,SIN REGISTRO,0,1,1
05/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,39,38,39
05/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,79,79,79
05/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",7,7,7
05/10/2024,JALISCO,HONDURAS,OTRO,3,3,3
05/10/2024,OAXACA,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,1,1
05/10/2024,TABASCO,BULGARIA,OTRO,12,12,12
05/10/2024,TABASCO,COLOMBIA,OTRO,14,14,14
05/10/2024,TABASCO,ECUADOR,OTRO,7,7,7
05/10/2024,TABASCO,EL SALVADOR,OTRO,4,4,4
05/10/2024,TABASCO,GUATEMALA,OTRO,5,5,5
05/10/2024,TABASCO,HONDURAS,ALBERGUE -MI ÁNGEL DEL CAMINO,2,2,2
05/10/2024,TABASCO,HONDURAS,OTRO,8,8,8
05/10/2024,TABASCO,INDIA,OTRO,10,10,10
05/10/2024,TABASCO,NICARAGUA,OTRO,2,2,2
05/10/2024,TABASCO,PERÚ,OTRO,3,3,3
05/10/2024,TABASCO,TURQUÍA,OTRO,3,3,3
05/10/2024,TABASCO,UZBEKISTÁN,OTRO,6,6,6
05/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,13,13,13
05/10/2024,TABASCO,VIETNAM,OTRO,4,4,4
05/10/2024,TLAXCALA,GUATEMALA,DIF ESTATAL LOCALIDAD - TLAXCALA,1,0,1
05/10/2024,VERACRUZ,CANADÁ,OTRO,1,0,1
05/10/2024,VERACRUZ,ECUADOR,OTRO,4,4,4
05/10/2024,VERACRUZ,HONDURAS,OTRO,2,2,2
05/10/2024,VERACRUZ,TURQUÍA,OTRO,7,7,7
06/10/2024,BAJA CALIFORNIA,NICARAGUA,"DIF ESTATAL TIJUANA, BAJA CALIFORNIA",1,0,1
06/10/2024,CHIAPAS,BRASIL,OTRO LUGAR,1,1,1
06/10/2024,CHIAPAS,BRASIL,OTRO,17,17,17
06/10/2024,CHIAPAS,CAMERÚN,OTRO LUGAR,4,4,4
06/10/2024,CHIAPAS,CHILE,OTRO LUGAR,2,2,2
06/10/2024,CHIAPAS,COLOMBIA,OTRO LUGAR,24,24,24
06/10/2024,CHIAPAS,COLOMBIA,OTRO,3,3,3
