DIA,Estado / O.R.,NACIONALIDAD,ESTANCIA DIF,TOTAL DE CANALIZADOS,ADULTOS,MENORES
17/09/2025,CHIAPAS,GUATEMALA,OTRO,6,5,6
17/09/2025,CHIAPAS,GUATEMALA,"CAS FRONTERA HIDALGO, CHIAPAS",10,10,10
17/09/2025,CHIAPAS,HONDURAS,OTRO,1,1,1
17/09/2025,CHIAPAS,NICARAGUA,SIN REGISTRO,0,1,3
17/09/2025,CHIAPAS,NICARAGUA,OTRO,9,9,9
17/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CAS TAPACHULA, CHIAPAS",1,1,1
17/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
17/09/2025,CIUDAD DE MÉXICO,COLOMBIA,OTRO,2,2,2
17/09/2025,OAXACA,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
17/09/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,1,1,1
17/09/2025,TABASCO,GUATEMALA,OTRO,5,4,5
17/09/2025,TABASCO,HONDURAS,OTRO,1,1,1
17/09/2025,TABASCO,NICARAGUA,OTRO,1,1,1
17/09/2025,TAMAULIPAS,INDIA,OTRO,4,4,4
18/09/2025,BAJA CALIFORNIA,ESTADOS UNIDOS DE AMÉRICA,OTRO,2,0,2
18/09/2025,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
18/09/2025,CHIAPAS,GUATEMALA,OTRO,1,1,1
18/09/2025,CHIAPAS,GUATEMALA,OTRO,1,0,1
18/09/2025,CHIAPAS,HONDURAS,DIF TONALÁ LOCALIDAD - TONALÁ,1,0,1
18/09/2025,TABASCO,NICARAGUA,OTRO,1,1,1
18/09/2025,TABASCO,PERÚ,OTRO,1,1,1
18/09/2025,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,1,1
19/09/2025,CHIAPAS,GUATEMALA,OTRO,2,2,2
19/09/2025,CHIAPAS,GUATEMALA,OTRO,1,0,1
19/09/2025,CHIAPAS,GUATEMALA,"REFUGIO TEMPORAL PARA NIÑAS Y NIÑOS DE TUXTLA GUTIERREZ Y NIÑOS MIGRANTES (DIF DEMOCRÁTICA, CHIAPAS)",1,0,1
19/09/2025,CHIAPAS,HAITÍ,SIN REGISTRO,0,10,10
19/09/2025,CHIAPAS,HAITÍ,OTRO,6,6,6
19/09/2025,CHIAPAS,MÉXICO,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
19/09/2025,CHIAPAS,PERÚ,SIN REGISTRO,0,2,2
19/09/2025,CHIAPAS,PERÚ,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
19/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
19/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
19/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,1,0,1
19/09/2025,GUERRERO,EL SALVADOR,"ALBERGUE TEMPORAL PARA NIÑAS, NIÑOS Y ADOLESCENTES MIGRANTES",1,0,1
19/09/2025,NUEVO LEÓN,HONDURAS,DIF ESTATAL LOCALIDAD - MONTERREY,6,6,6
19/09/2025,SONORA,CHINA,OTRO,1,1,1
19/09/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,1,1,1
19/09/2025,TABASCO,GUATEMALA,OTRO,5,3,5
19/09/2025,TABASCO,HONDURAS,OTRO,7,7,7
19/09/2025,TAMAULIPAS,CUBA,OTRO,1,1,1
19/09/2025,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,1,1
20/09/2025,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
20/09/2025,CHIAPAS,CUBA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,3,3
20/09/2025,CHIAPAS,GUATEMALA,OTRO,2,2,2
20/09/2025,CHIAPAS,HAITÍ,OTRO,1,1,1
20/09/2025,CHIAPAS,MÉXICO,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
20/09/2025,NUEVO LEÓN,ESTADOS UNIDOS DE AMÉRICA,DIF ESTATAL LOCALIDAD - MONTERREY,2,2,2
20/09/2025,TABASCO,GUATEMALA,OTRO,5,5,5
21/09/2025,CHIAPAS,GUATEMALA,OTRO,3,2,3
21/09/2025,CHIAPAS,GUATEMALA,"ALBERGUE MUNICIPAL PARA NIÑAS Y NIÑOS MIGRANTES NO ACOMPAÑADOS (DIF COMITÁN, CHIAPAS)",1,1,1
21/09/2025,CHIAPAS,HONDURAS,OTRO,4,4,4
21/09/2025,PUEBLA,HONDURAS,DIF ESTATAL LOCALIDAD -PUEBLA,1,0,1
21/09/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,2,2,2
21/09/2025,TABASCO,GUATEMALA,OTRO,1,1,1
21/09/2025,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
21/09/2025,VERACRUZ,HONDURAS,OTRO,6,6,6
21/09/2025,YUCATÁN,CUBA,OTRO,2,2,2
22/09/2025,CHIAPAS,CUBA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",1,1,1
22/09/2025,CHIAPAS,HONDURAS,"DIF MUNICIPAL TAPACHULA, CHIAPAS",2,0,2
22/09/2025,CHIHUAHUA,GUATEMALA,OTRO,2,0,2
22/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,SIN REGISTRO,0,1,1
22/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,2,2,2
22/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
22/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
22/09/2025,ESTADO DE MÉXICO,COLOMBIA,OTRO,1,1,1
22/09/2025,OAXACA,GUATEMALA,OTRO,1,1,1
22/09/2025,SONORA,GUATEMALA,OTRO,2,2,2
22/09/2025,TABASCO,GUATEMALA,OTRO,1,1,1
22/09/2025,ZACATECAS,GUATEMALA,DIF ESTATAL LOCALIDAD - ZACATECAS,13,0,13
23/09/2025,CHIAPAS,COLOMBIA,OTRO,2,2,2
23/09/2025,CHIAPAS,EL SALVADOR,OTRO,1,0,1
23/09/2025,CHIAPAS,GUATEMALA,OTRO,15,14,15
23/09/2025,CHIAPAS,GUATEMALA,OTRO,14,14,14
23/09/2025,CHIAPAS,HONDURAS,OTRO,3,2,3
23/09/2025,CHIHUAHUA,COLOMBIA,OTRO,1,1,1
23/09/2025,CIUDAD DE MÉXICO,CHILE,SIN REGISTRO,0,2,2
23/09/2025,CIUDAD DE MÉXICO,CHILE,OTRO,2,2,2
23/09/2025,CIUDAD DE MÉXICO,COLOMBIA,SIN REGISTRO,0,4,4
23/09/2025,CIUDAD DE MÉXICO,COLOMBIA,OTRO,2,2,2
23/09/2025,OAXACA,HONDURAS,OTRO,1,0,1
23/09/2025,QUINTANA ROO,GUATEMALA,DIF MUNICIPAL BENITO JUÁREZ LOCALIDAD - BENITO JUÁREZ,1,0,1
23/09/2025,TABASCO,CUBA,OTRO,2,2,2
23/09/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,2,2,2
23/09/2025,TABASCO,GUATEMALA,OTRO,7,7,7
23/09/2025,TABASCO,GUATEMALA,OTRO,3,3,3
23/09/2025,TABASCO,PERÚ,OTRO,1,1,1
24/09/2025,CHIAPAS,CUBA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",5,5,5
24/09/2025,CHIAPAS,ECUADOR,OTRO,2,2,2
24/09/2025,CHIAPAS,ESTADOS UNIDOS DE AMÉRICA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
24/09/2025,CHIAPAS,GUATEMALA,"CAS FRONTERA HIDALGO, CHIAPAS",2,2,2
24/09/2025,CHIAPAS,PERÚ,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
24/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",4,4,4
24/09/2025,CHIHUAHUA,ECUADOR,OTRO,2,2,2
24/09/2025,TABASCO,CUBA,OTRO,1,1,1
24/09/2025,TABASCO,GUATEMALA,OTRO,6,6,6
24/09/2025,TLAXCALA,COLOMBIA,DIF ESTATAL LOCALIDAD - TLAXCALA,1,1,1
24/09/2025,VERACRUZ,ANGOLA,OTRO,3,3,3
25/09/2025,CHIAPAS,ESTADOS UNIDOS DE AMÉRICA,OTRO,1,1,1
25/09/2025,CHIAPAS,GUATEMALA,OTRO,3,3,3
25/09/2025,CHIAPAS,HONDURAS,OTRO,4,4,4
25/09/2025,CHIAPAS,HONDURAS,OTRO,2,0,2
25/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",8,8,8
25/09/2025,DURANGO,GUATEMALA,DIF ESTATAL LOCALIDAD - DURANGO,2,0,2
25/09/2025,NUEVO LEÓN,PERÚ,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
25/09/2025,QUERÉTARO,HONDURAS,OTRO,1,1,1
25/09/2025,SONORA,GUATEMALA,OTRO,1,1,1
25/09/2025,TABASCO,GUATEMALA,OTRO,3,1,3
25/09/2025,VERACRUZ,CUBA,OTRO,4,4,4
26/09/2025,BAJA CALIFORNIA,CUBA,OTRO,1,1,1
26/09/2025,CHIAPAS,CHILE,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
26/09/2025,CHIAPAS,COLOMBIA,OTRO,1,0,1
26/09/2025,CHIAPAS,CUBA,"CAS FRONTERA HIDALGO, CHIAPAS",3,3,3
26/09/2025,CHIAPAS,GUATEMALA,ALBERGUE DEL DIF MUNICIPAL LOCALIDAD-ARRIAGA,2,0,2
26/09/2025,CHIAPAS,INDIA,OTRO,1,0,1
26/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,3,3
26/09/2025,CIUDAD DE MÉXICO,EGIPTO,OTRO,1,0,1
26/09/2025,QUERÉTARO,ESTADOS UNIDOS DE AMÉRICA,OTRO,1,0,1
26/09/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,3,3,3
26/09/2025,TABASCO,HONDURAS,OTRO,1,0,1
26/09/2025,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,8,8,8
27/09/2025,BAJA CALIFORNIA,EL SALVADOR,OTRO,2,2,2
27/09/2025,CHIAPAS,HAITÍ,OTRO,1,1,1
27/09/2025,TLAXCALA,GUATEMALA,DIF ESTATAL LOCALIDAD - TLAXCALA,2,0,2
28/09/2025,BAJA CALIFORNIA,GUATEMALA,OTRO,1,1,1
28/09/2025,CHIAPAS,CUBA,"CAS FRONTERA HIDALGO, CHIAPAS",1,1,1
28/09/2025,CHIAPAS,ECUADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
28/09/2025,CHIAPAS,GUATEMALA,"CAS FRONTERA HIDALGO, CHIAPAS",4,4,4
28/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
28/09/2025,NUEVO LEÓN,ECUADOR,DIF ESTATAL LOCALIDAD - MONTERREY,2,1,2
28/09/2025,NUEVO LEÓN,HONDURAS,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
28/09/2025,NUEVO LEÓN,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
28/09/2025,TABASCO,CUBA,OTRO,1,1,1
28/09/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,2,2,2
28/09/2025,TABASCO,MÉXICO,OTRO,1,1,1
28/09/2025,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
29/09/2025,CHIAPAS,ESTADOS UNIDOS DE AMÉRICA,ALBERGUE PARA MUJERES MIGRANTES Y MENORES NO ACOMPAÑADOS LOCALIDAD-COMITÁN,1,1,1
29/09/2025,CHIAPAS,GUATEMALA,ALBERGUE PARA MUJERES MIGRANTES Y MENORES NO ACOMPAÑADOS LOCALIDAD-COMITÁN,3,3,3
29/09/2025,CHIAPAS,GUATEMALA,OTRO,1,1,1
29/09/2025,CHIAPAS,HAITÍ,OTRO,2,2,2
29/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",8,8,8
29/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
29/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,0,1
29/09/2025,SAN LUIS POTOSÍ,HONDURAS,DIF ESTATAL LOCALIDAD - SAN LUIS POTOSÍ,2,2,2
29/09/2025,SONORA,GUATEMALA,OTRO,2,2,2
29/09/2025,TABASCO,HONDURAS,OTRO,2,2,2
29/09/2025,VERACRUZ,ESTADOS UNIDOS DE AMÉRICA,OTRO,1,1,1
30/09/2025,CHIAPAS,GUATEMALA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,0,1
30/09/2025,CHIAPAS,HAITÍ,OTRO,2,2,2
30/09/2025,CHIAPAS,HONDURAS,"CAS FRONTERA HIDALGO, CHIAPAS",4,4,4
30/09/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
30/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
30/09/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,3,3,3
30/09/2025,OAXACA,CUBA,OTRO,1,1,1
30/09/2025,OAXACA,ESTADOS UNIDOS DE AMÉRICA,OTRO,2,2,2
30/09/2025,OAXACA,GUATEMALA,OTRO,4,4,4
30/09/2025,TABASCO,BELICE,OTRO,1,1,1
30/09/2025,TABASCO,COLOMBIA,OTRO,1,1,1
30/09/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,1,1,1
30/09/2025,TABASCO,HONDURAS,OTRO,4,2,4
30/09/2025,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
01/10/2025,CHIAPAS,CUBA,OTRO,3,3,3
01/10/2025,CHIAPAS,GUATEMALA,OTRO,4,4,4
01/10/2025,CHIAPAS,HONDURAS,OTRO,2,2,2
01/10/2025,CHIAPAS,MÉXICO,OTRO,1,1,1
01/10/2025,ESTADO DE MÉXICO,HONDURAS,OTRO,1,0,1
01/10/2025,TABASCO,HONDURAS,OTRO,2,2,2
01/10/2025,VERACRUZ,EL SALVADOR,OTRO,1,1,1
01/10/2025,VERACRUZ,HONDURAS,OTRO,1,0,1
02/10/2025,CHIAPAS,COLOMBIA,OTRO,1,1,1
02/10/2025,CHIAPAS,HAITÍ,OTRO,3,3,3
02/10/2025,CHIAPAS,HONDURAS,OTRO,6,6,6
02/10/2025,CHIAPAS,HONDURAS,"ALBERGUE TONALA, CHIAPAS",2,2,2
02/10/2025,CHIAPAS,MÉXICO,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
02/10/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
02/10/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",5,5,5
02/10/2025,CIUDAD DE MÉXICO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
02/10/2025,NUEVO LEÓN,EL SALVADOR,DIF CAPULLOS LOCALIDAD - GUADALUPE,1,0,1
02/10/2025,SAN LUIS POTOSÍ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,1,1
02/10/2025,TABASCO,GUATEMALA,OTRO,1,1,1
02/10/2025,TABASCO,HONDURAS,OTRO,1,0,1
02/10/2025,TABASCO,PERÚ,OTRO,4,4,4
03/10/2025,CHIAPAS,EL SALVADOR,OTRO,3,3,3
03/10/2025,CHIAPAS,GUATEMALA,OTRO,11,9,11
03/10/2025,CHIAPAS,HAITÍ,OTRO,3,3,3
03/10/2025,CHIAPAS,HONDURAS,OTRO,2,2,2
03/10/2025,CHIHUAHUA,HONDURAS,OTRO,3,3,3
03/10/2025,CIUDAD DE MÉXICO,COLOMBIA,SIN REGISTRO,0,4,4
03/10/2025,NUEVO LEÓN,GUATEMALA,DIF CAPULLOS LOCALIDAD - GUADALUPE,1,0,1
03/10/2025,NUEVO LEÓN,GUATEMALA,DIF-ABRILES,1,0,1
03/10/2025,SINALOA,HONDURAS,OTRO,2,2,2
03/10/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,2,2,2
03/10/2025,TABASCO,HAITÍ,OTRO,1,1,1
03/10/2025,TABASCO,HONDURAS,OTRO,1,1,1
03/10/2025,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,3,3,3
04/10/2025,CHIAPAS,CUBA,OTRO,2,2,2
04/10/2025,CHIAPAS,GUATEMALA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",2,2,2
04/10/2025,CHIAPAS,GUATEMALA,"CAS HUIXTLA, CHIAPAS",1,1,1
04/10/2025,CHIHUAHUA,GUATEMALA,OTRO,2,0,2
04/10/2025,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,1,1,1
04/10/2025,TABASCO,HONDURAS,OTRO,14,14,14
05/10/2025,CHIAPAS,ESTADOS UNIDOS DE AMÉRICA,OTRO,1,1,1
05/10/2025,CHIAPAS,FEDERACIÓN DE RUSIA,OTRO,1,1,1
05/10/2025,CHIAPAS,FEDERACIÓN DE RUSIA,OTRO,3,3,3
05/10/2025,CHIAPAS,GUATEMALA,OTRO,2,0,2
05/10/2025,CHIAPAS,HAITÍ,OTRO,2,2,2
05/10/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
05/10/2025,SONORA,GUATEMALA,OTRO,2,2,2
06/10/2025,BAJA CALIFORNIA,ESTADOS UNIDOS DE AMÉRICA,OTRO,3,0,3
06/10/2025,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
06/10/2025,CHIAPAS,CUBA,OTRO,4,4,4
06/10/2025,CHIAPAS,GUATEMALA,OTRO,1,0,1
06/10/2025,CHIAPAS,GUATEMALA,OTRO,1,1,1
06/10/2025,CHIAPAS,HAITÍ,OTRO,1,1,1
06/10/2025,CHIAPAS,HONDURAS,OTRO,2,2,2
06/10/2025,CHIAPAS,HONDURAS,"ALBERGUE TONALA, CHIAPAS",6,6,6
06/10/2025,NUEVO LEÓN,ESTADOS UNIDOS DE AMÉRICA,DIF-ABRILES,1,0,1
06/10/2025,PUEBLA,COLOMBIA,OTRO LUGAR,2,2,2
06/10/2025,SAN LUIS POTOSÍ,HONDURAS,DIF ESTATAL LOCALIDAD - SAN LUIS POTOSÍ,3,3,3
07/10/2025,CHIAPAS,CUBA,SIN REGISTRO,0,1,1
07/10/2025,CHIAPAS,CUBA,OTRO,4,4,4
07/10/2025,CHIAPAS,GUATEMALA,OTRO,4,4,4
07/10/2025,CHIAPAS,HAITÍ,OTRO,3,2,3
07/10/2025,CHIAPAS,HONDURAS,OTRO,2,2,2
07/10/2025,CHIAPAS,HONDURAS,"DIF ESTATAL VIVA MEXICO, CHIAPAS",1,0,1
07/10/2025,CHIAPAS,MÉXICO,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
07/10/2025,CHIAPAS,PERÚ,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,3,3
07/10/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",12,12,12
07/10/2025,CIUDAD DE MÉXICO,COLOMBIA,OTRO LUGAR,2,2,2
07/10/2025,QUINTANA ROO,CUBA,OTRO,1,1,1
07/10/2025,TABASCO,BRASIL,OTRO,3,3,3
07/10/2025,TABASCO,GUATEMALA,OTRO,2,2,2
07/10/2025,TLAXCALA,COLOMBIA,DIF ESTATAL LOCALIDAD - TLAXCALA,1,0,1
07/10/2025,VERACRUZ,EL SALVADOR,OTRO,8,8,8
08/10/2025,CHIAPAS,GUATEMALA,OTRO,3,3,3
08/10/2025,CHIAPAS,HAITÍ,OTRO,2,2,2
08/10/2025,CHIAPAS,HAITÍ,"CAS FRONTERA HIDALGO, CHIAPAS",1,1,1
08/10/2025,CHIHUAHUA,GUATEMALA,OTRO,1,0,1
08/10/2025,TABASCO,GUATEMALA,OTRO,2,2,2
08/10/2025,TABASCO,ISLAS VÍRGENES DE ESTADOS UNIDOS,OTRO,5,5,5
08/10/2025,VERACRUZ,GUATEMALA,OTRO,1,1,1
09/10/2025,CHIAPAS,CUBA,OTRO,1,1,1
09/10/2025,CHIAPAS,HAITÍ,OTRO,1,1,1
09/10/2025,CHIAPAS,HONDURAS,OTRO,7,7,7
09/10/2025,CHIAPAS,HONDURAS,"ALBERGUE TONALA, CHIAPAS",1,1,1
09/10/2025,TABASCO,GUATEMALA,OTRO,1,1,1
09/10/2025,TAMAULIPAS,GUATEMALA,DIF CAMEF (CENTRO DE ATENCIÓN A MENORES FRONTERIZOS) NUEVO LAREDO,1,0,1
10/10/2025,CHIAPAS,CUBA,OTRO,2,2,2
10/10/2025,CHIAPAS,CUBA,"ALBERGUE PIJIJIAPAN, CHIAPAS",4,4,4
10/10/2025,CHIAPAS,HONDURAS,OTRO,2,2,2
10/10/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE PIJIJIAPAN, CHIAPAS",2,2,2
10/10/2025,CIUDAD DE MÉXICO,CUBA,OTRO,2,2,2
11/10/2025,CHIAPAS,CUBA,OTRO,3,3,3
11/10/2025,CHIAPAS,HAITÍ,OTRO,5,5,5
11/10/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
12/10/2025,CHIAPAS,BRASIL,"ALBERGUE PIJIJIAPAN, CHIAPAS",3,3,3
12/10/2025,CHIAPAS,COLOMBIA,"ALBERGUE PIJIJIAPAN, CHIAPAS",2,2,2
12/10/2025,CHIAPAS,CUBA,"ALBERGUE PIJIJIAPAN, CHIAPAS",2,2,2
12/10/2025,CHIAPAS,GUATEMALA,OTRO,2,2,2
12/10/2025,CHIAPAS,GUATEMALA,OTRO,3,2,3
12/10/2025,CHIAPAS,HAITÍ,OTRO,1,1,1
12/10/2025,CHIAPAS,HAITÍ,OTRO,2,2,2
12/10/2025,CHIAPAS,HONDURAS,"ALBERGUE PIJIJIAPAN, CHIAPAS",1,1,1
12/10/2025,CHIAPAS,PERÚ,"ALBERGUE PIJIJIAPAN, CHIAPAS",3,3,3
12/10/2025,TABASCO,CUBA,OTRO,1,1,1
12/10/2025,TABASCO,HAITÍ,OTRO,1,1,1
12/10/2025,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
13/10/2025,CHIAPAS,ECUADOR,OTRO,2,2,2
13/10/2025,CHIAPAS,EL SALVADOR,OTRO,2,2,2
13/10/2025,CHIAPAS,GUATEMALA,OTRO,7,7,7
13/10/2025,CHIAPAS,HAITÍ,OTRO,2,2,2
13/10/2025,CHIAPAS,HONDURAS,OTRO,8,7,8
13/10/2025,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",4,4,4
13/10/2025,CIUDAD DE MÉXICO,HONDURAS,OTRO,2,2,2
13/10/2025,QUERÉTARO,HONDURAS,OTRO,1,0,1
13/10/2025,SONORA,GUATEMALA,OTRO,1,1,1
13/10/2025,TABASCO,CUBA,OTRO,3,3,3
13/10/2025,VERACRUZ,EL SALVADOR,DIF ESTATAL LOCALIDAD - XALAPA,1,1,1
13/10/2025,VERACRUZ,GUATEMALA,OTRO,7,0,7
13/10/2025,VERACRUZ,GUATEMALA,OTRO,9,9,9
14/10/2025,COAHUILA,HONDURAS,"ALBERGUE TRANSITORIO PARA MENORES MIGRANTES ""CAMINO A CASA"" DIF ESTATAL - MUNICIPAL PIEDRAS NEGRAS",1,0,1
14/10/2025,CHIAPAS,COLOMBIA,OTRO,3,3,3
