DIA,O.R.,NACIONALIDAD,ESTACIÓN O ESTANCIA MIGRATORIA,PRESENTADOS
14/04/2025,Sonora,Nicaragua,Estación Migratoria Hermosillo,1
14/04/2025,Sonora,República Bolivariana de Venezuela,Estación Migratoria Hermosillo,1
14/04/2025,Tabasco,Angola,Estación Migratoria Villahermosa,3
14/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,3
14/04/2025,Tabasco,Federación De Rusia,Estación Migratoria Villahermosa,1
14/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,12
14/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,11
14/04/2025,Tabasco,Kirguistán,Estación Migratoria Villahermosa,2
14/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,13
14/04/2025,Tabasco,República Democrática del Congo,Estación Migratoria Villahermosa,2
14/04/2025,Tabasco,Senegal,Estación Migratoria Villahermosa,1
14/04/2025,Tabasco,Tayikistán,Estación Migratoria Villahermosa,2
14/04/2025,Veracruz,Guatemala,Estación Migratoria Acayucan,25
14/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,2
15/04/2025,Aguascalientes,Estados Unidos de América,Estación Migratoria Aguascalientes,1
15/04/2025,Baja California,Estados Unidos de América,Estación Migratoria Tijuana,2
15/04/2025,Baja California,Haití,Estación Migratoria Tijuana,1
15/04/2025,Campeche,República Dominicana,Oficina de Representación en Campeche,1
15/04/2025,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,1
15/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,8
15/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,2
15/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,2
15/04/2025,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,1
15/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,4
15/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,6
15/04/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,4
15/04/2025,Chiapas,Nicaragua,Estación Migratoria Tapachula,2
15/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,7
15/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
15/04/2025,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,5
15/04/2025,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,2
15/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,2
15/04/2025,Nuevo León,Colombia,Estancia Provisional Monterrey,1
15/04/2025,Nuevo León,Guatemala,Estancia Provisional Monterrey,2
15/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,2
15/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,3
15/04/2025,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,1
15/04/2025,Oaxaca,República Bolivariana de Venezuela,Estancia Provisional La Ventosa,2
15/04/2025,Puebla,Honduras,Estación Migratoria Puebla,3
15/04/2025,Quintana Roo,Azerbaiyán,Estación Migratoria Cancún,1
15/04/2025,Quintana Roo,Uzbekistán,Estación Migratoria Cancún,1
15/04/2025,Tabasco,Eritrea,Estación Migratoria Villahermosa,4
15/04/2025,Tabasco,Haití,Estación Migratoria Villahermosa,1
15/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,2
15/04/2025,Tabasco,República Federal Democrática de Nepal,Estación Migratoria Villahermosa,4
15/04/2025,Veracruz,Brasil,Estación Migratoria Acayucan,1
15/04/2025,Veracruz,Cuba,Estación Migratoria Acayucan,1
15/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,3
15/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,6
16/04/2025,Baja California,República Bolivariana de Venezuela,Estación Migratoria Tijuana,1
16/04/2025,Campeche,Cuba,Representación Local Escárcega,1
16/04/2025,Campeche,Guatemala,Representación Local Escárcega,3
16/04/2025,Campeche,Honduras,Representación Local Escárcega,3
16/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,9
16/04/2025,Chiapas,El Salvador,Estación Migratoria Palenque,2
16/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,13
16/04/2025,Chiapas,Honduras,Estación Migratoria Palenque,1
16/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,4
16/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,7
16/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,8
16/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
16/04/2025,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
16/04/2025,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,1
16/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,2
16/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,5
16/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,6
16/04/2025,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,1
16/04/2025,Oaxaca,República Bolivariana de Venezuela,Representación Local Huatulco,1
16/04/2025,Puebla,Colombia,Estación Migratoria Puebla,1
16/04/2025,Sonora,China,Estación Migratoria Hermosillo,1
16/04/2025,Sonora,Ecuador,Estación Migratoria Hermosillo,1
16/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,1
16/04/2025,Sonora,Haití,Estación Migratoria Hermosillo,1
16/04/2025,Sonora,Honduras,Estación Migratoria Hermosillo,1
16/04/2025,Sonora,República Bolivariana de Venezuela,Estación Migratoria Hermosillo,3
16/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,4
16/04/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,1
16/04/2025,Tabasco,Estado Plurinacional de Bolivia,Estación Migratoria Villahermosa,1
16/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,3
16/04/2025,Tabasco,Haití,Estación Migratoria Villahermosa,1
16/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,6
16/04/2025,Tabasco,Nicaragua,Estación Migratoria Villahermosa,1
16/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,1
16/04/2025,Tabasco,Somalia,Estación Migratoria Villahermosa,3
16/04/2025,Veracruz,Guatemala,Estación Migratoria Acayucan,1
16/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,1
17/04/2025,Baja California,República Bolivariana de Venezuela,Estación Migratoria Tijuana,1
17/04/2025,Campeche,Guatemala,Representación Local Escárcega,3
17/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,15
17/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,1
17/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,1
17/04/2025,Chiapas,Haití,Estación Migratoria Tuxtla Gutiérrez,2
17/04/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,1
17/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,2
17/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,4
17/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
17/04/2025,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
17/04/2025,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,1
17/04/2025,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,3
17/04/2025,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,9
17/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,2
17/04/2025,Nuevo León,El Salvador,Estancia Provisional Monterrey,3
17/04/2025,Nuevo León,Estados Unidos de América,Estancia Provisional Monterrey,1
17/04/2025,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
17/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,2
17/04/2025,Nuevo León,Nicaragua,Estancia Provisional Monterrey,2
17/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,1
17/04/2025,Oaxaca,Guatemala,Estancia Provisional La Ventosa,1
17/04/2025,Puebla,Colombia,Estación Migratoria Puebla,1
17/04/2025,Sonora,Afganistán,Estación Migratoria Hermosillo,1
17/04/2025,Sonora,China,Estación Migratoria Hermosillo,1
17/04/2025,Sonora,Colombia,Estación Migratoria Hermosillo,1
17/04/2025,Sonora,El Salvador,Estación Migratoria Hermosillo,1
17/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,3
17/04/2025,Sonora,Honduras,Estación Migratoria Hermosillo,1
17/04/2025,Sonora,República Bolivariana de Venezuela,Estación Migratoria Hermosillo,1
17/04/2025,Sonora,Uruguay,Estación Migratoria Hermosillo,1
17/04/2025,Tabasco,China,Estación Migratoria Villahermosa,1
17/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,2
17/04/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,9
17/04/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,1
17/04/2025,Tabasco,Francia,Estación Migratoria Villahermosa,1
17/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,22
17/04/2025,Tabasco,Haití,Estación Migratoria Villahermosa,2
17/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,11
17/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,20
17/04/2025,Tabasco,Uzbekistán,Estación Migratoria Villahermosa,1
17/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,3
17/04/2025,Zacatecas,Guatemala,Estación Migratoria Zacatecas,5
17/04/2025,Zacatecas,Honduras,Estación Migratoria Zacatecas,1
18/04/2025,Campeche,Cuba,Oficina de Representación en Campeche,1
18/04/2025,Chiapas,Angola,Estación Migratoria Tapachula,1
18/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,7
18/04/2025,Chiapas,Ecuador,Estación Migratoria Tapachula,1
18/04/2025,Chiapas,Guatemala,Estación Migratoria Palenque,1
18/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,3
18/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,7
18/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,3
18/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,2
18/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,5
18/04/2025,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,1
18/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,1
18/04/2025,Oaxaca,Honduras,Representación Local Huatulco,2
18/04/2025,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,2
18/04/2025,San Luis Potosí,Japón,Estación Migratoria San Luis Potosí,1
18/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,1
18/04/2025,Tabasco,Alemania,Estación Migratoria Villahermosa,2
18/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,2
18/04/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,11
18/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,5
18/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,5
18/04/2025,Tabasco,Países Bajos ,Estación Migratoria Villahermosa,1
18/04/2025,Tabasco,Perú,Estación Migratoria Villahermosa,1
18/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,10
18/04/2025,Veracruz,Cuba,Estación Migratoria Acayucan,5
18/04/2025,Veracruz,Guatemala,Estación Migratoria Acayucan,24
18/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,3
18/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,2
18/04/2025,Veracruz,Vietnam,Estación Migratoria Acayucan,1
19/04/2025,Campeche,Cuba,Representación Local Escárcega,2
19/04/2025,Chiapas,Brasil,Estación Migratoria Tapachula,1
19/04/2025,Chiapas,China,Estación Migratoria Tapachula,2
19/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,1
19/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,10
19/04/2025,Chiapas,Guatemala,Estación Migratoria Palenque,1
19/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,2
19/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,1
19/04/2025,Chiapas,Honduras,Estación Migratoria Palenque,3
19/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,2
19/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,1
19/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,6
19/04/2025,Nuevo León,Colombia,Estancia Provisional Monterrey,2
19/04/2025,Nuevo León,El Salvador,Estancia Provisional Monterrey,1
19/04/2025,Nuevo León,Estados Unidos de América,Estancia Provisional Monterrey,1
19/04/2025,Nuevo León,India,Estancia Provisional Monterrey,1
19/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,2
19/04/2025,Oaxaca,Haití,Estación Migratoria Oaxaca,1
19/04/2025,Sonora,China,Estación Migratoria Hermosillo,1
19/04/2025,Sonora,Colombia,Estación Migratoria Hermosillo,1
19/04/2025,Sonora,Cuba,Estación Migratoria Hermosillo,1
19/04/2025,Sonora,El Salvador,Estación Migratoria Hermosillo,2
19/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,1
19/04/2025,Sonora,Perú,Estación Migratoria Hermosillo,1
19/04/2025,Sonora,República Bolivariana de Venezuela,Estación Migratoria Hermosillo,1
19/04/2025,Sonora,Togo,Estación Migratoria Hermosillo,2
19/04/2025,Tabasco,Brasil,Estación Migratoria Villahermosa,3
19/04/2025,Tabasco,China,Estación Migratoria Villahermosa,3
19/04/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,1
19/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,3
19/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,7
19/04/2025,Tabasco,Nicaragua,Estación Migratoria Villahermosa,1
19/04/2025,Veracruz,Guatemala,Estación Migratoria Acayucan,1
19/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,3
19/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,1
20/04/2025,Baja California,Colombia,Estación Migratoria Tijuana,1
20/04/2025,Chiapas,China,Estación Migratoria Tapachula,1
20/04/2025,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,2
20/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,6
20/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,1
20/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,2
20/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,2
20/04/2025,Chiapas,Haití,Estación Migratoria Tuxtla Gutiérrez,3
20/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,4
20/04/2025,Chiapas,Nicaragua,Estación Migratoria Tapachula,1
20/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,1
20/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,6
20/04/2025,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,1
20/04/2025,Nuevo León,Azerbaiyán,Estancia Provisional Monterrey,1
20/04/2025,Nuevo León,Colombia,Estancia Provisional Monterrey,4
20/04/2025,Nuevo León,El Salvador,Estancia Provisional Monterrey,1
20/04/2025,Nuevo León,Estados Unidos de América,Estancia Provisional Monterrey,1
20/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,3
20/04/2025,Nuevo León,Marruecos,Estancia Provisional Monterrey,1
20/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,6
20/04/2025,Oaxaca,Honduras,Estancia Provisional La Ventosa,1
20/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,1
20/04/2025,Sonora,Honduras,Estación Migratoria Hermosillo,1
20/04/2025,Tabasco,Afganistán,Estación Migratoria Villahermosa,1
20/04/2025,Tabasco,China,Estación Migratoria Villahermosa,2
20/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,2
20/04/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,1
20/04/2025,Tabasco,Ecuador,Estación Migratoria Villahermosa,1
20/04/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,4
20/04/2025,Tabasco,Eritrea,Estación Migratoria Villahermosa,2
20/04/2025,Tabasco,Estados Unidos de América,Estación Migratoria Villahermosa,1
20/04/2025,Tabasco,Gambia,Estación Migratoria Villahermosa,1
20/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,8
20/04/2025,Tabasco,Haití,Estación Migratoria Villahermosa,1
20/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,4
20/04/2025,Tabasco,Nicaragua,Estación Migratoria Villahermosa,3
20/04/2025,Tabasco,Perú,Estación Migratoria Villahermosa,2
20/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,5
20/04/2025,Tabasco,Uruguay,Estación Migratoria Villahermosa,1
20/04/2025,Veracruz,Ecuador,Estación Migratoria Acayucan,1
20/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,2
21/04/2025,Campeche,China,Representación Local Escárcega,4
21/04/2025,Campeche,Colombia,Oficina de Representación en Campeche,1
21/04/2025,Campeche,Cuba,Representación Local Escárcega,2
21/04/2025,Campeche,Turquía,Representación Local Escárcega,2
21/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,1
21/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,6
21/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,2
21/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,15
21/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,7
21/04/2025,Chiapas,Honduras,Estación Migratoria Palenque,1
21/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,12
21/04/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,1
21/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,7
21/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,2
21/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
21/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,2
21/04/2025,Nuevo León,Argentina,Estancia Provisional Monterrey,1
21/04/2025,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
21/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,1
21/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,3
21/04/2025,Oaxaca,República Bolivariana de Venezuela,Estancia Provisional La Ventosa,1
21/04/2025,Puebla,Guatemala,Estación Migratoria Puebla,1
21/04/2025,Puebla,Honduras,Estación Migratoria Puebla,1
21/04/2025,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,2
21/04/2025,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,3
21/04/2025,San Luis Potosí,Francia,Estación Migratoria San Luis Potosí,1
21/04/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,1
21/04/2025,Sonora,El Salvador,Estación Migratoria Hermosillo,1
21/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,3
