DIA,ESTADO / O.R.,NACIONALIDAD,Motivo de Estancia,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
02/10/2024,JALISCO,Colombia,Equiparado, 5 , - , 5 , - , - , - , - , - 
02/10/2024,JALISCO,Colombia,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
02/10/2024,JALISCO,Colombia,Renovación, 2 , - , 2 , - , - , - , - , - 
02/10/2024,JALISCO,Colombia,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
02/10/2024,JALISCO,Cuba,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,Cuba,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,Cuba,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,JALISCO,Ecuador,Canje, 2 , - , 2 , - , - , - , - , - 
02/10/2024,JALISCO,Ecuador,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,JALISCO,El Salvador,Razones Humanitarias, 1 , - , - , - , 1 , - , - , - 
02/10/2024,JALISCO,España,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
02/10/2024,JALISCO,Estados Unidos de América,Canje, 3 , 3 , - , - , - , - , - , - 
02/10/2024,JALISCO,Estados Unidos de América,Empleo, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,Estados Unidos de América,Equiparado, 2 , - , 2 , - , - , - , - , - 
02/10/2024,JALISCO,Estados Unidos de América,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
02/10/2024,JALISCO,Estados Unidos de América,Renovación, 11 , - , 11 , - , - , - , - , - 
02/10/2024,JALISCO,Estados Unidos de América,Reposición, 3 , 2 , 1 , - , - , - , - , - 
02/10/2024,JALISCO,Estados Unidos de América,Unidad Familiar, 4 , 3 , 1 , - , - , - , - , - 
02/10/2024,JALISCO,Federación De Rusia,Renovación, 3 , - , 3 , - , - , - , - , - 
02/10/2024,JALISCO,Federación De Rusia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,JALISCO,Filipinas,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,Haití,Razones Humanitarias, 1 , - , - , - , 1 , - , - , - 
02/10/2024,JALISCO,Haití,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,JALISCO,Honduras,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,JALISCO,India,Canje, 3 , - , 3 , - , - , - , - , - 
02/10/2024,JALISCO,India,Renovación, 1 , 1 , - , - , - , - , - , - 
02/10/2024,JALISCO,Perú,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,JALISCO,Perú,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,Puerto Rico,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,Región Administrativa Especial Hong Kong,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,República Bolivariana de Venezuela,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,República Bolivariana de Venezuela,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,JALISCO,República Bolivariana de Venezuela,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
02/10/2024,JALISCO,Turquía,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,MICHOACAN,Argentina,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,MICHOACAN,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,MICHOACAN,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,MICHOACAN,Cuba,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,MORELOS,Chile,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,MORELOS,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,MORELOS,Colombia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,MORELOS,Cuba,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,MORELOS,Cuba,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,MORELOS,España,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,MORELOS,Jordania,Empleo, 1 , - , 1 , - , - , - , - , - 
02/10/2024,NAYARIT,Canadá,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,NAYARIT,Canadá,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
02/10/2024,NAYARIT,Canadá,Renovación, 4 , - , 4 , - , - , - , - , - 
02/10/2024,NAYARIT,Ecuador,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,NAYARIT,Estados Unidos de América,Canje, 1 , 1 , - , - , - , - , - , - 
02/10/2024,NAYARIT,Estados Unidos de América,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,NAYARIT,Estados Unidos de América,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
02/10/2024,NAYARIT,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,NAYARIT,Estados Unidos de América,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,NAYARIT,República Bolivariana de Venezuela,Empleo, 2 , - , 2 , - , - , - , - , - 
02/10/2024,NAYARIT,Uruguay,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,OAXACA,Alemania,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,OAXACA,Canadá,Equiparado, 2 , - , 2 , - , - , - , - , - 
02/10/2024,OAXACA,Chile,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,OAXACA,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,OAXACA,Colombia,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
02/10/2024,OAXACA,Cuba,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,OAXACA,Estados Unidos de América,Canje, 2 , - , 2 , - , - , - , - , - 
02/10/2024,OAXACA,Estados Unidos de América,Renovación, 3 , - , 3 , - , - , - , - , - 
02/10/2024,OAXACA,Estados Unidos de América,Reposición, 2 , - , 2 , - , - , - , - , - 
02/10/2024,OAXACA,Reino Unido de Gran Bretaña e Irlanda del Norte,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,Alemania,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,Argentina,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,Argentina,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,PUEBLA,Brasil,Reposición, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,China,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,Colombia,Canje, 2 , - , 2 , - , - , - , - , - 
02/10/2024,PUEBLA,Colombia,Equiparado, 2 , - , 2 , - , - , - , - , - 
02/10/2024,PUEBLA,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,PUEBLA,Colombia,Unidad Familiar, 4 , 2 , 2 , - , - , - , - , - 
02/10/2024,PUEBLA,Cuba,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,Ecuador,Renovación, 2 , - , 2 , - , - , - , - , - 
02/10/2024,PUEBLA,Estados Unidos de América,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,Estados Unidos de América,Renovación, 3 , - , 3 , - , - , - , - , - 
02/10/2024,PUEBLA,Francia,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,Francia,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,PUEBLA,Francia,Renovación, 2 , - , 2 , - , - , - , - , - 
02/10/2024,PUEBLA,Honduras,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,Italia,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,PUEBLA,Panamá,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,PUEBLA,República Bolivariana de Venezuela,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,República Bolivariana de Venezuela,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,PUEBLA,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUERETARO,Colombia,Canje, 2 , - , 2 , - , - , - , - , - 
02/10/2024,QUERETARO,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,Costa Rica,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,España,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,QUERETARO,Estados Unidos de América,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,Estados Unidos de América,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,Francia,Canje, 2 , - , 2 , - , - , - , - , - 
02/10/2024,QUERETARO,India,Canje, 6 , - , 6 , - , - , - , - , - 
02/10/2024,QUERETARO,Japón,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,Japón,Reposición, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,Perú,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,República Bolivariana de Venezuela,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
02/10/2024,QUERETARO,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUERETARO,República de Corea,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,República de Corea,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUERETARO,República Dominicana,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUERETARO,República Dominicana,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUERETARO,Suiza,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUERETARO,Taiwan (Provincia de China),Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Alemania,Canje, 3 , - , 3 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Alemania,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Argentina,Equiparado, 3 , - , 3 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Argentina,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Argentina,Renovación, 2 , - , 2 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Argentina,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Australia,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Austria,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Austria,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Belice,Turismo, 36 , - , - , - , - , - , 36 , - 
02/10/2024,QUINTANA ROO,Brasil,Equiparado, 2 , - , 2 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Brasil,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Canadá,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Canadá,Jubilación o Pensión, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Canadá,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,China,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,China,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Colombia,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Colombia,Empleo, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Colombia,Equiparado, 2 , - , 2 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Colombia,Unidad Familiar, 4 , 3 , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Costa Rica,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Cuba,Canje, 6 , - , 6 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Cuba,Renovación, 3 , - , 3 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Cuba,Unidad Familiar, 16 , 12 , 4 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Ecuador,Empleo, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,España,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,España,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Estado Plurinacional de Bolivia,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Estados Unidos de América,Canje, 5 , 3 , 2 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Estados Unidos de América,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Estados Unidos de América,Renovación, 3 , - , 3 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Estados Unidos de América,Reposición, 2 , 2 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Federación De Rusia,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,QUINTANA ROO,Francia,Canje, 3 , - , 3 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Francia,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Francia,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Guatemala,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Guatemala,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Haití,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Honduras,Renovación, 2 , - , 2 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Italia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Italia,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Jamaica,Renovación, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Jamaica,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Países Bajos,Canje, 4 , - , 4 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Países Bajos,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Panamá,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Perú,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Reino Unido de Gran Bretaña e Irlanda del Norte,Empleo, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Reino Unido de Gran Bretaña e Irlanda del Norte,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,República Bolivariana de Venezuela,Renovación, 2 , - , 2 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,República Dominicana,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,República Dominicana,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,QUINTANA ROO,Trinidad y Tobago,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,QUINTANA ROO,Uruguay,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,Alemania,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,Colombia,Unidad Familiar, 4 , 4 , - , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,España,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,Haití,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,Italia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,Perú,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,Portugal,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,República Árabe de Siria,Canje, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,República Bolivariana de Venezuela,Canje, 3 , 2 , 1 , - , - , - , - , - 
02/10/2024,SAN LUIS POTOSI,República de Corea,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SINALOA,Chile,Empleo, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SINALOA,Chile,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SINALOA,China,Canje, 2 , 1 , 1 , - , - , - , - , - 
02/10/2024,SINALOA,China,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SINALOA,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SINALOA,Ecuador,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SINALOA,Estados Unidos de América,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SONORA,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SONORA,Cuba,Empleo, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SONORA,Cuba,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SONORA,Estados Unidos de América,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,SONORA,Estados Unidos de América,Renovación, 4 , - , 4 , - , - , - , - , - 
02/10/2024,SONORA,Honduras,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,SONORA,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TABASCO,China,Canje, 2 , - , 2 , - , - , - , - , - 
02/10/2024,TABASCO,Colombia,Renovación, 2 , - , 2 , - , - , - , - , - 
02/10/2024,TABASCO,Colombia,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TABASCO,Colombia,Unidad Familiar, 3 , 3 , - , - , - , - , - , - 
02/10/2024,TABASCO,Cuba,Canje, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TABASCO,El Salvador,Razones Humanitarias, 2 , 2 , - , - , - , - , - , - 
02/10/2024,TABASCO,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,TABASCO,Guatemala,Empleo, 6 , - , - , - , - , - , - , 6 
02/10/2024,TABASCO,Guatemala,Turismo, 6 , - , - , - , - , - , 6 , - 
02/10/2024,TABASCO,Honduras,Razones Humanitarias, 6 , 6 , - , - , - , - , - , - 
02/10/2024,TABASCO,Honduras,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TABASCO,Italia,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,TABASCO,Nicaragua,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TABASCO,Perú,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,TABASCO,Perú,Renovación, 2 , - , 2 , - , - , - , - , - 
02/10/2024,TABASCO,República Bolivariana de Venezuela,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,TABASCO,República Bolivariana de Venezuela,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,TAMAULIPAS,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,TAMAULIPAS,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,TAMAULIPAS,Filipinas,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,TAMAULIPAS,Guatemala,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TAMAULIPAS,Honduras,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TAMAULIPAS,Honduras,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TAMAULIPAS,Nicaragua,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TAMAULIPAS,Panamá,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,TLAXCALA,Bélgica,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,VERACRUZ,Alemania,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,VERACRUZ,Argentina,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,VERACRUZ,Argentina,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,VERACRUZ,Brasil,Estudio, 1 , - , - , 1 , - , - , - , - 
02/10/2024,VERACRUZ,China,Unidad Familiar, 3 , 3 , - , - , - , - , - , - 
02/10/2024,VERACRUZ,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,VERACRUZ,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,VERACRUZ,Colombia,Unidad Familiar, 3 , 1 , 2 , - , - , - , - , - 
02/10/2024,VERACRUZ,El Salvador,Reposición, 1 , 1 , - , - , - , - , - , - 
02/10/2024,VERACRUZ,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,VERACRUZ,Estados Unidos de América,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,VERACRUZ,Guatemala,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,YUCATAN,Argentina,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,Canadá,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
02/10/2024,YUCATAN,Canadá,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
02/10/2024,YUCATAN,China,Canje, 1 , - , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,Colombia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,Cuba,Canje, 1 , 1 , - , - , - , - , - , - 
02/10/2024,YUCATAN,Cuba,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,Cuba,Unidad Familiar, 3 , 2 , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,El Salvador,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,Estados Unidos de América,Equiparado, 1 , - , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,Estados Unidos de América,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
02/10/2024,YUCATAN,Estados Unidos de América,Renovación, 1 , - , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,Nicaragua,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
02/10/2024,YUCATAN,República Bolivariana de Venezuela,Razones Humanitarias, 2 , 2 , - , - , - , - , - , - 
02/10/2024,YUCATAN,República Bolivariana de Venezuela,Renovación, 3 , 3 , - , - , - , - , - , - 
03/10/2024,AGUASCALIENTES,Alemania,Equiparado, 1 , - , 1 , - , - , - , - , - 
03/10/2024,AGUASCALIENTES,Cuba,Reposición, 1 , - , 1 , - , - , - , - , - 
03/10/2024,AGUASCALIENTES,España,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
03/10/2024,AGUASCALIENTES,Japón,Canje, 3 , - , 3 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Argentina,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Canadá,Equiparado, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,China,Canje, 2 , - , 2 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,China,Empleo, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,China,Equiparado, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,China,Reposición, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Colombia,Reposición, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Colombia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Cuba,Canje, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,El Salvador,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,El Salvador,Razones Humanitarias, 2 , 2 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,El Salvador,Renovación, 2 , 2 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Estados Unidos de América,Equiparado, 4 , - , 4 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Estados Unidos de América,Reposición, 2 , 2 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Estados Unidos de América,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Filipinas,Canje, 3 , - , 3 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Guatemala,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Haití,Canje, 4 , 3 , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Haití,Reposición, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Haití,Unidad Familiar, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Honduras,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Honduras,Reposición, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Italia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Japón,Canje, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,Japón,Renovación, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA,República de Corea,Canje, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA SUR,Canadá,Equiparado, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA SUR,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA SUR,Canadá,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA SUR,China,Jubilación o Pensión, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA SUR,Estados Unidos de América,Equiparado, 3 , - , 3 , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA SUR,Estados Unidos de América,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
03/10/2024,BAJA CALIFORNIA SUR,Italia,Renovación, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CAMPECHE,Brasil,Renovación, 1 , - , 1 , - , - , - , - , - 
