DIA,ESTADO / O.R.,NACIONALIDAD,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
18/06/2025,ZACATECAS,Brasil, 1 , - , 1 , - , - , - , - , - 
18/06/2025,ZACATECAS,Panamá, 1 , - , 1 , - , - , - , - , - 
19/06/2025,AGUASCALIENTES,China, 3 , - , 3 , - , - , - , - , - 
19/06/2025,AGUASCALIENTES,Colombia, 4 , 2 , 2 , - , - , - , - , - 
19/06/2025,AGUASCALIENTES,India, 6 , 1 , 5 , - , - , - , - , - 
19/06/2025,AGUASCALIENTES,Japón, 1 , - , 1 , - , - , - , - , - 
19/06/2025,AGUASCALIENTES,República Dominicana, 1 , 1 , - , - , - , - , - , - 
19/06/2025,AGUASCALIENTES,Uruguay, 1 , - , 1 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,Chile, 1 , 1 , - , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,China, 8 , 3 , 5 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,Colombia, 2 , - , 2 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,Cuba, 1 , 1 , - , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,El Salvador, 4 , 4 , - , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,Estados Unidos de América, 11 , 4 , 7 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,Federación De Rusia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,Haití, 5 , 2 , 3 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,Honduras, 1 , 1 , - , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA,República de Corea, 2 , - , 2 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA SUR,Alemania, 1 , - , 1 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA SUR,Argentina, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA SUR,Canadá, 4 , - , 4 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA SUR,Colombia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA SUR,Cuba, 5 , - , 3 , - , 2 , - , - , - 
19/06/2025,BAJA CALIFORNIA SUR,España, 1 , - , 1 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA SUR,Estados Unidos de América, 27 , 17 , 10 , - , - , - , - , - 
19/06/2025,BAJA CALIFORNIA SUR,República Bolivariana de Venezuela, 3 , 3 , - , - , - , - , - , - 
19/06/2025,CAMPECHE,Cuba, 3 , - , 3 , - , - , - , - , - 
19/06/2025,CAMPECHE,Ecuador, 2 , - , 2 , - , - , - , - , - 
19/06/2025,CAMPECHE,Italia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,CAMPECHE,Pakistán, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CAMPECHE,República Bolivariana de Venezuela, 3 , 1 , 2 , - , - , - , - , - 
19/06/2025,CHIAPAS,Costa Rica, 1 , - , 1 , - , - , - , - , - 
19/06/2025,CHIAPAS,Cuba, 44 , 24 , - , - , 20 , - , - , - 
19/06/2025,CHIAPAS,El Salvador, 2 , 1 , - , - , 1 , - , - , - 
19/06/2025,CHIAPAS,Ghana, 1 , - , - , - , 1 , - , - , - 
19/06/2025,CHIAPAS,Guatemala, 165 , 8 , - , - , 6 , - , 151 , - 
19/06/2025,CHIAPAS,Haití, 2 , 2 , - , - , - , - , - , - 
19/06/2025,CHIAPAS,Honduras, 12 , 10 , - , - , - , - , 2 , - 
19/06/2025,CHIAPAS,Nicaragua, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CHIAPAS,República Bolivariana de Venezuela, 9 , 5 , - , - , 4 , - , - , - 
19/06/2025,CHIHUAHUA,Argentina, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CHIHUAHUA,Australia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,CHIHUAHUA,Estados Unidos de América, 3 , - , 3 , - , - , - , - , - 
19/06/2025,CHIHUAHUA,Filipinas, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CHIHUAHUA,India, 1 , - , 1 , - , - , - , - , - 
19/06/2025,CHIHUAHUA,Italia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CHIHUAHUA,República Bolivariana de Venezuela, 5 , 2 , 1 , - , 2 , - , - , - 
19/06/2025,CHIHUAHUA,Taiwan (Provincia de China), 2 , - , 2 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Alemania, 2 , - , 2 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Argentina, 9 , 3 , 5 , 1 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Austria, 1 , - , 1 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Azerbaiyán, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Brasil, 8 , 2 , 4 , 2 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Chile, 6 , - , 6 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,China, 15 , 1 , 13 , 1 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Colombia, 32 , 5 , 26 , 1 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Costa Rica, 3 , - , 3 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Cuba, 34 , 7 , 4 , 2 , 21 , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Ecuador, 2 , - , 2 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,El Salvador, 3 , 1 , 1 , 1 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,España, 10 , 2 , 8 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Estado Plurinacional de Bolivia, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Estados Unidos de América, 23 , 1 , 22 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Federación De Rusia, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Francia, 5 , 1 , 4 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Guatemala, 4 , 1 , 1 , 2 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Haití, 4 , 4 , - , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Honduras, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,India, 5 , 1 , 4 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Israel, 2 , - , 2 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Italia, 2 , - , 2 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Japón, 5 , 2 , 3 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Kenia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Nueva Zelandia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Pakistán, 5 , 1 , 1 , 3 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Perú, 7 , 1 , 5 , 1 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Portugal, 2 , 2 , - , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Puerto Rico, 1 , - , 1 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Región Administrativa Especial Hong Kong, 2 , - , 2 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,República Bolivariana de Venezuela, 14 , 10 , 4 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,República de Corea, 6 , 1 , 5 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,República Dominicana, 1 , 1 , - , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,República Islámica del Irán, 1 , - , - , 1 , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Taiwan (Provincia de China), 2 , - , 2 , - , - , - , - , - 
19/06/2025,CIUDAD DE MEXICO,Uruguay, 1 , - , 1 , - , - , - , - , - 
19/06/2025,COAHUILA,China, 2 , - , 2 , - , - , - , - , - 
19/06/2025,COAHUILA,Colombia, 1 , - , - , - , 1 , - , - , - 
19/06/2025,COAHUILA,Estados Unidos de América, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,COAHUILA,República Bolivariana de Venezuela, 1 , - , - , - , 1 , - , - , - 
19/06/2025,COLIMA,China, 3 , - , 3 , - , - , - , - , - 
19/06/2025,COLIMA,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
19/06/2025,DURANGO,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
19/06/2025,DURANGO,Vietnam, 2 , - , 2 , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Argentina, 4 , 3 , 1 , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Australia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Brasil, 2 , 2 , - , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Colombia, 7 , 2 , 5 , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Cuba, 20 , 10 , 2 , - , 8 , - , - , - 
19/06/2025,ESTADO DE MEXICO,Ecuador, 1 , - , 1 , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Egipto, 1 , - , 1 , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Guatemala, 2 , 2 , - , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Haití, 5 , 5 , - , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Perú, 1 , 1 , - , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
19/06/2025,ESTADO DE MEXICO,Turquía, 1 , 1 , - , - , - , - , - , - 
19/06/2025,GUANAJUATO,Alemania, 1 , 1 , - , - , - , - , - , - 
19/06/2025,GUANAJUATO,Argentina, 1 , 1 , - , - , - , - , - , - 
19/06/2025,GUANAJUATO,Ecuador, 1 , - , - , 1 , - , - , - , - 
19/06/2025,GUANAJUATO,Estados Unidos de América, 10 , 3 , 6 , 1 , - , - , - , - 
19/06/2025,GUANAJUATO,Honduras, 1 , - , 1 , - , - , - , - , - 
19/06/2025,GUANAJUATO,Japón, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,GUANAJUATO,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
19/06/2025,HIDALGO,Cuba, 3 , 3 , - , - , - , - , - , - 
19/06/2025,HIDALGO,El Salvador, 1 , 1 , - , - , - , - , - , - 
19/06/2025,JALISCO,Alemania, 1 , 1 , - , - , - , - , - , - 
19/06/2025,JALISCO,Argentina, 4 , 3 , 1 , - , - , - , - , - 
19/06/2025,JALISCO,Brasil, 2 , - , 2 , - , - , - , - , - 
19/06/2025,JALISCO,Canadá, 9 , 7 , 2 , - , - , - , - , - 
19/06/2025,JALISCO,Chile, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,JALISCO,China, 1 , - , 1 , - , - , - , - , - 
19/06/2025,JALISCO,Colombia, 5 , 1 , 4 , - , - , - , - , - 
19/06/2025,JALISCO,Costa Rica, 4 , - , 4 , - , - , - , - , - 
19/06/2025,JALISCO,Cuba, 1 , - , 1 , - , - , - , - , - 
19/06/2025,JALISCO,Ecuador, 1 , - , - , 1 , - , - , - , - 
19/06/2025,JALISCO,Estado Plurinacional de Bolivia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,JALISCO,Estados Unidos de América, 33 , 13 , 20 , - , - , - , - , - 
19/06/2025,JALISCO,Haití, 1 , - , 1 , - , - , - , - , - 
19/06/2025,JALISCO,Honduras, 1 , 1 , - , - , - , - , - , - 
19/06/2025,JALISCO,India, 6 , - , 6 , - , - , - , - , - 
19/06/2025,JALISCO,Italia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,JALISCO,Japón, 1 , 1 , - , - , - , - , - , - 
19/06/2025,JALISCO,Kenia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,JALISCO,Nicaragua, 1 , 1 , - , - , - , - , - , - 
19/06/2025,JALISCO,Palestina, 1 , 1 , - , - , - , - , - , - 
19/06/2025,JALISCO,Panamá, 1 , - , 1 , - , - , - , - , - 
19/06/2025,JALISCO,República Bolivariana de Venezuela, 2 , 2 , - , - , - , - , - , - 
19/06/2025,MICHOACAN,Colombia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,MICHOACAN,Cuba, 1 , - , 1 , - , - , - , - , - 
19/06/2025,MICHOACAN,Estados Unidos de América, 2 , 2 , - , - , - , - , - , - 
19/06/2025,MORELOS,Honduras, 1 , - , - , 1 , - , - , - , - 
19/06/2025,NAYARIT,Canadá, 1 , 1 , - , - , - , - , - , - 
19/06/2025,NAYARIT,China, 2 , - , 2 , - , - , - , - , - 
19/06/2025,NAYARIT,Estados Unidos de América, 4 , 1 , 3 , - , - , - , - , - 
19/06/2025,NAYARIT,Francia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NAYARIT,Kazajstan, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NAYARIT,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Argentina, 4 , - , 4 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Brasil, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,China, 6 , - , 6 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Colombia, 8 , 2 , 5 , 1 , - , - , - , - 
19/06/2025,NUEVO LEON,Côte D'Ivoire, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Cuba, 5 , 4 , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Estados Unidos de América, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Haití, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Indonesia, 3 , - , 3 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Japón, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Nicaragua, 3 , 1 , 1 , 1 , - , - , - , - 
19/06/2025,NUEVO LEON,Perú, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,Puerto Rico, 1 , - , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,República Bolivariana de Venezuela, 5 , 4 , 1 , - , - , - , - , - 
19/06/2025,NUEVO LEON,República de Corea, 13 , - , 13 , - , - , - , - , - 
19/06/2025,NUEVO LEON,República Islámica del Irán, 1 , - , 1 , - , - , - , - , - 
19/06/2025,OAXACA,Guatemala, 1 , 1 , - , - , - , - , - , - 
19/06/2025,OAXACA,Perú, 2 , - , 2 , - , - , - , - , - 
19/06/2025,PUEBLA,Alemania, 4 , - , 4 , - , - , - , - , - 
19/06/2025,PUEBLA,Canadá, 1 , - , 1 , - , - , - , - , - 
19/06/2025,PUEBLA,Colombia, 1 , - , - , 1 , - , - , - , - 
19/06/2025,PUEBLA,España, 1 , - , 1 , - , - , - , - , - 
19/06/2025,PUEBLA,Estados Unidos de América, 2 , - , 2 , - , - , - , - , - 
19/06/2025,PUEBLA,Federación De Rusia, 2 , - , 2 , - , - , - , - , - 
19/06/2025,PUEBLA,India, 3 , - , 3 , - , - , - , - , - 
19/06/2025,PUEBLA,Pakistán, 2 , 2 , - , - , - , - , - , - 
19/06/2025,PUEBLA,Perú, 1 , - , - , 1 , - , - , - , - 
19/06/2025,PUEBLA,Portugal, 1 , - , 1 , - , - , - , - , - 
19/06/2025,PUEBLA,República Bolivariana de Venezuela, 4 , 3 , 1 , - , - , - , - , - 
19/06/2025,QUERETARO,Argentina, 3 , 1 , 2 , - , - , - , - , - 
19/06/2025,QUERETARO,Brasil, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUERETARO,China, 2 , - , 2 , - , - , - , - , - 
19/06/2025,QUERETARO,Colombia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUERETARO,Cuba, 2 , - , 2 , - , - , - , - , - 
19/06/2025,QUERETARO,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
19/06/2025,QUERETARO,Guatemala, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUERETARO,Japón, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,QUERETARO,Panamá, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUERETARO,República Bolivariana de Venezuela, 5 , 5 , - , - , - , - , - , - 
19/06/2025,QUERETARO,República Dominicana, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Alemania, 1 , 1 , - , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Argentina, 10 , 5 , 5 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Belice, 27 , 1 , - , - , - , - , 26 , - 
19/06/2025,QUINTANA ROO,Canadá, 6 , 1 , 5 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Chile, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Colombia, 8 , 3 , 5 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Cuba, 22 , 9 , 13 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,España, 2 , - , 2 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Estados Unidos de América, 13 , 3 , 10 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Federación De Rusia, 2 , 2 , - , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Francia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Honduras, 1 , - , - , - , - , - , 1 , - 
19/06/2025,QUINTANA ROO,Israel, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Italia, 2 , 1 , 1 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Jamaica, 1 , 1 , - , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,República Dominicana, 1 , - , 1 , - , - , - , - , - 
19/06/2025,QUINTANA ROO,Ucrania, 1 , - , 1 , - , - , - , - , - 
19/06/2025,SAN LUIS POTOSI,Argentina, 1 , - , 1 , - , - , - , - , - 
19/06/2025,SAN LUIS POTOSI,Colombia, 3 , - , 3 , - , - , - , - , - 
19/06/2025,SAN LUIS POTOSI,Cuba, 2 , 1 , - , - , 1 , - , - , - 
19/06/2025,SAN LUIS POTOSI,España, 3 , - , 3 , - , - , - , - , - 
19/06/2025,SAN LUIS POTOSI,Federación De Rusia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,SAN LUIS POTOSI,Japón, 1 , - , 1 , - , - , - , - , - 
19/06/2025,SINALOA,Canadá, 1 , 1 , - , - , - , - , - , - 
19/06/2025,SINALOA,Colombia, 2 , 1 , - , 1 , - , - , - , - 
19/06/2025,SINALOA,Estados Unidos de América, 3 , - , 3 , - , - , - , - , - 
19/06/2025,SINALOA,República Bolivariana de Venezuela, 2 , 2 , - , - , - , - , - , - 
19/06/2025,SONORA,Estados Unidos de América, 7 , 3 , 4 , - , - , - , - , - 
19/06/2025,SONORA,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
19/06/2025,SONORA,República Dominicana, 1 , - , 1 , - , - , - , - , - 
19/06/2025,TABASCO,Alemania, 1 , - , 1 , - , - , - , - , - 
19/06/2025,TABASCO,Brasil, 1 , - , 1 , - , - , - , - , - 
19/06/2025,TABASCO,Colombia, 1 , - , 1 , - , - , - , - , - 
19/06/2025,TABASCO,Cuba, 1 , 1 , - , - , - , - , - , - 
19/06/2025,TABASCO,Egipto, 1 , - , 1 , - , - , - , - , - 
19/06/2025,TABASCO,Guatemala, 25 , - , - , - , - , - , 1 , 24 
19/06/2025,TABASCO,Honduras, 3 , 3 , - , - , - , - , - , - 
19/06/2025,TABASCO,República Bolivariana de Venezuela, 5 , 4 , 1 , - , - , - , - , - 
19/06/2025,TAMAULIPAS,Colombia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,TAMAULIPAS,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
19/06/2025,TAMAULIPAS,Guatemala, 2 , - , 2 , - , - , - , - , - 
19/06/2025,TAMAULIPAS,India, 1 , 1 , - , - , - , - , - , - 
19/06/2025,TLAXCALA,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
19/06/2025,VERACRUZ,Alemania, 1 , 1 , - , - , - , - , - , - 
19/06/2025,VERACRUZ,Argentina, 1 , - , 1 , - , - , - , - , - 
19/06/2025,VERACRUZ,Colombia, 3 , 1 , 2 , - , - , - , - , - 
19/06/2025,VERACRUZ,El Salvador, 1 , - , 1 , - , - , - , - , - 
19/06/2025,VERACRUZ,Honduras, 1 , 1 , - , - , - , - , - , - 
19/06/2025,VERACRUZ,República Bolivariana de Venezuela, 4 , 4 , - , - , - , - , - , - 
19/06/2025,YUCATAN,Argentina, 2 , - , 2 , - , - , - , - , - 
19/06/2025,YUCATAN,Belice, 1 , - , - , 1 , - , - , - , - 
19/06/2025,YUCATAN,Brasil, 1 , - , 1 , - , - , - , - , - 
19/06/2025,YUCATAN,Canadá, 3 , 1 , 2 , - , - , - , - , - 
19/06/2025,YUCATAN,Colombia, 1 , - , - , 1 , - , - , - , - 
19/06/2025,YUCATAN,Cuba, 5 , 4 , 1 , - , - , - , - , - 
19/06/2025,YUCATAN,El Salvador, 1 , - , - , 1 , - , - , - , - 
19/06/2025,YUCATAN,España, 3 , - , 3 , - , - , - , - , - 
19/06/2025,YUCATAN,Estados Unidos de América, 7 , 3 , 4 , - , - , - , - , - 
19/06/2025,YUCATAN,Guatemala, 2 , - , 2 , - , - , - , - , - 
19/06/2025,ZACATECAS,Colombia, 1 , 1 , - , - , - , - , - , - 
19/06/2025,ZACATECAS,Guatemala, 1 , - , 1 , - , - , - , - , - 
19/06/2025,ZACATECAS,Nicaragua, 1 , 1 , - , - , - , - , - , - 
20/06/2025,AGUASCALIENTES,Colombia, 1 , - , 1 , - , - , - , - , - 
20/06/2025,AGUASCALIENTES,España, 2 , - , 2 , - , - , - , - , - 
20/06/2025,AGUASCALIENTES,Japón, 1 , - , 1 , - , - , - , - , - 
20/06/2025,AGUASCALIENTES,Líbano, 1 , - , - , 1 , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,Brasil, 4 , - , 4 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,China, 3 , 2 , 1 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,Colombia, 5 , 1 , 3 , 1 , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,Costa Rica, 1 , - , 1 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,Cuba, 2 , - , - , - , 2 , - , - , - 
20/06/2025,BAJA CALIFORNIA,El Salvador, 2 , 2 , - , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,Estados Unidos de América, 4 , 2 , 2 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,Filipinas, 1 , - , 1 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,Haití, 9 , 4 , 5 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,Honduras, 3 , 3 , - , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA,República Dominicana, 1 , - , 1 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA SUR,Brasil, 1 , 1 , - , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA SUR,China, 4 , 4 , - , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA SUR,Estados Unidos de América, 18 , 11 , 7 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA SUR,Guatemala, 1 , - , 1 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA SUR,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , 1 , - , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA SUR,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
20/06/2025,BAJA CALIFORNIA SUR,República de Corea, 1 , - , 1 , - , - , - , - , - 
20/06/2025,CAMPECHE,Cuba, 3 , - , 2 , - , 1 , - , - , - 
20/06/2025,CAMPECHE,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
20/06/2025,CHIAPAS,Argentina, 1 , 1 , - , - , - , - , - , - 
20/06/2025,CHIAPAS,Brasil, 3 , 3 , - , - , - , - , - , - 
20/06/2025,CHIAPAS,Chile, 1 , 1 , - , - , - , - , - , - 
20/06/2025,CHIAPAS,China, 1 , - , 1 , - , - , - , - , - 
20/06/2025,CHIAPAS,Cuba, 38 , 19 , - , - , 19 , - , - , - 
20/06/2025,CHIAPAS,El Salvador, 4 , 3 , - , - , - , - , 1 , - 
20/06/2025,CHIAPAS,Ghana, 1 , - , - , - , 1 , - , - , - 
20/06/2025,CHIAPAS,Guatemala, 197 , 2 , - , - , - , - , 195 , - 
20/06/2025,CHIAPAS,Haití, 11 , 11 , - , - , - , - , - , - 
20/06/2025,CHIAPAS,Honduras, 30 , 30 , - , - , - , - , - , - 
20/06/2025,CHIAPAS,República Bolivariana de Venezuela, 13 , 12 , - , - , 1 , - , - , - 
20/06/2025,CHIHUAHUA,Alemania, 1 , 1 , - , - , - , - , - , - 
20/06/2025,CHIHUAHUA,Colombia, 2 , 1 , 1 , - , - , - , - , - 
20/06/2025,CHIHUAHUA,Cuba, 1 , - , 1 , - , - , - , - , - 
20/06/2025,CHIHUAHUA,Ecuador, 1 , - , 1 , - , - , - , - , - 
20/06/2025,CHIHUAHUA,Honduras, 3 , 3 , - , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Alemania, 2 , - , 2 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Argentina, 23 , 4 , 17 , 2 , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Austria, 1 , 1 , - , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Brasil, 6 , - , 5 , 1 , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Canadá, 4 , - , 4 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Chile, 10 , 3 , 7 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,China, 30 , 4 , 26 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Colombia, 39 , 7 , 30 , 1 , 1 , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Costa Rica, 1 , - , 1 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Cuba, 18 , 5 , 9 , 3 , 1 , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Ecuador, 4 , 1 , 3 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,España, 11 , 3 , 8 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Estados Unidos de América, 9 , 4 , 5 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Federación De Rusia, 3 , - , 3 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Francia, 4 , 1 , 3 , - , - , - , - , - 
20/06/2025,CIUDAD DE MEXICO,Guatemala, 1 , - , 1 , - , - , - , - , - 
