DIA,ESTADO / O.R.,NACIONALIDAD,EXTRANJEROS RECIBIDOS DE EE.UU.,ADULTOS,MENORES
02/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,24,18,6
02/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
02/10/2024,COAHUILA,CUBA,2,2,0
02/10/2024,COAHUILA,NICARAGUA,6,5,1
02/10/2024,SONORA,NICARAGUA,2,2,0
02/10/2024,TAMAULIPAS,NICARAGUA,7,7,0
03/10/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
04/10/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
04/10/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,24,18,6
04/10/2024,BAJA CALIFORNIA,CUBA,1,1,0
04/10/2024,CHIHUAHUA,NICARAGUA,4,2,2
04/10/2024,SONORA,NICARAGUA,1,1,0
05/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,14,11,3
05/10/2024,COAHUILA,CUBA,5,3,2
05/10/2024,COAHUILA,NICARAGUA,14,13,1
06/10/2024,BAJA CALIFORNIA,CUBA,1,1,0
07/10/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
07/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,8,8,0
07/10/2024,COAHUILA,CUBA,14,6,8
07/10/2024,TAMAULIPAS,CUBA,1,1,0
07/10/2024,COAHUILA,NICARAGUA,9,7,2
07/10/2024,TAMAULIPAS,NICARAGUA,2,2,0
09/10/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
09/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,1,1
09/10/2024,CHIHUAHUA,CUBA,11,7,4
09/10/2024,CHIHUAHUA,NICARAGUA,2,2,0
11/10/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
11/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
11/10/2024,SONORA,NICARAGUA,1,1,0
11/10/2024,TAMAULIPAS,NICARAGUA,1,1,0
14/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,4,0
14/10/2024,TAMAULIPAS,CUBA,3,3,0
14/10/2024,TAMAULIPAS,NICARAGUA,9,9,0
15/10/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
15/10/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,15,14,1
15/10/2024,CHIHUAHUA,CUBA,1,1,0
15/10/2024,CHIHUAHUA,NICARAGUA,14,14,0
16/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,18,17,1
16/10/2024,COAHUILA,CUBA,5,5,0
16/10/2024,COAHUILA,NICARAGUA,16,9,7
17/10/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
17/10/2024,SONORA,NICARAGUA,1,1,0
18/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,31,19,12
18/10/2024,COAHUILA,CUBA,2,2,0
18/10/2024,COAHUILA,NICARAGUA,6,5,1
20/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,26,14,12
20/10/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
20/10/2024,COAHUILA,CUBA,4,4,0
20/10/2024,COAHUILA,NICARAGUA,5,5,0
21/10/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
21/10/2024,BAJA CALIFORNIA,CUBA,1,1,0
21/10/2024,SONORA,NICARAGUA,1,1,0
21/10/2024,TAMAULIPAS,NICARAGUA,5,5,0
22/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,32,23,9
22/10/2024,COAHUILA,CUBA,2,2,0
22/10/2024,COAHUILA,NICARAGUA,4,4,0
22/10/2024,COAHUILA,COLOMBIA,1,1,0
23/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,23,16,7
23/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
23/10/2024,COAHUILA,CUBA,3,2,1
23/10/2024,COAHUILA,NICARAGUA,8,8,0
23/10/2024,TAMAULIPAS,NICARAGUA,3,3,0
24/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,40,22,18
24/10/2024,BAJA CALIFORNIA,CUBA,1,1,0
25/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
25/10/2024,TAMAULIPAS,NICARAGUA,6,6,0
28/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,34,19,15
28/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,7,7,0
28/10/2024,TAMAULIPAS,CUBA,1,1,0
28/10/2024,COAHUILA,NICARAGUA,2,1,1
28/10/2024,TAMAULIPAS,NICARAGUA,2,2,0
28/10/2024,TAMAULIPAS,HAITÍ,1,1,0
28/10/2024,COAHUILA,COLOMBIA,3,0,3
28/10/2024,COAHUILA,ECUADOR,1,0,1
29/10/2024,SONORA,NICARAGUA,1,1,0
30/10/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,7,7,0
30/10/2024,TAMAULIPAS,CUBA,1,1,0
31/10/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,28,12,16
31/10/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
31/10/2024,COAHUILA,CUBA,2,1,1
31/10/2024,SONORA,NICARAGUA,3,3,0
01/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,25,15,10
01/11/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
01/11/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
01/11/2024,COAHUILA,NICARAGUA,2,1,1
01/11/2024,TAMAULIPAS,NICARAGUA,3,3,0
02/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,6,6,0
02/11/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
02/11/2024,COAHUILA,CUBA,1,1,0
02/11/2024,COAHUILA,NICARAGUA,8,8,0
04/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,26,14,12
04/11/2024,COAHUILA,NICARAGUA,4,2,2
04/11/2024,SONORA,NICARAGUA,1,1,0
06/11/2024,SONORA,HONDURAS,1,1,0
06/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,38,18,20
06/11/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,36,26,10
06/11/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
06/11/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,11,11,0
06/11/2024,TAMAULIPAS,CUBA,3,3,0
06/11/2024,COAHUILA,NICARAGUA,2,1,1
06/11/2024,CHIHUAHUA,NICARAGUA,6,6,0
06/11/2024,SONORA,NICARAGUA,1,1,0
06/11/2024,TAMAULIPAS,NICARAGUA,10,10,0
07/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,33,15,18
07/11/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,32,21,11
07/11/2024,COAHUILA,CUBA,5,2,3
07/11/2024,COAHUILA,NICARAGUA,2,1,1
08/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,9,5,4
08/11/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
08/11/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
08/11/2024,COAHUILA,CUBA,5,2,3
08/11/2024,COAHUILA,NICARAGUA,12,6,6
08/11/2024,TAMAULIPAS,NICARAGUA,3,3,0
08/11/2024,COAHUILA,HAITÍ,1,1,0
09/11/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
11/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,17,8,9
11/11/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
11/11/2024,COAHUILA,CUBA,2,1,1
11/11/2024,COAHUILA,NICARAGUA,5,2,3
11/11/2024,TAMAULIPAS,NICARAGUA,3,3,0
12/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,12,12,0
12/11/2024,COAHUILA,CUBA,3,3,0
12/11/2024,COAHUILA,NICARAGUA,15,15,0
13/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,21,9,12
13/11/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
13/11/2024,TAMAULIPAS,CUBA,1,1,0
13/11/2024,COAHUILA,NICARAGUA,6,3,3
14/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,19,19,0
14/11/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
14/11/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
14/11/2024,COAHUILA,NICARAGUA,9,9,0
14/11/2024,SONORA,NICARAGUA,3,3,0
15/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,21,13,8
15/11/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,2,1
15/11/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,14,6,8
15/11/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
15/11/2024,COAHUILA,CUBA,2,2,0
15/11/2024,CHIHUAHUA,CUBA,3,1,2
15/11/2024,TAMAULIPAS,CUBA,1,1,0
15/11/2024,COAHUILA,NICARAGUA,7,5,2
15/11/2024,CHIHUAHUA,NICARAGUA,2,2,0
16/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,13,9,4
16/11/2024,COAHUILA,CUBA,6,5,1
16/11/2024,COAHUILA,NICARAGUA,10,9,1
17/11/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
18/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,13,13,0
18/11/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,9,9,0
18/11/2024,COAHUILA,CUBA,9,9,0
18/11/2024,TAMAULIPAS,CUBA,2,2,0
18/11/2024,COAHUILA,NICARAGUA,8,8,0
18/11/2024,TAMAULIPAS,NICARAGUA,2,2,0
18/11/2024,TAMAULIPAS,HAITÍ,1,1,0
19/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,8,8,0
19/11/2024,COAHUILA,CUBA,20,20,0
19/11/2024,COAHUILA,NICARAGUA,2,2,0
19/11/2024,SONORA,NICARAGUA,2,2,0
20/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,23,11,12
20/11/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,12,10,2
20/11/2024,COAHUILA,CUBA,5,4,1
20/11/2024,COAHUILA,NICARAGUA,2,1,1
21/11/2024,SONORA,GUATEMALA,1,1,0
22/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,28,13,15
22/11/2024,COAHUILA,CUBA,2,1,1
23/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,18,18,0
23/11/2024,COAHUILA,CUBA,17,17,0
23/11/2024,COAHUILA,NICARAGUA,5,5,0
25/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,28,17,11
25/11/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
25/11/2024,COAHUILA,CUBA,8,7,1
25/11/2024,SONORA,CUBA,1,1,0
25/11/2024,COAHUILA,NICARAGUA,4,4,0
25/11/2024,SONORA,NICARAGUA,1,1,0
26/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,8,8,0
26/11/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
26/11/2024,COAHUILA,CUBA,17,17,0
26/11/2024,COAHUILA,NICARAGUA,5,5,0
27/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,22,8,14
27/11/2024,COAHUILA,CUBA,4,2,2
27/11/2024,COAHUILA,NICARAGUA,4,1,3
28/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,9,9,0
28/11/2024,COAHUILA,CUBA,2,2,0
28/11/2024,COAHUILA,NICARAGUA,2,2,0
29/11/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,21,8,13
29/11/2024,COAHUILA,CUBA,4,2,2
29/11/2024,COAHUILA,NICARAGUA,5,3,2
02/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,19,7,12
02/12/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
02/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,10,10,0
02/12/2024,COAHUILA,CUBA,19,10,9
02/12/2024,SONORA,CUBA,4,4,0
02/12/2024,TAMAULIPAS,CUBA,2,2,0
02/12/2024,COAHUILA,NICARAGUA,2,1,1
02/12/2024,SONORA,NICARAGUA,1,1,0
02/12/2024,TAMAULIPAS,NICARAGUA,3,3,0
02/12/2024,TAMAULIPAS,HAITÍ,3,3,0
03/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,85,42,43
03/12/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,25,24,1
03/12/2024,COAHUILA,CUBA,3,2,1
03/12/2024,CHIHUAHUA,CUBA,24,24,0
03/12/2024,CHIHUAHUA,NICARAGUA,2,2,0
03/12/2024,SONORA,HAITÍ,1,1,0
04/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,56,28,28
04/12/2024,COAHUILA,CUBA,7,3,4
04/12/2024,SONORA,CUBA,1,1,0
04/12/2024,COAHUILA,NICARAGUA,7,3,4
05/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,11,11,0
05/12/2024,COAHUILA,CUBA,8,8,0
05/12/2024,BAJA CALIFORNIA,CUBA,1,1,0
05/12/2024,COAHUILA,NICARAGUA,1,1,0
06/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,17,12,5
06/12/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,12,12,0
06/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,22,22,0
06/12/2024,COAHUILA,CUBA,6,5,1
06/12/2024,SONORA,CUBA,5,5,0
06/12/2024,TAMAULIPAS,CUBA,5,5,0
06/12/2024,COAHUILA,NICARAGUA,6,3,3
06/12/2024,SONORA,NICARAGUA,2,2,0
06/12/2024,TAMAULIPAS,NICARAGUA,2,2,0
06/12/2024,COAHUILA,COLOMBIA,2,0,2
06/12/2024,COAHUILA,PERÚ,1,0,1
08/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
08/12/2024,BAJA CALIFORNIA,CUBA,3,3,0
09/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,16,16,0
09/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,4,0
09/12/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,6,5,1
09/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,14,14,0
09/12/2024,COAHUILA,CUBA,8,8,0
09/12/2024,BAJA CALIFORNIA,CUBA,3,3,0
09/12/2024,CHIHUAHUA,CUBA,1,1,0
09/12/2024,SONORA,CUBA,2,2,0
09/12/2024,TAMAULIPAS,CUBA,6,6,0
09/12/2024,COAHUILA,NICARAGUA,2,2,0
09/12/2024,CHIHUAHUA,NICARAGUA,1,1,0
09/12/2024,TAMAULIPAS,NICARAGUA,4,4,0
10/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
11/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,31,20,11
11/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
11/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,19,19,0
11/12/2024,COAHUILA,CUBA,5,3,2
11/12/2024,SONORA,CUBA,1,1,0
11/12/2024,TAMAULIPAS,CUBA,16,16,0
11/12/2024,COAHUILA,NICARAGUA,3,3,0
11/12/2024,TAMAULIPAS,NICARAGUA,2,2,0
12/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,2,2
12/12/2024,BAJA CALIFORNIA,CUBA,3,2,1
13/12/2024,SONORA,EL SALVADOR,1,1,0
13/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,33,19,14
13/12/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
13/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,7,7,0
13/12/2024,COAHUILA,CUBA,3,1,2
13/12/2024,SONORA,CUBA,2,2,0
13/12/2024,TAMAULIPAS,CUBA,9,9,0
13/12/2024,COAHUILA,NICARAGUA,4,3,1
14/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,5,4,1
14/12/2024,BAJA CALIFORNIA,CUBA,1,1,0
15/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
16/12/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
16/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,49,49,0
16/12/2024,BAJA CALIFORNIA,CUBA,1,1,0
16/12/2024,SONORA,CUBA,1,1,0
16/12/2024,TAMAULIPAS,CUBA,31,31,0
16/12/2024,TAMAULIPAS,NICARAGUA,8,8,0
17/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,31,22,9
17/12/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,59,56,3
17/12/2024,COAHUILA,CUBA,8,7,1
17/12/2024,CHIHUAHUA,CUBA,13,11,2
17/12/2024,COAHUILA,NICARAGUA,1,1,0
17/12/2024,BAJA CALIFORNIA,NICARAGUA,1,1,0
17/12/2024,CHIHUAHUA,NICARAGUA,8,8,0
18/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,9,9,0
18/12/2024,BAJA CALIFORNIA,CUBA,1,1,0
18/12/2024,TAMAULIPAS,CUBA,2,2,0
18/12/2024,TAMAULIPAS,NICARAGUA,3,3,0
18/12/2024,TAMAULIPAS,HAITÍ,2,2,0
19/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,3,1
19/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,19,19,0
19/12/2024,TAMAULIPAS,CUBA,7,7,0
19/12/2024,TAMAULIPAS,NICARAGUA,3,3,0
20/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
20/12/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,29,29,0
20/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,12,12,0
20/12/2024,BAJA CALIFORNIA,CUBA,3,3,0
20/12/2024,CHIHUAHUA,CUBA,8,8,0
20/12/2024,SONORA,CUBA,7,7,0
20/12/2024,TAMAULIPAS,CUBA,12,12,0
20/12/2024,BAJA CALIFORNIA,NICARAGUA,2,2,0
20/12/2024,CHIHUAHUA,NICARAGUA,3,3,0
20/12/2024,TAMAULIPAS,NICARAGUA,1,1,0
21/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
21/12/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,74,56,18
21/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,29,29,0
21/12/2024,CHIHUAHUA,CUBA,2,2,0
21/12/2024,TAMAULIPAS,CUBA,6,6,0
21/12/2024,CHIHUAHUA,NICARAGUA,4,4,0
22/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,33,33,0
22/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
22/12/2024,COAHUILA,CUBA,1,1,0
22/12/2024,COAHUILA,NICARAGUA,6,6,0
23/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,38,17,21
23/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
23/12/2024,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,34,33,1
23/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,21,21,0
23/12/2024,COAHUILA,CUBA,2,1,1
23/12/2024,CHIHUAHUA,CUBA,3,3,0
23/12/2024,SONORA,CUBA,1,1,0
23/12/2024,TAMAULIPAS,CUBA,6,6,0
23/12/2024,SONORA,NICARAGUA,1,1,0
24/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,2,1
25/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,7,7,0
25/12/2024,TAMAULIPAS,CUBA,4,4,0
25/12/2024,TAMAULIPAS,NICARAGUA,2,2,0
26/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,31,14,17
26/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,5,5,0
26/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,19,19,0
26/12/2024,COAHUILA,CUBA,2,1,1
26/12/2024,BAJA CALIFORNIA,CUBA,4,4,0
26/12/2024,SONORA,CUBA,5,5,0
26/12/2024,TAMAULIPAS,CUBA,10,10,0
26/12/2024,COAHUILA,NICARAGUA,4,2,2
26/12/2024,BAJA CALIFORNIA,NICARAGUA,1,1,0
26/12/2024,TAMAULIPAS,NICARAGUA,1,1,0
26/12/2024,TAMAULIPAS,HAITÍ,1,1,0
26/12/2024,COAHUILA,COLOMBIA,2,0,2
26/12/2024,COAHUILA,PERÚ,1,0,1
27/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,38,38,0
27/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
27/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,87,75,12
27/12/2024,COAHUILA,CUBA,2,2,0
27/12/2024,SONORA,CUBA,5,5,0
27/12/2024,TAMAULIPAS,CUBA,29,24,5
27/12/2024,TAMAULIPAS,NICARAGUA,5,5,0
28/12/2024,BAJA CALIFORNIA,CUBA,1,1,0
29/12/2024,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
30/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,36,36,0
30/12/2024,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,4,0
30/12/2024,COAHUILA,CUBA,4,4,0
30/12/2024,BAJA CALIFORNIA,CUBA,1,1,0
30/12/2024,SONORA,CUBA,7,7,0
31/12/2024,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,40,40,0
31/12/2024,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,66,66,0
31/12/2024,TAMAULIPAS,CUBA,23,23,0
31/12/2024,TAMAULIPAS,NICARAGUA,4,4,0
02/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,81,81,0
02/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
02/01/2025,TAMAULIPAS,CUBA,17,17,0
02/01/2025,TAMAULIPAS,NICARAGUA,4,4,0
02/01/2025,TAMAULIPAS,HAITÍ,1,1,0
02/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,33,17,16
02/01/2025,COAHUILA,CUBA,7,4,3
03/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
03/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,27,11,16
03/01/2025,TAMAULIPAS,CUBA,3,2,1
03/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,32,18,14
03/01/2025,COAHUILA,CUBA,3,2,1
03/01/2025,COAHUILA,NICARAGUA,5,3,2
04/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
04/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,148,130,18
04/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,14,14,0
04/01/2025,BAJA CALIFORNIA,CUBA,4,4,0
04/01/2025,CHIHUAHUA,CUBA,13,8,5
04/01/2025,TAMAULIPAS,CUBA,4,4,0
04/01/2025,CHIHUAHUA,NICARAGUA,6,6,0
04/01/2025,CHIHUAHUA,HAITÍ,1,1,0
04/01/2025,COAHUILA,REPÚBLICA BOLIVARIANA DE VENEZUELA,138,66,72
04/01/2025,COAHUILA,NICARAGUA,7,3,4
06/01/2025,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
06/01/2025,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,61,31,30
06/01/2025,BAJA CALIFORNIA,CUBA,1,1,0
06/01/2025,CHIHUAHUA,CUBA,4,3,1
06/01/2025,SONORA,CUBA,3,3,0
06/01/2025,CHIHUAHUA,NICARAGUA,5,3,2
07/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
07/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,122,69,53
07/01/2025,SONORA,CUBA,3,3,0
07/01/2025,TAMAULIPAS,CUBA,11,11,0
07/01/2025,TAMAULIPAS,NICARAGUA,8,7,1
08/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,33,33,0
08/01/2025,TAMAULIPAS,CUBA,12,12,0
08/01/2025,TAMAULIPAS,NICARAGUA,3,3,0
08/01/2025,TAMAULIPAS,HAITÍ,1,1,0
09/01/2025,SONORA,GUATEMALA,1,1,0
09/01/2025,SONORA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
09/01/2025,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,17,17,0
09/01/2025,BAJA CALIFORNIA,CUBA,2,2,0
09/01/2025,SONORA,CUBA,2,2,0
09/01/2025,TAMAULIPAS,CUBA,6,6,0
09/01/2025,BAJA CALIFORNIA,NICARAGUA,1,1,0
