DIA,ESTADO / O.R.,NACIONALIDAD,EXTRANJEROS RECIBIDOS DE EE.UU.,ADULTOS,MENORES
20/04/2026,SONORA,NICARAGUA,1,1,0
20/04/2026,SONORA,HAITÍ,2,2,0
20/04/2026,CHIHUAHUA,CUBA,3,3,0
20/04/2026,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
20/04/2026,CHIHUAHUA,NICARAGUA,1,1,0
21/04/2026,BAJA CALIFORNIA,GUATEMALA,1,1,0
21/04/2026,CHIHUAHUA,GUATEMALA,1,1,0
21/04/2026,TAMAULIPAS,CUBA,14,14,0
21/04/2026,TAMAULIPAS,EL SALVADOR,2,2,0
21/04/2026,SONORA,GUATEMALA,1,1,0
22/04/2026,BAJA CALIFORNIA,HONDURAS,2,1,1
22/04/2026,BAJA CALIFORNIA,GUATEMALA,1,1,0
22/04/2026,CHIHUAHUA,GUATEMALA,2,2,0
22/04/2026,CHIHUAHUA,HONDURAS,1,1,0
22/04/2026,CHIHUAHUA,CUBA,12,12,0
22/04/2026,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,1,1,0
22/04/2026,CHIHUAHUA,NICARAGUA,1,1,0
22/04/2026,CHIHUAHUA,HAITÍ,1,1,0
23/04/2026,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,3,3,0
23/04/2026,SONORA,GUATEMALA,1,1,0
23/04/2026,SONORA,HAITÍ,1,1,0
24/04/2026,BAJA CALIFORNIA,GUATEMALA,7,7,0
24/04/2026,BAJA CALIFORNIA,EL SALVADOR,3,3,0
24/04/2026,BAJA CALIFORNIA,CUBA,3,3,0
24/04/2026,BAJA CALIFORNIA,REPÚBLICA BOLIVARIANA DE VENEZUELA,2,2,0
24/04/2026,BAJA CALIFORNIA,NICARAGUA,1,1,0
24/04/2026,TAMAULIPAS,HONDURAS,2,2,0
24/04/2026,TAMAULIPAS,EL SALVADOR,1,1,0
24/04/2026,TAMAULIPAS,CUBA,40,40,0
24/04/2026,TAMAULIPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,6,5,1
24/04/2026,TAMAULIPAS,NICARAGUA,4,4,0
24/04/2026,TAMAULIPAS,HAITÍ,4,4,0
24/04/2026,TAMAULIPAS,ESTADOS UNIDOS DE AMÉRICA,1,0,1
24/04/2026,CHIHUAHUA,CUBA,2,2,0
24/04/2026,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,4,0
24/04/2026,SONORA,CUBA,1,1,0
25/04/2026,BAJA CALIFORNIA,GUATEMALA,1,0,1
25/04/2026,CHIHUAHUA,CUBA,2,2,0
27/04/2026,BAJA CALIFORNIA,HONDURAS,2,1,1
27/04/2026,COAHUILA,EL SALVADOR,1,1,0
27/04/2026,COAHUILA,CUBA,2,1,1
27/04/2026,SONORA,GUATEMALA,2,2,0
27/04/2026,SONORA,HONDURAS,1,1,0
27/04/2026,SONORA,CUBA,12,12,0
28/04/2026,CHIHUAHUA,CUBA,6,5,1
28/04/2026,CHIHUAHUA,NICARAGUA,1,1,0
29/04/2026,CHIHUAHUA,HONDURAS,1,1,0
29/04/2026,CHIHUAHUA,CUBA,10,10,0
29/04/2026,CHIHUAHUA,REPÚBLICA BOLIVARIANA DE VENEZUELA,4,4,0
29/04/2026,CHIHUAHUA,NICARAGUA,2,2,0
29/04/2026,CHIHUAHUA,HAITÍ,1,1,0
29/04/2026,CHIHUAHUA,BRASIL,1,1,0
29/04/2026,SONORA,GUATEMALA,1,1,0
30/04/2026,BAJA CALIFORNIA,EL SALVADOR,1,1,0
30/04/2026,CHIHUAHUA,CUBA,2,2,0
30/04/2026,CHIHUAHUA,VENEZUELA,3,3,0
30/04/2026,CHIHUAHUA,NICARAGUA,100,100,0
