DIA,ESTADO / O.R.,NACIONALIDAD,EXTRANJEROS RESCATADOS POR EL INM,PRIMERA VEZ,REINCIDENCIA,PRESENTADOS EN EM,CANALIZADOS AL DIF,CONDUCCIÓN DE NORTE A SUR
01/10/2024,BAJA CALIFORNIA,ARMENIA,5,5,0,1,4,
01/10/2024,BAJA CALIFORNIA,BRASIL,3,3,0,0,3,
01/10/2024,BAJA CALIFORNIA,BURKINA FASO,1,1,0,1,0,
01/10/2024,BAJA CALIFORNIA,CHINA,6,6,0,6,0,
01/10/2024,BAJA CALIFORNIA,COLOMBIA,9,9,0,2,7,
01/10/2024,BAJA CALIFORNIA,ECUADOR,3,3,0,0,3,
01/10/2024,BAJA CALIFORNIA,EGIPTO,5,5,0,5,0,
01/10/2024,BAJA CALIFORNIA,EL SALVADOR,7,7,0,0,7,
01/10/2024,BAJA CALIFORNIA,ETIOPIA,3,3,0,3,0,
01/10/2024,BAJA CALIFORNIA,FEDERACION DE RUSIA,4,4,0,0,4,
01/10/2024,BAJA CALIFORNIA,GUATEMALA,7,7,0,2,5,
01/10/2024,BAJA CALIFORNIA,HONDURAS,1,1,0,1,0,
01/10/2024,BAJA CALIFORNIA,INDIA,2,2,0,0,2,
01/10/2024,BAJA CALIFORNIA,JORDANIA,4,4,0,4,0,
01/10/2024,BAJA CALIFORNIA,PERU,1,1,0,1,0,
01/10/2024,BAJA CALIFORNIA,REPUBLICA ARABE DE SIRIA,1,1,0,1,0,
01/10/2024,BAJA CALIFORNIA,REPUBLICA DOMINICANA,1,1,0,1,0,
01/10/2024,BAJA CALIFORNIA,TURQUIA,4,4,0,0,4,
01/10/2024,BAJA CALIFORNIA,VIETNAM,5,5,0,5,0,
01/10/2024,BAJA CALIFORNIA SUR,CHINA,1,1,0,1,0,
01/10/2024,CAMPECHE,EL SALVADOR,1,1,0,1,0,
01/10/2024,CAMPECHE,HONDURAS,2,2,0,2,0,
01/10/2024,CHIAPAS,AFGANISTAN,5,5,5,0,5,
01/10/2024,CHIAPAS,ANGOLA,3,3,3,0,3,
01/10/2024,CHIAPAS,ARGENTINA,2,2,2,0,2,
01/10/2024,CHIAPAS,BANGLADESH,3,3,3,3,0,
01/10/2024,CHIAPAS,ESTADO PLURINACIONAL DE BOLIVIA,2,2,2,1,1,
01/10/2024,CHIAPAS,BRASIL,17,17,17,11,6,
01/10/2024,CHIAPAS,CAMERUN,5,5,5,5,0,
01/10/2024,CHIAPAS,CHILE,3,3,3,0,3,
01/10/2024,CHIAPAS,CHINA,6,6,0,2,4,
01/10/2024,CHIAPAS,COLOMBIA,111,111,101,49,62,
01/10/2024,CHIAPAS,CONGO,6,6,6,4,2,
01/10/2024,CHIAPAS,CÔTE D'IVOIRE,3,3,3,3,0,
01/10/2024,CHIAPAS,CUBA,26,26,22,14,12,
01/10/2024,CHIAPAS,DOMINICA,5,5,5,5,0,
01/10/2024,CHIAPAS,ECUADOR,145,145,111,89,56,
01/10/2024,CHIAPAS,EGIPTO,12,12,6,8,4,
01/10/2024,CHIAPAS,EL SALVADOR,46,46,34,37,9,
01/10/2024,CHIAPAS,ERITREA,12,12,8,12,0,
01/10/2024,CHIAPAS,ETIOPIA,1,1,0,1,0,
01/10/2024,CHIAPAS,GEORGIA,4,4,4,0,4,
01/10/2024,CHIAPAS,GHANA,14,14,14,10,4,
01/10/2024,CHIAPAS,GUATEMALA,225,225,204,166,59,
01/10/2024,CHIAPAS,GUINEA,11,11,11,11,0,
01/10/2024,CHIAPAS,GUINEA ECUATORIAL,3,3,3,1,2,
01/10/2024,CHIAPAS,HAITI,248,248,237,237,11,
01/10/2024,CHIAPAS,HONDURAS,400,400,376,346,54,
01/10/2024,CHIAPAS,INDIA,1,1,1,1,0,
01/10/2024,CHIAPAS,REPUBLICA ISLAMICA DEL IRAN,5,5,3,5,0,
01/10/2024,CHIAPAS,KAZAJSTAN,1,1,1,1,0,
01/10/2024,CHIAPAS,MALI,1,1,1,1,0,
01/10/2024,CHIAPAS,MARRUECOS,3,3,1,3,0,
01/10/2024,CHIAPAS,MAURITANIA,1,1,1,1,0,
01/10/2024,CHIAPAS,NICARAGUA,42,42,31,38,4,
01/10/2024,CHIAPAS,NIGERIA,1,1,0,1,0,
01/10/2024,CHIAPAS,PANAMA,6,6,1,1,5,
01/10/2024,CHIAPAS,PERU,60,60,42,39,21,
01/10/2024,CHIAPAS,REPUBLICA DOMINICANA,11,11,11,9,2,
01/10/2024,CHIAPAS,REPUBLICA POPULAR DEMOCRATICA DE COREA,1,1,1,1,0,
01/10/2024,CHIAPAS,REPUBLICA UNIDA DE TANZANIA,4,4,0,4,0,
01/10/2024,CHIAPAS,SENEGAL,22,22,22,22,0,
01/10/2024,CHIAPAS,TOGO,3,3,2,3,0,
01/10/2024,CHIAPAS,TURQUIA,4,4,4,4,0,
01/10/2024,CHIAPAS,UGANDA,3,3,2,3,0,
01/10/2024,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,1718,1718,1307,1301,417,
01/10/2024,CHIAPAS,VIETNAM,3,3,2,3,0,
01/10/2024,CHIHUAHUA,COLOMBIA,1,1,0,0,1,
01/10/2024,CHIHUAHUA,EL SALVADOR,1,1,0,1,0,
01/10/2024,CHIHUAHUA,GUATEMALA,7,7,0,3,4,
01/10/2024,CHIHUAHUA,NICARAGUA,2,2,0,2,0,
01/10/2024,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
01/10/2024,CIUDAD DE MÉXICO,AFGANISTAN,2,2,0,2,0,
01/10/2024,CIUDAD DE MÉXICO,ALEMANIA,1,1,0,1,0,
01/10/2024,CIUDAD DE MÉXICO,ESTADO PLURINACIONAL DE BOLIVIA,2,2,0,2,0,
01/10/2024,CIUDAD DE MÉXICO,CHINA,16,16,0,16,0,
01/10/2024,CIUDAD DE MÉXICO,COLOMBIA,65,65,0,2,63,
01/10/2024,CIUDAD DE MÉXICO,COSTA RICA,1,1,0,1,0,
01/10/2024,CIUDAD DE MÉXICO,CUBA,3,3,0,3,0,
01/10/2024,CIUDAD DE MÉXICO,EL SALVADOR,2,2,0,2,0,
01/10/2024,CIUDAD DE MÉXICO,FEDERACION DE RUSIA,1,1,0,1,0,
01/10/2024,CIUDAD DE MÉXICO,GUATEMALA,4,4,0,4,0,
01/10/2024,CIUDAD DE MÉXICO,HONDURAS,1,1,0,1,0,
01/10/2024,CIUDAD DE MÉXICO,JORDANIA,3,3,0,3,0,
01/10/2024,CIUDAD DE MÉXICO,PERU,1,1,0,1,0,
01/10/2024,CIUDAD DE MÉXICO,RUMANIA,2,2,0,2,0,
01/10/2024,CIUDAD DE MÉXICO,TURQUIA,14,14,0,14,0,
01/10/2024,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,5,5,0,5,0,
01/10/2024,CIUDAD DE MÉXICO,VIETNAM,6,6,0,6,0,
01/10/2024,COAHUILA,ECUADOR,2,2,0,2,0,
01/10/2024,COAHUILA,HONDURAS,7,7,0,1,6,
01/10/2024,COAHUILA,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
01/10/2024,DURANGO,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,3,0,
01/10/2024,ESTADO DE MÉXICO,BRASIL,6,6,0,0,6,
01/10/2024,ESTADO DE MÉXICO,CHINA,2,2,0,2,0,
01/10/2024,ESTADO DE MÉXICO,COLOMBIA,16,16,0,16,0,
01/10/2024,ESTADO DE MÉXICO,EGIPTO,4,4,0,4,0,
01/10/2024,ESTADO DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
01/10/2024,GUANAJUATO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
01/10/2024,JALISCO,ECUADOR,1,1,0,1,0,
01/10/2024,JALISCO,GUATEMALA,3,3,0,3,0,
01/10/2024,JALISCO,PANAMA,1,1,0,1,0,
01/10/2024,JALISCO,TAIWAN (PROVINCIA DE CHINA),1,1,0,1,0,
01/10/2024,MORELOS,BRASIL,1,1,0,1,0,
01/10/2024,MORELOS,NICARAGUA,1,1,0,1,0,
01/10/2024,MORELOS,REPUBLICA DOMINICANA,2,2,0,2,0,
01/10/2024,NUEVO LEÓN,BRASIL,3,3,0,1,2,
01/10/2024,NUEVO LEÓN,CUBA,2,2,0,0,2,
01/10/2024,NUEVO LEÓN,ECUADOR,1,1,0,1,0,
01/10/2024,NUEVO LEÓN,GUATEMALA,3,3,0,3,0,
01/10/2024,NUEVO LEÓN,HAITI,1,1,0,1,0,
01/10/2024,NUEVO LEÓN,HONDURAS,4,4,0,0,4,
01/10/2024,NUEVO LEÓN,REPUBLICA BOLIVARIANA DE VENEZUELA,5,5,0,1,4,
01/10/2024,OAXACA,ESTADO PLURINACIONAL DE BOLIVIA,2,2,0,2,0,
01/10/2024,OAXACA,CAMERUN,2,2,0,2,0,
01/10/2024,OAXACA,CHINA,2,2,0,2,0,
01/10/2024,OAXACA,COLOMBIA,14,14,0,7,7,
01/10/2024,OAXACA,CUBA,11,11,0,6,5,
01/10/2024,OAXACA,ECUADOR,92,92,0,48,44,
01/10/2024,OAXACA,EL SALVADOR,25,25,0,13,12,
01/10/2024,OAXACA,GUATEMALA,16,16,0,12,4,
01/10/2024,OAXACA,HAITI,13,13,0,4,9,
01/10/2024,OAXACA,HONDURAS,51,51,0,34,17,
01/10/2024,OAXACA,KAZAJSTAN,6,6,0,0,6,
01/10/2024,OAXACA,NICARAGUA,15,15,0,11,4,
01/10/2024,OAXACA,PERU,22,22,0,13,9,
01/10/2024,OAXACA,UZBEKISTAN,1,1,0,1,0,
01/10/2024,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,135,135,0,90,45,
01/10/2024,QUINTANA ROO,AFGANISTAN,1,1,0,1,0,
01/10/2024,QUINTANA ROO,ARGENTINA,1,1,0,1,0,
01/10/2024,QUINTANA ROO,ESTADO PLURINACIONAL DE BOLIVIA,2,2,0,2,0,
01/10/2024,QUINTANA ROO,BULGARIA,1,1,0,1,0,
01/10/2024,QUINTANA ROO,COLOMBIA,71,71,0,0,71,
01/10/2024,QUINTANA ROO,CUBA,1,1,0,1,0,
01/10/2024,QUINTANA ROO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
01/10/2024,QUINTANA ROO,HAITI,1,1,0,1,0,
01/10/2024,QUINTANA ROO,INDIA,1,1,0,1,0,
01/10/2024,QUINTANA ROO,JAMAICA,2,2,0,2,0,
01/10/2024,QUINTANA ROO,TURQUIA,7,7,0,0,7,
01/10/2024,QUINTANA ROO,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,0,2,
01/10/2024,TABASCO,BANGLADESH,24,24,0,24,0,
01/10/2024,TABASCO,BELICE,1,1,0,1,0,
01/10/2024,TABASCO,ESTADO PLURINACIONAL DE BOLIVIA,74,74,0,74,0,
01/10/2024,TABASCO,BRASIL,43,43,0,35,8,
01/10/2024,TABASCO,CHINA,122,122,0,122,0,
01/10/2024,TABASCO,COLOMBIA,158,158,0,143,15,
01/10/2024,TABASCO,CUBA,21,21,0,21,0,
01/10/2024,TABASCO,ECUADOR,144,144,0,144,0,
01/10/2024,TABASCO,EGIPTO,36,36,0,36,0,
01/10/2024,TABASCO,EL SALVADOR,133,133,0,133,0,
01/10/2024,TABASCO,FEDERACION DE RUSIA,5,5,0,0,5,
01/10/2024,TABASCO,FILIPINAS,8,8,0,8,0,
01/10/2024,TABASCO,GHANA,24,24,0,24,0,
01/10/2024,TABASCO,GUATEMALA,77,77,0,72,5,
01/10/2024,TABASCO,HAITI,16,16,0,16,0,
01/10/2024,TABASCO,HONDURAS,131,131,0,71,60,
01/10/2024,TABASCO,INDIA,72,72,0,72,0,
01/10/2024,TABASCO,JORDANIA,3,3,0,3,0,
01/10/2024,TABASCO,MAURITANIA,57,57,0,57,0,
01/10/2024,TABASCO,REPUBLICA FEDERAL DEMOCRATICA DE NEPAL,27,27,0,27,0,
01/10/2024,TABASCO,NICARAGUA,103,103,0,103,0,
01/10/2024,TABASCO,PERU,25,25,0,25,0,
01/10/2024,TABASCO,REPUBLICA DOMINICANA,52,52,0,52,0,
01/10/2024,TABASCO,TURQUIA,55,55,0,47,8,
01/10/2024,TABASCO,UZBEKISTAN,26,26,0,22,4,
01/10/2024,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,140,140,0,127,13,
01/10/2024,TABASCO,VIETNAM,28,28,0,28,0,
01/10/2024,TABASCO,PALESTINA,1,1,0,1,0,
01/10/2024,TAMAULIPAS,ECUADOR,1,1,0,1,0,
01/10/2024,TLAXCALA,COLOMBIA,1,1,0,1,0,
01/10/2024,TLAXCALA,EGIPTO,10,10,0,0,10,
01/10/2024,TLAXCALA,HONDURAS,1,1,0,1,0,
01/10/2024,TLAXCALA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
01/10/2024,VERACRUZ,COLOMBIA,1,1,0,1,0,
01/10/2024,VERACRUZ,CUBA,2,2,0,2,0,
01/10/2024,VERACRUZ,EL SALVADOR,1,1,0,1,0,
01/10/2024,VERACRUZ,FEDERACION DE RUSIA,1,1,0,1,0,
01/10/2024,VERACRUZ,GUATEMALA,3,3,0,3,0,
01/10/2024,VERACRUZ,HONDURAS,8,8,0,8,0,
01/10/2024,VERACRUZ,MALI,1,1,0,1,0,
01/10/2024,VERACRUZ,PERU,2,2,0,0,2,
01/10/2024,VERACRUZ,REPUBLICA BOLIVARIANA DE VENEZUELA,36,36,0,29,7,
01/10/2024,YUCATÁN,BRASIL,1,1,0,1,0,
01/10/2024,YUCATÁN,COLOMBIA,5,5,0,0,5,
01/10/2024,YUCATÁN,GUATEMALA,1,1,0,0,1,
01/10/2024,YUCATÁN,TURQUIA,17,17,0,14,3,
02/10/2024,BAJA CALIFORNIA,ANGOLA,1,1,0,1,0,
02/10/2024,BAJA CALIFORNIA,AZERBAIYAN,2,2,0,2,0,
02/10/2024,BAJA CALIFORNIA,CHINA,13,13,0,13,0,
02/10/2024,BAJA CALIFORNIA,COLOMBIA,9,9,0,0,9,
02/10/2024,BAJA CALIFORNIA,CONGO,2,2,0,0,2,
02/10/2024,BAJA CALIFORNIA,EGIPTO,1,1,0,1,0,
02/10/2024,BAJA CALIFORNIA,EL SALVADOR,3,3,0,1,2,
02/10/2024,BAJA CALIFORNIA,GUATEMALA,2,2,0,0,2,
02/10/2024,BAJA CALIFORNIA,GUINEA,1,1,0,1,0,
02/10/2024,BAJA CALIFORNIA,HAITI,3,3,0,3,0,
02/10/2024,BAJA CALIFORNIA,INDIA,14,14,0,14,0,
02/10/2024,BAJA CALIFORNIA,JORDANIA,6,6,0,6,0,
02/10/2024,BAJA CALIFORNIA,KAZAJSTAN,1,1,0,1,0,
02/10/2024,BAJA CALIFORNIA,TURQUIA,19,19,0,14,5,
02/10/2024,BAJA CALIFORNIA,UZBEKISTAN,5,5,0,0,5,
02/10/2024,BAJA CALIFORNIA,VIETNAM,12,12,0,6,6,
02/10/2024,CHIAPAS,AFGANISTAN,7,7,7,2,5,
02/10/2024,CHIAPAS,ALBANIA,4,4,2,4,0,
02/10/2024,CHIAPAS,ANGOLA,4,4,1,1,3,
02/10/2024,CHIAPAS,BANGLADESH,3,3,3,3,0,
02/10/2024,CHIAPAS,BENIN,2,2,2,2,0,
02/10/2024,CHIAPAS,ESTADO PLURINACIONAL DE BOLIVIA,4,4,1,2,2,
02/10/2024,CHIAPAS,BRASIL,2,2,2,2,0,
02/10/2024,CHIAPAS,BURKINA FASO,3,3,1,3,0,
02/10/2024,CHIAPAS,CAMERUN,6,6,0,6,0,
02/10/2024,CHIAPAS,CHILE,2,2,1,0,2,
02/10/2024,CHIAPAS,CHINA,4,4,4,0,4,
02/10/2024,CHIAPAS,COLOMBIA,134,134,112,81,53,
02/10/2024,CHIAPAS,CONGO,11,11,6,11,0,
02/10/2024,CHIAPAS,CÔTE D'IVOIRE,4,4,4,4,0,
02/10/2024,CHIAPAS,CUBA,23,23,23,23,0,
02/10/2024,CHIAPAS,ECUADOR,80,80,72,52,28,
02/10/2024,CHIAPAS,EGIPTO,34,34,0,6,28,
02/10/2024,CHIAPAS,EL SALVADOR,23,23,19,23,0,
02/10/2024,CHIAPAS,ERITREA,11,11,8,11,0,
02/10/2024,CHIAPAS,ETIOPIA,16,16,11,16,0,
02/10/2024,CHIAPAS,GAMBIA,8,8,4,8,0,
02/10/2024,CHIAPAS,GHANA,4,4,4,0,4,
02/10/2024,CHIAPAS,GUATEMALA,325,325,280,293,32,
02/10/2024,CHIAPAS,GUINEA,11,11,6,11,0,
02/10/2024,CHIAPAS,HAITI,128,128,126,128,0,
02/10/2024,CHIAPAS,HONDURAS,109,109,89,76,33,
02/10/2024,CHIAPAS,HUNGRIA,5,5,0,5,0,
02/10/2024,CHIAPAS,INDIA,8,8,1,8,0,
02/10/2024,CHIAPAS,REPUBLICA ISLAMICA DEL IRAN,7,7,3,7,0,
02/10/2024,CHIAPAS,REPUBLICA DE MACEDONIA,2,2,2,2,0,
02/10/2024,CHIAPAS,MARRUECOS,2,2,1,2,0,
02/10/2024,CHIAPAS,MAURITANIA,69,69,66,69,0,
02/10/2024,CHIAPAS,REPUBLICA FEDERAL DEMOCRATICA DE NEPAL,2,2,2,2,0,
02/10/2024,CHIAPAS,NICARAGUA,30,30,29,28,2,
02/10/2024,CHIAPAS,NIGERIA,3,3,1,3,0,
02/10/2024,CHIAPAS,PANAMA,1,1,1,1,0,
02/10/2024,CHIAPAS,PERU,41,41,30,28,13,
02/10/2024,CHIAPAS,REPUBLICA DE COREA,1,1,1,1,0,
02/10/2024,CHIAPAS,REPUBLICA DOMINICANA,13,13,12,13,0,
02/10/2024,CHIAPAS,SENEGAL,22,22,22,22,0,
02/10/2024,CHIAPAS,SOMALIA,7,7,7,7,0,
02/10/2024,CHIAPAS,TOGO,10,10,5,10,0,
02/10/2024,CHIAPAS,UGANDA,1,1,0,1,0,
02/10/2024,CHIAPAS,UZBEKISTAN,4,4,0,4,0,
02/10/2024,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,2028,2028,1178,1521,507,
02/10/2024,CHIAPAS,VIETNAM,2,2,2,2,0,
02/10/2024,CHIAPAS,ZIMBABWE,1,1,0,1,0,
02/10/2024,CHIHUAHUA,ECUADOR,1,1,0,1,0,
02/10/2024,CHIHUAHUA,HONDURAS,4,4,0,1,3,
02/10/2024,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
02/10/2024,CIUDAD DE MÉXICO,ARGENTINA,1,1,0,1,0,
02/10/2024,CIUDAD DE MÉXICO,BRASIL,6,6,0,1,5,
02/10/2024,CIUDAD DE MÉXICO,CHILE,2,2,0,0,2,
02/10/2024,CIUDAD DE MÉXICO,CHINA,19,19,0,0,19,
02/10/2024,CIUDAD DE MÉXICO,COLOMBIA,81,81,0,1,80,
02/10/2024,CIUDAD DE MÉXICO,CUBA,2,2,0,2,0,
02/10/2024,CIUDAD DE MÉXICO,ECUADOR,4,4,0,3,1,
02/10/2024,CIUDAD DE MÉXICO,FEDERACION DE RUSIA,1,1,0,1,0,
02/10/2024,CIUDAD DE MÉXICO,INDIA,2,2,0,2,0,
02/10/2024,CIUDAD DE MÉXICO,NICARAGUA,1,1,0,1,0,
02/10/2024,CIUDAD DE MÉXICO,PANAMA,1,1,0,1,0,
02/10/2024,CIUDAD DE MÉXICO,PERU,1,1,0,0,1,
02/10/2024,CIUDAD DE MÉXICO,REPUBLICA CHECA,5,5,0,0,5,
02/10/2024,CIUDAD DE MÉXICO,TURQUIA,1,1,0,1,0,
02/10/2024,CIUDAD DE MÉXICO,URUGUAY,1,1,0,1,0,
02/10/2024,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,17,17,0,5,12,
02/10/2024,COAHUILA,CUBA,2,2,0,2,0,
02/10/2024,COAHUILA,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
02/10/2024,COAHUILA,NICARAGUA,6,6,0,4,2,
02/10/2024,COAHUILA,REPUBLICA BOLIVARIANA DE VENEZUELA,24,24,0,12,12,
02/10/2024,DURANGO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
02/10/2024,ESTADO DE MÉXICO,ARGENTINA,1,1,0,1,0,
02/10/2024,ESTADO DE MÉXICO,COLOMBIA,18,18,0,1,17,
02/10/2024,ESTADO DE MÉXICO,ECUADOR,1,1,0,1,0,
02/10/2024,ESTADO DE MÉXICO,ESPAÑA,2,2,0,2,0,
02/10/2024,ESTADO DE MÉXICO,FEDERACION DE RUSIA,3,3,0,3,0,
02/10/2024,ESTADO DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,9,9,0,9,0,
02/10/2024,HIDALGO,COLOMBIA,1,1,0,1,0,
02/10/2024,HIDALGO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
02/10/2024,JALISCO,COLOMBIA,1,1,0,1,0,
02/10/2024,JALISCO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
02/10/2024,JALISCO,UZBEKISTAN,1,1,0,1,0,
02/10/2024,NUEVO LEÓN,CHINA,3,3,0,3,0,
02/10/2024,NUEVO LEÓN,ECUADOR,6,6,0,1,5,
02/10/2024,NUEVO LEÓN,GUATEMALA,1,1,0,1,0,
02/10/2024,NUEVO LEÓN,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
02/10/2024,OAXACA,COLOMBIA,10,10,0,5,5,
02/10/2024,OAXACA,ECUADOR,82,82,0,58,24,
02/10/2024,OAXACA,EL SALVADOR,28,28,0,13,15,
02/10/2024,OAXACA,GUATEMALA,17,17,0,9,8,
02/10/2024,OAXACA,HAITI,9,9,0,5,4,
02/10/2024,OAXACA,HONDURAS,39,39,0,25,14,
02/10/2024,OAXACA,NICARAGUA,12,12,0,5,7,
02/10/2024,OAXACA,PERU,14,14,0,9,5,
02/10/2024,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,190,190,0,111,79,
02/10/2024,PUEBLA,CHINA,1,1,0,1,0,
02/10/2024,PUEBLA,ECUADOR,10,10,0,2,8,
02/10/2024,PUEBLA,EL SALVADOR,15,15,0,5,10,
02/10/2024,PUEBLA,ERITREA,2,2,0,2,0,
02/10/2024,PUEBLA,FILIPINAS,2,2,0,2,0,
02/10/2024,PUEBLA,GUATEMALA,6,6,0,4,2,
02/10/2024,PUEBLA,HONDURAS,4,4,0,2,2,
02/10/2024,PUEBLA,REPUBLICA BOLIVARIANA DE VENEZUELA,13,13,0,4,9,
02/10/2024,QUERÉTARO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
02/10/2024,QUINTANA ROO,ARGELIA,1,1,0,1,0,
02/10/2024,QUINTANA ROO,ARGENTINA,6,6,0,6,0,
02/10/2024,QUINTANA ROO,BELGICA,1,1,0,1,0,
02/10/2024,QUINTANA ROO,ESTADO PLURINACIONAL DE BOLIVIA,2,2,0,2,0,
02/10/2024,QUINTANA ROO,BRASIL,4,4,0,4,0,
02/10/2024,QUINTANA ROO,CHILE,2,2,0,2,0,
02/10/2024,QUINTANA ROO,CHINA,21,21,0,0,21,
02/10/2024,QUINTANA ROO,COLOMBIA,32,32,0,1,31,
02/10/2024,QUINTANA ROO,CUBA,24,24,0,24,0,
02/10/2024,QUINTANA ROO,EL SALVADOR,1,1,0,1,0,
02/10/2024,QUINTANA ROO,ESPAÑA,1,1,0,1,0,
02/10/2024,QUINTANA ROO,FILIPINAS,1,1,0,1,0,
02/10/2024,QUINTANA ROO,REPUBLICA ISLAMICA DEL IRAN,2,2,0,2,0,
02/10/2024,QUINTANA ROO,JAMAICA,1,1,0,1,0,
02/10/2024,QUINTANA ROO,TURQUIA,10,10,0,10,0,
02/10/2024,SINALOA,CHINA,2,2,0,2,0,
02/10/2024,SINALOA,COLOMBIA,3,3,0,0,3,
02/10/2024,SONORA,BRASIL,6,6,0,0,6,
02/10/2024,SONORA,ECUADOR,1,1,0,1,0,
02/10/2024,SONORA,GUATEMALA,5,5,0,5,0,
02/10/2024,SONORA,HONDURAS,1,1,0,1,0,
02/10/2024,SONORA,INDIA,3,3,0,3,0,
02/10/2024,SONORA,JAMAICA,1,1,0,1,0,
02/10/2024,SONORA,NICARAGUA,2,2,0,2,0,
02/10/2024,SONORA,TURQUIA,6,6,0,6,0,
02/10/2024,TABASCO,ARGENTINA,1,1,0,1,0,
02/10/2024,TABASCO,ESTADO PLURINACIONAL DE BOLIVIA,6,6,0,6,0,
02/10/2024,TABASCO,BRASIL,116,116,0,83,33,
02/10/2024,TABASCO,CHINA,128,128,0,126,2,
02/10/2024,TABASCO,COLOMBIA,123,123,0,120,3,
02/10/2024,TABASCO,CUBA,17,17,0,17,0,
02/10/2024,TABASCO,ECUADOR,105,105,0,105,0,
02/10/2024,TABASCO,EGIPTO,56,56,0,52,4,
02/10/2024,TABASCO,EL SALVADOR,122,122,0,122,0,
02/10/2024,TABASCO,GHANA,63,63,0,63,0,
02/10/2024,TABASCO,GUATEMALA,91,91,0,84,7,
02/10/2024,TABASCO,HAITI,23,23,0,23,0,
02/10/2024,TABASCO,HONDURAS,90,90,0,69,21,
02/10/2024,TABASCO,INDIA,56,56,0,56,0,
02/10/2024,TABASCO,JAMAICA,4,4,0,0,4,
02/10/2024,TABASCO,JORDANIA,2,2,0,2,0,
02/10/2024,TABASCO,KIRGUISTAN,37,37,0,37,0,
02/10/2024,TABASCO,MAURITANIA,76,76,0,76,0,
02/10/2024,TABASCO,NICARAGUA,62,62,0,62,0,
02/10/2024,TABASCO,PERU,21,21,0,21,0,
02/10/2024,TABASCO,REPUBLICA DOMINICANA,20,20,0,20,0,
02/10/2024,TABASCO,SENEGAL,23,23,0,23,0,
02/10/2024,TABASCO,TURQUIA,78,78,0,78,0,
02/10/2024,TABASCO,UZBEKISTAN,4,4,0,4,0,
02/10/2024,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,194,194,0,184,10,
02/10/2024,TABASCO,VIETNAM,83,83,0,83,0,
02/10/2024,TAMAULIPAS,CANADA,1,1,0,1,0,
02/10/2024,TAMAULIPAS,HONDURAS,2,2,0,2,0,
02/10/2024,TAMAULIPAS,NICARAGUA,7,7,0,7,0,
02/10/2024,TAMAULIPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
02/10/2024,TLAXCALA,CHINA,1,1,0,1,0,
02/10/2024,TLAXCALA,COLOMBIA,1,1,0,1,0,
02/10/2024,TLAXCALA,EL SALVADOR,1,1,0,1,0,
02/10/2024,TLAXCALA,GUATEMALA,1,1,0,1,0,
02/10/2024,TLAXCALA,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
02/10/2024,VERACRUZ,BRASIL,1,1,0,1,0,
02/10/2024,VERACRUZ,CAMERUN,2,2,0,2,0,
02/10/2024,VERACRUZ,COLOMBIA,4,4,0,0,4,
02/10/2024,VERACRUZ,ECUADOR,1,1,0,1,0,
02/10/2024,VERACRUZ,EGIPTO,3,3,0,3,0,
02/10/2024,VERACRUZ,HONDURAS,3,3,0,3,0,
02/10/2024,VERACRUZ,REPUBLICA BOLIVARIANA DE VENEZUELA,18,18,0,10,8,
02/10/2024,YUCATÁN,ARGENTINA,1,1,0,1,0,
02/10/2024,YUCATÁN,BRASIL,1,1,0,1,0,
02/10/2024,YUCATÁN,TURQUIA,4,4,0,4,0,
02/10/2024,YUCATÁN,VIETNAM,4,4,0,4,0,
02/10/2024,ZACATECAS,GUATEMALA,2,2,0,1,1,
02/10/2024,ZACATECAS,HONDURAS,3,3,0,0,3,
03/10/2024,BAJA CALIFORNIA,BRASIL,2,2,0,2,0,
