DIA,ESTADO / O.R.,NACIONALIDAD,EXTRANJEROS RESCATADOS POR EL INM,PRIMERA VEZ,REINCIDENCIA,PRESENTADOS EN EM,CANALIZADOS AL DIF,CONDUCCIÓN DE NORTE A SUR
26/01/2026,TABASCO,HONDURAS,3,3,0,3,0,
26/01/2026,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
26/01/2026,TLAXCALA,HONDURAS,1,1,0,1,0,
26/01/2026,VERACRUZ,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,1,1,0,
26/01/2026,YUCATÁN,COLOMBIA,1,1,0,1,0,
26/01/2026,YUCATÁN,CUBA,1,1,0,1,0,
26/01/2026,SONORA,CUBA,0,0,9,0,0,
26/01/2026,SONORA,EL SALVADOR,0,0,1,0,0,
26/01/2026,SONORA,GUATEMALA,0,0,1,0,0,
26/01/2026,SONORA,HONDURAS,0,0,1,0,0,
26/01/2026,SONORA,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,56,0,0,
26/01/2026,TABASCO,CHINA,0,0,2,0,0,
26/01/2026,TABASCO,CUBA,0,0,6,0,0,
26/01/2026,TABASCO,HAITI,0,0,1,0,0,
26/01/2026,TABASCO,REPUBLICA DOMINICANA,0,0,1,0,0,
26/01/2026,TAMAULIPAS,CAMERUN,0,0,1,0,0,
26/01/2026,TAMAULIPAS,COLOMBIA,0,0,1,0,0,
26/01/2026,TAMAULIPAS,CUBA,0,0,36,0,0,
26/01/2026,TAMAULIPAS,HONDURAS,0,0,1,0,0,
26/01/2026,TAMAULIPAS,MEXICO,0,0,4,0,0,
26/01/2026,TAMAULIPAS,NICARAGUA,0,0,2,0,0,
26/01/2026,TAMAULIPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,7,0,0,
26/01/2026,CHIAPAS,EL SALVADOR,0,0,2,0,0,
27/01/2026,BAJA CALIFORNIA,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
27/01/2026,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
27/01/2026,BAJA CALIFORNIA SUR,ESTADOS UNIDOS DE AMERICA,4,4,0,4,0,
27/01/2026,CHIAPAS,COLOMBIA,1,1,0,1,0,
27/01/2026,CHIAPAS,EL SALVADOR,3,3,1,3,0,
27/01/2026,CHIAPAS,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
27/01/2026,CHIAPAS,GUATEMALA,14,14,5,10,4,
27/01/2026,CHIAPAS,HONDURAS,8,8,3,6,2,
27/01/2026,CHIAPAS,NICARAGUA,2,2,0,2,0,
27/01/2026,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,14,14,10,14,0,
27/01/2026,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
27/01/2026,CIUDAD DE MÉXICO,COLOMBIA,1,1,0,1,0,
27/01/2026,CIUDAD DE MÉXICO,CUBA,1,1,0,1,0,
27/01/2026,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
27/01/2026,COAHUILA,BELICE,3,3,0,0,3,
27/01/2026,ESTADO DE MÉXICO,CUBA,1,1,0,1,0,
27/01/2026,ESTADO DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
27/01/2026,GUANAJUATO,COLOMBIA,2,2,0,2,0,
27/01/2026,HIDALGO,ARGENTINA,1,1,0,1,0,
27/01/2026,NUEVO LEÓN,EL SALVADOR,1,1,0,1,0,
27/01/2026,NUEVO LEÓN,HONDURAS,2,2,0,0,2,
27/01/2026,OAXACA,HONDURAS,2,2,0,2,0,
27/01/2026,QUINTANA ROO,ARGENTINA,1,1,0,1,0,
27/01/2026,QUINTANA ROO,CUBA,2,2,3,2,0,
27/01/2026,SAN LUIS POTOSÍ,CHINA,1,1,0,1,0,
27/01/2026,SAN LUIS POTOSÍ,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
27/01/2026,TABASCO,ESTADOS UNIDOS DE AMERICA,2,2,0,0,2,
27/01/2026,TABASCO,GUATEMALA,1,1,0,1,0,
27/01/2026,TABASCO,HAITI,3,3,0,3,0,
27/01/2026,TABASCO,HONDURAS,11,11,0,2,9,
27/01/2026,VERACRUZ,HONDURAS,1,1,0,1,0,
27/01/2026,TLAXCALA,CUBA,0,0,4,0,0,
27/01/2026,TLAXCALA,HONDURAS,0,0,3,0,0,
27/01/2026,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,2,0,0,
27/01/2026,CHIAPAS,CUBA,0,0,4,0,0,
27/01/2026,CHIAPAS,ECUADOR,0,0,2,0,0,
27/01/2026,CHIAPAS,HAITI,0,0,11,0,0,
28/01/2026,BAJA CALIFORNIA,ESTADOS UNIDOS DE AMERICA,3,3,0,3,0,
28/01/2026,BAJA CALIFORNIA,GUATEMALA,2,2,0,2,0,
28/01/2026,BAJA CALIFORNIA,SRI LANKA,3,3,0,3,0,
28/01/2026,CAMPECHE,HONDURAS,1,1,0,1,0,
28/01/2026,CHIAPAS,COLOMBIA,3,3,0,3,0,
28/01/2026,CHIAPAS,ECUADOR,1,1,3,1,0,
28/01/2026,CHIAPAS,EL SALVADOR,3,3,1,0,3,
28/01/2026,CHIAPAS,GUATEMALA,12,12,1,9,3,
28/01/2026,CHIAPAS,HAITI,3,3,13,3,0,
28/01/2026,CHIAPAS,HONDURAS,4,4,8,3,1,
28/01/2026,CHIAPAS,NICARAGUA,1,1,0,1,0,
28/01/2026,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,7,7,13,7,0,
28/01/2026,CHIHUAHUA,GUATEMALA,1,1,0,1,0,
28/01/2026,CHIHUAHUA,HONDURAS,2,2,1,2,0,
28/01/2026,CIUDAD DE MÉXICO,CHINA,1,1,0,1,0,
28/01/2026,CIUDAD DE MÉXICO,COLOMBIA,2,2,0,2,0,
28/01/2026,CIUDAD DE MÉXICO,CUBA,1,1,0,1,0,
28/01/2026,CIUDAD DE MÉXICO,EL SALVADOR,1,1,0,1,0,
28/01/2026,CIUDAD DE MÉXICO,GUATEMALA,1,1,0,1,0,
28/01/2026,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,5,5,0,5,0,
28/01/2026,COLIMA,GUATEMALA,1,1,0,1,0,
28/01/2026,ESTADO DE MÉXICO,COLOMBIA,2,2,0,2,0,
28/01/2026,ESTADO DE MÉXICO,ECUADOR,2,2,0,2,0,
28/01/2026,GUANAJUATO,COLOMBIA,2,2,0,2,0,
28/01/2026,HIDALGO,COLOMBIA,4,4,0,4,0,
28/01/2026,HIDALGO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
28/01/2026,MORELOS,COLOMBIA,2,2,0,2,0,
28/01/2026,NUEVO LEÓN,EL SALVADOR,1,1,0,1,0,
28/01/2026,PUEBLA,HONDURAS,1,1,0,1,0,
28/01/2026,SAN LUIS POTOSÍ,CUBA,1,1,0,1,0,
28/01/2026,SONORA,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
28/01/2026,SONORA,GUATEMALA,2,2,2,2,0,
28/01/2026,TABASCO,ARGENTINA,1,1,0,1,0,
28/01/2026,TABASCO,CUBA,2,2,0,2,0,
28/01/2026,TABASCO,EL SALVADOR,2,2,0,2,0,
28/01/2026,TABASCO,HONDURAS,8,8,1,4,4,
28/01/2026,TABASCO,PERU,1,1,0,1,0,
28/01/2026,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,8,2,0,
28/01/2026,TAMAULIPAS,COLOMBIA,2,2,0,2,0,
28/01/2026,TAMAULIPAS,EL SALVADOR,1,1,5,1,0,
28/01/2026,TAMAULIPAS,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
28/01/2026,TAMAULIPAS,GUATEMALA,3,3,0,3,0,
28/01/2026,TAMAULIPAS,HONDURAS,5,5,1,0,5,
28/01/2026,TAMAULIPAS,UZBEKISTAN,3,3,0,3,0,
28/01/2026,YUCATÁN,CUBA,1,1,0,1,0,
28/01/2026,YUCATÁN,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
28/01/2026,VERACRUZ,HONDURAS,0,0,1,0,0,
28/01/2026,SONORA,CUBA,0,0,23,0,0,
28/01/2026,SONORA,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,6,0,0,
28/01/2026,QUINTANA ROO,COLOMBIA,0,0,2,0,0,
28/01/2026,QUINTANA ROO,FEDERACION DE RUSIA,0,0,5,0,0,
28/01/2026,CHIAPAS,CUBA,0,0,8,0,0,
28/01/2026,CHIHUAHUA,CUBA,0,0,3,0,0,
28/01/2026,CHIHUAHUA,HAITI,0,0,3,0,0,
28/01/2026,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,31,0,0,
28/01/2026,TABASCO,ECUADOR,0,0,2,0,0,
28/01/2026,TABASCO,GHANA,0,0,1,0,0,
28/01/2026,BAJA CALIFORNIA,CUBA,0,0,27,0,0,
28/01/2026,BAJA CALIFORNIA,EL SALVADOR,0,0,1,0,0,
28/01/2026,TAMAULIPAS,CUBA,0,0,52,0,0,
28/01/2026,TAMAULIPAS,NICARAGUA,0,0,1,0,0,
28/01/2026,TAMAULIPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,5,0,0,
29/01/2026,BAJA CALIFORNIA,CHINA,1,1,0,1,0,
29/01/2026,BAJA CALIFORNIA,FEDERACION DE RUSIA,1,1,0,1,0,
29/01/2026,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
29/01/2026,CAMPECHE,COLOMBIA,2,2,0,2,0,
29/01/2026,CHIAPAS,COLOMBIA,2,2,0,2,0,
29/01/2026,CHIAPAS,CUBA,2,2,7,2,0,
29/01/2026,CHIAPAS,ECUADOR,1,1,5,1,0,
29/01/2026,CHIAPAS,EL SALVADOR,2,2,0,2,0,
29/01/2026,CHIAPAS,GUATEMALA,11,11,6,11,0,
29/01/2026,CHIAPAS,HAITI,2,2,4,2,0,
29/01/2026,CHIAPAS,HONDURAS,8,8,2,1,7,
29/01/2026,CHIAPAS,NICARAGUA,3,3,0,3,0,
29/01/2026,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,20,20,11,11,9,
29/01/2026,CHIHUAHUA,EL SALVADOR,1,1,0,1,0,
29/01/2026,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,15,0,1,
29/01/2026,CIUDAD DE MÉXICO,COLOMBIA,1,1,0,1,0,
29/01/2026,CIUDAD DE MÉXICO,PAKISTAN,1,1,0,1,0,
29/01/2026,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
29/01/2026,COAHUILA,ECUADOR,3,3,0,1,2,
29/01/2026,COAHUILA,HONDURAS,4,4,0,4,0,
29/01/2026,COAHUILA,REPUBLICA BOLIVARIANA DE VENEZUELA,4,4,0,0,4,
29/01/2026,ESTADO DE MÉXICO,ARGENTINA,1,1,0,1,0,
29/01/2026,ESTADO DE MÉXICO,CHINA,1,1,0,1,0,
29/01/2026,HIDALGO,CUBA,1,1,0,1,0,
29/01/2026,NUEVO LEÓN,COLOMBIA,1,1,0,1,0,
29/01/2026,NUEVO LEÓN,GUATEMALA,1,1,0,1,0,
29/01/2026,NUEVO LEÓN,HONDURAS,1,1,0,1,0,
29/01/2026,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,0,3,
29/01/2026,QUINTANA ROO,BRASIL,1,1,0,1,0,
29/01/2026,TABASCO,GUATEMALA,5,5,0,1,4,
29/01/2026,TABASCO,HONDURAS,13,13,0,9,4,
29/01/2026,VERACRUZ,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
29/01/2026,YUCATÁN,COLOMBIA,1,1,0,1,0,
29/01/2026,QUINTANA ROO,COLOMBIA,0,0,2,0,0,
29/01/2026,TLAXCALA,UCRANIA,0,0,1,0,0,
29/01/2026,CHIHUAHUA,CUBA,0,0,13,0,0,
29/01/2026,CHIHUAHUA,NICARAGUA,0,0,3,0,0,
29/01/2026,TABASCO,COLOMBIA,0,0,1,0,0,
29/01/2026,TABASCO,CUBA,0,0,4,0,0,
29/01/2026,TABASCO,NICARAGUA,0,0,1,0,0,
29/01/2026,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,6,0,0,
29/01/2026,BAJA CALIFORNIA,HONDURAS,0,0,1,0,0,
30/01/2026,BAJA CALIFORNIA,ESTADOS UNIDOS DE AMERICA,2,2,0,2,0,
30/01/2026,BAJA CALIFORNIA,HONDURAS,1,1,1,1,0,
30/01/2026,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,10,1,0,
30/01/2026,CAMPECHE,EL SALVADOR,1,1,0,1,0,
30/01/2026,CAMPECHE,GUATEMALA,2,2,0,2,0,
30/01/2026,CAMPECHE,HONDURAS,1,1,0,1,0,
30/01/2026,CHIAPAS,GUATEMALA,8,8,11,5,3,
30/01/2026,CHIAPAS,HAITI,2,2,10,1,1,
30/01/2026,CHIAPAS,HONDURAS,12,12,2,7,5,
30/01/2026,CHIAPAS,NICARAGUA,1,1,0,1,0,
30/01/2026,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,4,4,19,2,2,
30/01/2026,CHIHUAHUA,COLOMBIA,3,3,0,0,3,
30/01/2026,CHIHUAHUA,CUBA,3,3,0,0,3,
30/01/2026,CHIHUAHUA,GUATEMALA,1,1,0,1,0,
30/01/2026,CHIHUAHUA,REPUBLICA BOLIVARIANA DE VENEZUELA,39,39,0,0,39,
30/01/2026,CIUDAD DE MÉXICO,EL SALVADOR,1,1,0,1,0,
30/01/2026,CIUDAD DE MÉXICO,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
30/01/2026,COAHUILA,HONDURAS,1,1,0,0,1,
30/01/2026,ESTADO DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,0,1,
30/01/2026,HIDALGO,COLOMBIA,1,1,0,1,0,
30/01/2026,HIDALGO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
30/01/2026,MICHOACÁN,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
30/01/2026,NUEVO LEÓN,HONDURAS,1,1,0,1,0,
30/01/2026,OAXACA,ECUADOR,1,1,0,1,0,
30/01/2026,OAXACA,GHANA,1,1,0,1,0,
30/01/2026,OAXACA,GUATEMALA,3,3,0,3,0,
30/01/2026,OAXACA,NICARAGUA,2,2,0,0,2,
30/01/2026,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,4,4,0,4,0,
30/01/2026,PUEBLA,COLOMBIA,1,1,0,1,0,
30/01/2026,PUEBLA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
30/01/2026,QUINTANA ROO,BELICE,3,3,0,3,0,
30/01/2026,QUINTANA ROO,DINAMARCA,2,2,0,2,0,
30/01/2026,QUINTANA ROO,GUATEMALA,1,1,0,1,0,
30/01/2026,QUINTANA ROO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
30/01/2026,QUINTANA ROO,VIETNAM,2,2,0,2,0,
30/01/2026,SAN LUIS POTOSÍ,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,3,0,
30/01/2026,SONORA,GUATEMALA,1,1,2,1,0,
30/01/2026,TABASCO,GUATEMALA,5,5,0,1,4,
30/01/2026,TABASCO,HONDURAS,2,2,3,2,0,
30/01/2026,TAMAULIPAS,GUATEMALA,1,1,0,1,0,
30/01/2026,VERACRUZ,HONDURAS,1,1,0,1,0,
30/01/2026,ZACATECAS,CHILE,1,1,0,1,0,
30/01/2026,ZACATECAS,GUATEMALA,1,1,0,1,0,
30/01/2026,SONORA,CUBA,0,0,5,0,0,
30/01/2026,SONORA,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,2,0,0,
30/01/2026,TAMAULIPAS,CUBA,0,0,53,0,0,
30/01/2026,TAMAULIPAS,HONDURAS,0,0,3,0,0,
30/01/2026,TAMAULIPAS,NICARAGUA,0,0,1,0,0,
30/01/2026,TAMAULIPAS,EL SALVADOR,0,0,1,0,0,
30/01/2026,TAMAULIPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,18,0,0,
30/01/2026,TAMAULIPAS,HAITI,0,0,2,0,0,
30/01/2026,TAMAULIPAS,PAKISTAN,0,0,1,0,0,
30/01/2026,TLAXCALA,EL SALVADOR,0,0,1,0,0,
30/01/2026,CHIAPAS,COLOMBIA,0,0,1,0,0,
30/01/2026,CHIAPAS,CUBA,0,0,7,0,0,
30/01/2026,CHIAPAS,ECUADOR,0,0,3,0,0,
30/01/2026,CHIAPAS,EL SALVADOR,0,0,2,0,0,
30/01/2026,CHIAPAS,ESTADOS UNIDOS DE AMERICA,0,0,1,0,0,
30/01/2026,BAJA CALIFORNIA,CUBA,0,0,6,0,0,
30/01/2026,BAJA CALIFORNIA,GUATEMALA,0,0,3,0,0,
30/01/2026,BAJA CALIFORNIA,HAITI,0,0,1,0,0,
30/01/2026,BAJA CALIFORNIA,NICARAGUA,0,0,1,0,0,
31/01/2026,BAJA CALIFORNIA,COLOMBIA,1,1,0,1,0,
31/01/2026,CHIAPAS,CUBA,3,3,3,2,1,
31/01/2026,CHIAPAS,EL SALVADOR,1,1,2,1,0,
31/01/2026,CHIAPAS,ESTADOS UNIDOS DE AMERICA,1,1,1,1,0,
31/01/2026,CHIAPAS,GUATEMALA,15,15,2,8,7,
31/01/2026,CHIAPAS,HONDURAS,2,2,9,2,0,
31/01/2026,CHIAPAS,NICARAGUA,1,1,0,1,0,
31/01/2026,CHIAPAS,PERU,3,3,0,0,3,
31/01/2026,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,8,8,16,4,4,
31/01/2026,CHIHUAHUA,CHINA,1,1,0,1,0,
31/01/2026,CHIHUAHUA,EL SALVADOR,1,1,0,1,0,
31/01/2026,CHIHUAHUA,GUATEMALA,3,3,0,3,0,
31/01/2026,CIUDAD DE MÉXICO,GHANA,1,1,0,0,1,
31/01/2026,CIUDAD DE MÉXICO,GUATEMALA,1,1,0,1,0,
31/01/2026,COAHUILA,BELICE,3,3,0,0,3,
31/01/2026,COAHUILA,CUBA,2,2,0,2,0,
31/01/2026,COAHUILA,ECUADOR,2,2,0,0,2,
31/01/2026,DURANGO,GUATEMALA,1,1,0,1,0,
31/01/2026,JALISCO,CUBA,2,2,0,2,0,
31/01/2026,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
31/01/2026,QUINTANA ROO,BRASIL,2,2,0,2,0,
31/01/2026,SAN LUIS POTOSÍ,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,0,2,
31/01/2026,TABASCO,CUBA,1,1,6,1,0,
31/01/2026,TABASCO,EL SALVADOR,3,3,0,3,0,
31/01/2026,TABASCO,GUATEMALA,4,4,0,4,0,
31/01/2026,TABASCO,HONDURAS,4,4,0,4,0,
31/01/2026,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,1,1,0,
31/01/2026,YUCATÁN,EL SALVADOR,1,1,0,1,0,
31/01/2026,YUCATÁN,GUATEMALA,3,3,0,3,0,
31/01/2026,YUCATÁN,HONDURAS,1,1,0,1,0,
31/01/2026,ZACATECAS,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,0,3,
31/01/2026,QUINTANA ROO,CUBA,0,0,2,0,0,
31/01/2026,QUINTANA ROO,HAITI,0,0,1,0,0,
31/01/2026,QUINTANA ROO,NICARAGUA,0,0,1,0,0,
31/01/2026,CHIAPAS,ECUADOR,0,0,5,0,0,
31/01/2026,CHIAPAS,HAITI,0,0,4,0,0,
31/01/2026,CHIAPAS,REPUBLICA DOMINICANA,0,0,1,0,0,
01/02/2026,BAJA CALIFORNIA,ESTADOS UNIDOS DE AMERICA,3,3,0,3,0,
01/02/2026,BAJA CALIFORNIA,GUATEMALA,2,2,0,2,0,
01/02/2026,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,0,3,0,
01/02/2026,CHIAPAS,CHINA,1,1,0,1,0,
01/02/2026,CHIAPAS,COSTA RICA,1,1,0,1,0,
01/02/2026,CHIAPAS,CUBA,1,1,5,1,0,
01/02/2026,CHIAPAS,EL SALVADOR,4,4,7,4,0,
01/02/2026,CHIAPAS,GUATEMALA,9,9,10,7,2,
01/02/2026,CHIAPAS,HAITI,4,4,0,4,0,
01/02/2026,CHIAPAS,HONDURAS,10,10,2,9,1,
01/02/2026,CHIAPAS,NICARAGUA,2,2,0,2,0,
01/02/2026,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,3,3,20,3,0,
01/02/2026,CHIHUAHUA,ECUADOR,1,1,0,1,0,
01/02/2026,CHIHUAHUA,GUATEMALA,2,2,0,1,1,
01/02/2026,COAHUILA,ESTADOS UNIDOS DE AMERICA,2,2,0,0,2,
01/02/2026,COAHUILA,HONDURAS,5,5,0,1,4,
01/02/2026,ESTADO DE MÉXICO,COLOMBIA,2,2,0,2,0,
01/02/2026,GUANAJUATO,ARGENTINA,1,1,0,1,0,
01/02/2026,NUEVO LEÓN,ECUADOR,1,1,0,1,0,
01/02/2026,OAXACA,NIGERIA,1,1,0,1,0,
01/02/2026,OAXACA,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
01/02/2026,PUEBLA,EL SALVADOR,2,2,0,2,0,
01/02/2026,PUEBLA,HONDURAS,5,5,0,5,0,
01/02/2026,SAN LUIS POTOSÍ,CHILE,1,1,0,0,1,
01/02/2026,SAN LUIS POTOSÍ,REPUBLICA BOLIVARIANA DE VENEZUELA,5,5,0,3,2,
01/02/2026,SONORA,GUATEMALA,2,2,0,2,0,
01/02/2026,TABASCO,BELICE,1,1,0,1,0,
01/02/2026,TABASCO,CUBA,3,3,1,3,0,
01/02/2026,TABASCO,EL SALVADOR,1,1,0,1,0,
01/02/2026,TABASCO,ESTADOS UNIDOS DE AMERICA,2,2,0,1,1,
01/02/2026,TABASCO,GUATEMALA,8,8,0,3,5,
01/02/2026,TABASCO,HAITI,3,3,0,3,0,
01/02/2026,TABASCO,HONDURAS,7,7,0,3,4,
01/02/2026,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,6,1,0,
01/02/2026,TAMAULIPAS,GUATEMALA,1,1,0,1,0,
01/02/2026,VERACRUZ,HONDURAS,2,2,1,2,0,
01/02/2026,CHIAPAS,COLOMBIA,0,0,1,0,0,
01/02/2026,CHIAPAS,ECUADOR,0,0,1,0,0,
01/02/2026,VERACRUZ,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,1,0,0,
02/02/2026,BAJA CALIFORNIA,SRI LANKA,1,1,0,1,0,
02/02/2026,BAJA CALIFORNIA,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
02/02/2026,CAMPECHE,NICARAGUA,1,1,0,1,0,
02/02/2026,CHIAPAS,BRASIL,1,1,1,1,0,
02/02/2026,CHIAPAS,CUBA,2,2,2,2,0,
02/02/2026,CHIAPAS,GUATEMALA,11,11,7,4,7,
02/02/2026,CHIAPAS,HAITI,5,5,2,4,1,
02/02/2026,CHIAPAS,HONDURAS,2,2,1,2,0,
02/02/2026,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,5,5,20,1,4,
02/02/2026,CHIHUAHUA,GUATEMALA,1,1,0,0,1,
02/02/2026,COAHUILA,CHINA,1,1,0,1,0,
02/02/2026,COAHUILA,REPUBLICA FEDERAL DEMOCRATICA DE NEPAL,3,3,0,3,0,
02/02/2026,ESTADO DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
02/02/2026,NUEVO LEÓN,EL SALVADOR,1,1,0,1,0,
02/02/2026,NUEVO LEÓN,HONDURAS,1,1,0,1,0,
02/02/2026,NUEVO LEÓN,UCRANIA,1,1,0,1,0,
02/02/2026,OAXACA,COSTA RICA,1,1,0,1,0,
02/02/2026,PUEBLA,COLOMBIA,1,1,0,1,0,
02/02/2026,SAN LUIS POTOSÍ,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
02/02/2026,TABASCO,COLOMBIA,1,1,0,1,0,
02/02/2026,TABASCO,CUBA,1,1,13,1,0,
02/02/2026,TABASCO,GUATEMALA,6,6,0,3,3,
02/02/2026,TABASCO,HONDURAS,10,10,0,7,3,
02/02/2026,TABASCO,URUGUAY,1,1,0,1,0,
02/02/2026,TAMAULIPAS,HONDURAS,1,1,3,1,0,
02/02/2026,VERACRUZ,EL SALVADOR,1,1,0,1,0,
02/02/2026,VERACRUZ,HONDURAS,1,1,0,1,0,
02/02/2026,YUCATÁN,NICARAGUA,1,1,0,1,0,
02/02/2026,CHIAPAS,ECUADOR,0,0,4,0,0,
02/02/2026,CHIAPAS,EL SALVADOR,0,0,5,0,0,
02/02/2026,CHIAPAS,NICARAGUA,0,0,4,0,0,
02/02/2026,CHIHUAHUA,CUBA,0,0,22,0,0,
02/02/2026,QUINTANA ROO,ARGENTINA,0,0,1,0,0,
02/02/2026,TABASCO,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,3,0,0,
02/02/2026,VERACRUZ,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,2,0,0,
02/02/2026,TLAXCALA,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,2,0,0,
02/02/2026,TAMAULIPAS,CUBA,0,0,31,0,0,
02/02/2026,TAMAULIPAS,ESTADOS UNIDOS DE AMERICA,0,0,1,0,0,
02/02/2026,TAMAULIPAS,EL SALVADOR,0,0,2,0,0,
02/02/2026,TAMAULIPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,0,0,1,0,0,
03/02/2026,BAJA CALIFORNIA,RUMANIA,1,1,0,1,0,
03/02/2026,BAJA CALIFORNIA,SOMALIA,1,1,0,0,1,
03/02/2026,CHIAPAS,CUBA,8,8,7,5,3,
03/02/2026,CHIAPAS,ECUADOR,3,3,2,0,3,
03/02/2026,CHIAPAS,EL SALVADOR,2,2,3,0,2,
03/02/2026,CHIAPAS,GUATEMALA,12,12,5,10,2,
03/02/2026,CHIAPAS,HONDURAS,2,2,1,2,0,
03/02/2026,CHIAPAS,NICARAGUA,2,2,0,2,0,
03/02/2026,CHIAPAS,REPUBLICA BOLIVARIANA DE VENEZUELA,12,12,19,9,3,
03/02/2026,CHIHUAHUA,GUATEMALA,1,1,0,1,0,
03/02/2026,CHIHUAHUA,HONDURAS,1,1,0,1,0,
03/02/2026,CIUDAD DE MÉXICO,CUBA,1,1,0,1,0,
03/02/2026,CIUDAD DE MÉXICO,REPUBLICA BOLIVARIANA DE VENEZUELA,2,2,0,2,0,
03/02/2026,GUANAJUATO,COLOMBIA,2,2,0,2,0,
03/02/2026,GUANAJUATO,CUBA,1,1,0,1,0,
03/02/2026,GUANAJUATO,JAPON,1,1,0,1,0,
03/02/2026,GUANAJUATO,REPUBLICA BOLIVARIANA DE VENEZUELA,1,1,0,1,0,
03/02/2026,JALISCO,GUATEMALA,1,1,0,1,0,
03/02/2026,JALISCO,HAITI,1,1,0,1,0,
03/02/2026,MICHOACÁN,ESTADOS UNIDOS DE AMERICA,1,1,0,1,0,
03/02/2026,OAXACA,HONDURAS,1,1,0,1,0,
03/02/2026,PUEBLA,COLOMBIA,1,1,0,1,0,
03/02/2026,QUERÉTARO,COLOMBIA,1,1,0,1,0,
03/02/2026,SAN LUIS POTOSÍ,COLOMBIA,1,1,0,1,0,
