DIA,ESTADO / O.R.,NACIONALIDAD,INADMITIDOS
26/08/2025,Ciudad de México,Federación De Rusia,1
26/08/2025,Ciudad de México,Guatemala,2
26/08/2025,Ciudad de México,Pakistán,1
26/08/2025,Estado de México,Colombia,6
26/08/2025,Estado de México,Cuba,1
26/08/2025,Estado de México,España,1
26/08/2025,Jalisco,Colombia,1
26/08/2025,Jalisco,Uruguay,1
26/08/2025,Nuevo Leon,España,1
26/08/2025,Quintana Roo,China,3
26/08/2025,Quintana Roo,Colombia,2
26/08/2025,Quintana Roo,Cuba,2
27/08/2025,Baja California Sur,Estados Unidos de América,1
27/08/2025,Baja California,Estados Unidos de América,9
27/08/2025,Ciudad de México,Argentina,1
27/08/2025,Ciudad de México,China,2
27/08/2025,Ciudad de México,Colombia,11
27/08/2025,Ciudad de México,El Salvador,1
27/08/2025,Ciudad de México,Pakistán,1
27/08/2025,Ciudad de México,Panamá,1
27/08/2025,Ciudad de México,Paraguay,1
27/08/2025,Quintana Roo,Argentina,1
27/08/2025,Quintana Roo,China,1
27/08/2025,Quintana Roo,Colombia,4
27/08/2025,Quintana Roo,Cuba,2
27/08/2025,Quintana Roo,España,1
27/08/2025,Quintana Roo,Estados Unidos de América,1
27/08/2025,Quintana Roo,Nigeria,1
27/08/2025,Quintana Roo,República Dominicana,1
28/08/2025,Baja California,China,1
28/08/2025,Baja California,Estados Unidos de América,16
28/08/2025,Ciudad de México,Colombia,15
28/08/2025,Ciudad de México,Cuba,1
28/08/2025,Ciudad de México,Federación De Rusia,1
28/08/2025,Ciudad de México,Haití,1
28/08/2025,Ciudad de México,Turquía,1
28/08/2025,Colima,Estados Unidos de América,1
28/08/2025,Jalisco,Colombia,12
28/08/2025,Quintana Roo,China,4
28/08/2025,Quintana Roo,Colombia,4
28/08/2025,Quintana Roo,Estados Unidos de América,1
28/08/2025,Quintana Roo,Federación De Rusia,1
28/08/2025,Quintana Roo,Marruecos,1
28/08/2025,Quintana Roo,Perú,1
28/08/2025,Yucatán,Estados Unidos de América,1
29/08/2025,Baja California,Estados Unidos de América,10
29/08/2025,Chiapas,Guatemala,3
29/08/2025,Ciudad de México,Argentina,3
29/08/2025,Ciudad de México,China,2
29/08/2025,Ciudad de México,Colombia,15
29/08/2025,Ciudad de México,Costa Rica,1
29/08/2025,Ciudad de México,Cuba,6
29/08/2025,Ciudad de México,España,1
29/08/2025,Ciudad de México,México,1
29/08/2025,Estado de México,Colombia,5
29/08/2025,Jalisco,Israel,1
29/08/2025,Nuevo Leon,Colombia,3
29/08/2025,Quintana Roo,Argentina,1
29/08/2025,Quintana Roo,Colombia,15
29/08/2025,Quintana Roo,Costa Rica,1
29/08/2025,Quintana Roo,Cuba,1
29/08/2025,Quintana Roo,Guatemala,2
29/08/2025,Quintana Roo,Haití,1
29/08/2025,Quintana Roo,India,1
29/08/2025,Quintana Roo,Uruguay,1
30/08/2025,Baja California,El Salvador,1
30/08/2025,Baja California,Estados Unidos de América,10
30/08/2025,Ciudad de México,Canadá,1
30/08/2025,Ciudad de México,Colombia,9
30/08/2025,Ciudad de México,Cuba,1
30/08/2025,Ciudad de México,Estados Unidos de América,2
30/08/2025,Ciudad de México,Perú,2
30/08/2025,Estado de México,Colombia,2
30/08/2025,Estado de México,Cuba,2
30/08/2025,Estado de México,España,1
30/08/2025,Nuevo Leon,Cuba,1
30/08/2025,Nuevo Leon,España,1
30/08/2025,Quintana Roo,Brasil,1
30/08/2025,Quintana Roo,Chile,1
30/08/2025,Quintana Roo,China,3
30/08/2025,Quintana Roo,Colombia,18
30/08/2025,Quintana Roo,Cuba,1
30/08/2025,Quintana Roo,Estados Unidos de América,3
30/08/2025,Quintana Roo,Panamá,2
30/08/2025,Quintana Roo,Sudáfrica,3
30/08/2025,Quintana Roo,Taiwan (Provincia de China),1
31/08/2025,Baja California Sur,Estados Unidos de América,1
31/08/2025,Baja California,Estados Unidos de América,2
31/08/2025,Chiapas,Guatemala,1
31/08/2025,Ciudad de México,Cuba,1
31/08/2025,Ciudad de México,Guatemala,1
31/08/2025,Ciudad de México,Nicaragua,1
31/08/2025,Estado de México,Colombia,1
31/08/2025,Jalisco,Colombia,3
31/08/2025,Nuevo Leon,China,1
31/08/2025,Quintana Roo,Brasil,1
31/08/2025,Quintana Roo,China,3
31/08/2025,Quintana Roo,Colombia,5
31/08/2025,Quintana Roo,Egipto,1
31/08/2025,Quintana Roo,Estados Unidos de América,4
31/08/2025,Quintana Roo,Perú,1
31/08/2025,Quintana Roo,Reino Unido de Gran Bretaña e Irlanda del Norte,1
31/08/2025,Quintana Roo,Taiwan (Provincia de China),2
31/08/2025,Quintana Roo,Turquía,1
31/08/2025,Quintana Roo,Ucrania,1
31/08/2025,San Luis Potosí,Australia,1
01/09/2025,Baja California,China,3
01/09/2025,Baja California,Estados Unidos de América,2
01/09/2025,Chiapas,Colombia,1
01/09/2025,Ciudad de México,Argentina,1
01/09/2025,Ciudad de México,Colombia,7
01/09/2025,Ciudad de México,Cuba,2
01/09/2025,Ciudad de México,España,1
01/09/2025,Ciudad de México,Estados Unidos de América,1
01/09/2025,Estado de México,Colombia,2
01/09/2025,Estado de México,Estados Unidos de América,1
01/09/2025,Jalisco,Costa Rica,2
01/09/2025,Jalisco,Guatemala,1
01/09/2025,Nuevo Leon,Colombia,3
01/09/2025,Nuevo Leon,Honduras,1
01/09/2025,Quintana Roo,Argentina,1
01/09/2025,Quintana Roo,Camerún,2
01/09/2025,Quintana Roo,Colombia,4
01/09/2025,Quintana Roo,Túnez,1
02/09/2025,Baja California,China,5
02/09/2025,Baja California,Estados Unidos de América,13
02/09/2025,Ciudad de México,Argentina,2
02/09/2025,Ciudad de México,Brasil,1
02/09/2025,Ciudad de México,Camerún,1
02/09/2025,Ciudad de México,China,1
02/09/2025,Ciudad de México,Colombia,10
02/09/2025,Ciudad de México,Guatemala,1
02/09/2025,Ciudad de México,Haití,1
02/09/2025,Ciudad de México,Pakistán,1
02/09/2025,Ciudad de México,Panamá,1
02/09/2025,Ciudad de México,República de Moldova,1
02/09/2025,Ciudad de México,Turquía,1
02/09/2025,Ciudad de México,Ucrania,1
02/09/2025,Estado de México,España,1
02/09/2025,Estado de México,Federación De Rusia,1
02/09/2025,Jalisco,China,1
02/09/2025,Jalisco,Colombia,1
02/09/2025,Nuevo Leon,Honduras,1
02/09/2025,Quintana Roo,China,5
02/09/2025,Quintana Roo,Colombia,4
02/09/2025,Quintana Roo,Cuba,1
02/09/2025,Quintana Roo,España,1
03/09/2025,Baja California,Estados Unidos de América,3
03/09/2025,Ciudad de México,China,2
03/09/2025,Ciudad de México,Colombia,14
03/09/2025,Ciudad de México,Cuba,2
03/09/2025,Ciudad de México,Estado Plurinacional de Bolivia,1
03/09/2025,Ciudad de México,Federación De Rusia,4
03/09/2025,Ciudad de México,República Bolivariana de Venezuela,1
03/09/2025,Jalisco,Estados Unidos de América,1
03/09/2025,Nuevo Leon,Colombia,1
03/09/2025,Nuevo Leon,España,1
03/09/2025,Oaxaca,Guatemala,1
03/09/2025,Quintana Roo,Argentina,1
03/09/2025,Quintana Roo,China,1
03/09/2025,Quintana Roo,Colombia,17
03/09/2025,Quintana Roo,Estados Unidos de América,1
03/09/2025,Quintana Roo,India,1
03/09/2025,Quintana Roo,Taiwan (Provincia de China),1
03/09/2025,San Luis Potosí,Guatemala,1
04/09/2025,Baja California Sur,Estados Unidos de América,1
04/09/2025,Baja California,Estados Unidos de América,10
04/09/2025,Chiapas,Guatemala,1
04/09/2025,Ciudad de México,China,3
04/09/2025,Ciudad de México,Colombia,17
04/09/2025,Ciudad de México,Cuba,1
04/09/2025,Ciudad de México,Estados Unidos de América,1
04/09/2025,Ciudad de México,Guatemala,1
04/09/2025,Ciudad de México,Uzbekistán,2
04/09/2025,Jalisco,Colombia,7
04/09/2025,Nuevo Leon,Colombia,1
04/09/2025,Quintana Roo,Argentina,5
04/09/2025,Quintana Roo,Brasil,1
04/09/2025,Quintana Roo,Chile,1
04/09/2025,Quintana Roo,Colombia,17
04/09/2025,Quintana Roo,Costa Rica,2
04/09/2025,Quintana Roo,Cuba,2
04/09/2025,Quintana Roo,Estados Unidos de América,1
04/09/2025,Quintana Roo,Filipinas,1
04/09/2025,Quintana Roo,Guatemala,1
05/09/2025,Baja California,China,5
05/09/2025,Baja California,Estados Unidos de América,8
05/09/2025,Baja California,Federación De Rusia,1
05/09/2025,Chiapas,Guatemala,1
05/09/2025,Ciudad de México,Alemania,1
05/09/2025,Ciudad de México,Argentina,2
05/09/2025,Ciudad de México,Colombia,21
05/09/2025,Ciudad de México,Cuba,2
05/09/2025,Ciudad de México,El Salvador,1
05/09/2025,Ciudad de México,Pakistán,1
05/09/2025,Estado de México,España,1
05/09/2025,Jalisco,Colombia,1
05/09/2025,Nuevo Leon,Colombia,5
05/09/2025,Quintana Roo,Argentina,1
05/09/2025,Quintana Roo,Colombia,15
05/09/2025,Quintana Roo,España,1
05/09/2025,Quintana Roo,Estado Plurinacional de Bolivia,1
05/09/2025,Quintana Roo,Federación De Rusia,1
05/09/2025,Quintana Roo,Italia,2
05/09/2025,Quintana Roo,Panamá,2
06/09/2025,Baja California,Estados Unidos de América,5
06/09/2025,Chiapas,Guatemala,1
06/09/2025,Ciudad de México,Argentina,1
06/09/2025,Ciudad de México,China,6
06/09/2025,Ciudad de México,Colombia,15
06/09/2025,Ciudad de México,Cuba,6
06/09/2025,Ciudad de México,Ecuador,1
06/09/2025,Ciudad de México,Federación De Rusia,3
06/09/2025,Ciudad de México,India,1
06/09/2025,Ciudad de México,Nigeria,1
06/09/2025,Ciudad de México,Perú,1
06/09/2025,Jalisco,Brasil,1
06/09/2025,Jalisco,Estados Unidos de América,1
06/09/2025,Nuevo Leon,España,1
06/09/2025,Nuevo Leon,Haití,5
06/09/2025,Quintana Roo,Colombia,17
06/09/2025,Quintana Roo,Costa Rica,1
06/09/2025,Quintana Roo,Estados Unidos de América,5
06/09/2025,Quintana Roo,Federación De Rusia,1
06/09/2025,Quintana Roo,Haití,2
06/09/2025,Quintana Roo,Turquía,2
06/09/2025,Quintana Roo,Ucrania,3
07/09/2025,Chiapas,Guatemala,1
07/09/2025,Ciudad de México,Colombia,15
07/09/2025,Ciudad de México,Costa Rica,3
07/09/2025,Ciudad de México,Cuba,1
07/09/2025,Ciudad de México,Ghana,1
07/09/2025,Ciudad de México,Japón,1
07/09/2025,Ciudad de México,Panamá,1
07/09/2025,Ciudad de México,Perú,2
07/09/2025,Ciudad de México,Taiwan (Provincia de China),1
07/09/2025,Estado de México,Colombia,1
07/09/2025,Jalisco,Colombia,2
07/09/2025,Nuevo Leon,España,1
07/09/2025,Nuevo Leon,Honduras,1
07/09/2025,Nuevo Leon,Turquía,1
07/09/2025,Quintana Roo,Argentina,2
07/09/2025,Quintana Roo,Colombia,14
07/09/2025,Quintana Roo,Malasia,1
08/09/2025,Baja California,China,4
08/09/2025,Baja California,Estados Unidos de América,2
08/09/2025,Baja California,Federación De Rusia,1
08/09/2025,Baja California,Uganda,1
08/09/2025,Ciudad de México,China,1
08/09/2025,Ciudad de México,Colombia,8
08/09/2025,Ciudad de México,Cuba,1
08/09/2025,Ciudad de México,Estados Unidos de América,1
08/09/2025,Ciudad de México,Nicaragua,1
08/09/2025,Ciudad de México,República de Corea,7
08/09/2025,Ciudad de México,Ucrania,1
08/09/2025,Nuevo Leon,China,1
08/09/2025,Nuevo Leon,Colombia,3
08/09/2025,Quintana Roo,Argentina,2
08/09/2025,Quintana Roo,China,1
08/09/2025,Quintana Roo,Colombia,7
08/09/2025,Quintana Roo,Cuba,1
08/09/2025,Quintana Roo,Estados Unidos de América,3
08/09/2025,Quintana Roo,Pakistán,1
08/09/2025,Quintana Roo,Rumania,1
08/09/2025,Tamaulipas,Estados Unidos de América,1
09/09/2025,Baja California Sur,Estados Unidos de América,1
09/09/2025,Baja California,China,1
09/09/2025,Baja California,Estados Unidos de América,11
09/09/2025,Ciudad de México,Argentina,1
09/09/2025,Ciudad de México,China,9
09/09/2025,Ciudad de México,Colombia,5
09/09/2025,Ciudad de México,Cuba,1
09/09/2025,Ciudad de México,Estados Unidos de América,1
09/09/2025,Ciudad de México,Honduras,2
09/09/2025,Ciudad de México,México,1
09/09/2025,Ciudad de México,Nigeria,1
09/09/2025,Ciudad de México,República Bolivariana de Venezuela,1
09/09/2025,Nuevo Leon,Argentina,3
09/09/2025,Nuevo Leon,Ecuador,1
09/09/2025,Quintana Roo,Argentina,3
09/09/2025,Quintana Roo,Colombia,22
09/09/2025,Quintana Roo,España,1
09/09/2025,Quintana Roo,Israel,1
09/09/2025,Quintana Roo,Jamaica,1
10/09/2025,Baja California,China,2
10/09/2025,Baja California,Estados Unidos de América,10
10/09/2025,Ciudad de México,China,2
10/09/2025,Ciudad de México,Colombia,11
10/09/2025,Ciudad de México,Cuba,2
10/09/2025,Ciudad de México,Estados Unidos de América,1
10/09/2025,Ciudad de México,Perú,1
10/09/2025,Ciudad de México,República de Corea,1
10/09/2025,Jalisco,China,2
10/09/2025,Nuevo Leon,España,1
10/09/2025,Quintana Roo,Argentina,3
10/09/2025,Quintana Roo,Colombia,9
10/09/2025,Quintana Roo,España,1
10/09/2025,Quintana Roo,Jamaica,1
11/09/2025,Baja California,Estados Unidos de América,3
11/09/2025,Chiapas,Guatemala,1
11/09/2025,Ciudad de México,Albania,1
11/09/2025,Ciudad de México,Argentina,3
11/09/2025,Ciudad de México,Brasil,1
11/09/2025,Ciudad de México,China,7
11/09/2025,Ciudad de México,Colombia,11
11/09/2025,Ciudad de México,Cuba,3
11/09/2025,Ciudad de México,Estados Unidos de América,1
11/09/2025,Ciudad de México,Italia,1
11/09/2025,Ciudad de México,Pakistán,1
11/09/2025,Ciudad de México,Uruguay,1
11/09/2025,Ciudad de México,Uzbekistán,3
11/09/2025,Estado de México,Colombia,1
11/09/2025,Estado de México,República Dominicana,1
11/09/2025,Jalisco,Colombia,8
11/09/2025,Nuevo Leon,Colombia,1
11/09/2025,Nuevo Leon,Estado Plurinacional de Bolivia,1
11/09/2025,Quintana Roo,Argentina,1
11/09/2025,Quintana Roo,Colombia,5
11/09/2025,Quintana Roo,Cuba,1
11/09/2025,Quintana Roo,Estados Unidos de América,1
12/09/2025,Baja California,China,1
12/09/2025,Baja California,Estados Unidos de América,9
12/09/2025,Ciudad de México,Argentina,1
12/09/2025,Ciudad de México,Colombia,17
12/09/2025,Ciudad de México,Cuba,1
12/09/2025,Ciudad de México,Estados Unidos de América,1
12/09/2025,Ciudad de México,Guatemala,1
12/09/2025,Jalisco,Colombia,1
12/09/2025,Nuevo Leon,Colombia,6
12/09/2025,Nuevo Leon,Honduras,1
12/09/2025,Quintana Roo,China,2
12/09/2025,Quintana Roo,Colombia,6
12/09/2025,Quintana Roo,Trinidad y Tobago,1
12/09/2025,Quintana Roo,Túnez,1
12/09/2025,Tamaulipas,Estados Unidos de América,1
13/09/2025,Baja California,Estados Unidos de América,1
13/09/2025,Chiapas,Estados Unidos de América,1
13/09/2025,Chiapas,Guatemala,1
13/09/2025,Ciudad de México,Argentina,1
13/09/2025,Ciudad de México,Chile,1
13/09/2025,Ciudad de México,China,4
13/09/2025,Ciudad de México,Colombia,6
13/09/2025,Ciudad de México,Costa Rica,4
13/09/2025,Ciudad de México,Cuba,2
13/09/2025,Ciudad de México,Estados Unidos de América,1
13/09/2025,Ciudad de México,Guatemala,3
13/09/2025,Ciudad de México,Honduras,1
13/09/2025,Ciudad de México,India,2
13/09/2025,Ciudad de México,Nigeria,1
13/09/2025,Ciudad de México,República de Corea,1
13/09/2025,Estado de México,Colombia,1
13/09/2025,Jalisco,China,3
13/09/2025,Jalisco,Estados Unidos de América,1
13/09/2025,Nuevo Leon,Cuba,2
13/09/2025,Nuevo Leon,España,2
13/09/2025,Nuevo Leon,Estados Unidos de América,1
13/09/2025,Querétaro,Estados Unidos de América,1
13/09/2025,Quintana Roo,Colombia,6
13/09/2025,Quintana Roo,Cuba,1
13/09/2025,Quintana Roo,Estados Unidos de América,4
13/09/2025,Quintana Roo,Federación De Rusia,1
14/09/2025,Baja California,Estados Unidos de América,1
14/09/2025,Ciudad de México,Argentina,1
14/09/2025,Ciudad de México,Colombia,12
14/09/2025,Ciudad de México,Costa Rica,2
14/09/2025,Ciudad de México,España,1
14/09/2025,Ciudad de México,Honduras,1
14/09/2025,Estado de México,China,1
14/09/2025,Estado de México,Japón,1
14/09/2025,Jalisco,Colombia,9
14/09/2025,Nuevo Leon,Panamá,2
14/09/2025,Quintana Roo,Bélgica,1
14/09/2025,Quintana Roo,Colombia,10
14/09/2025,Quintana Roo,Egipto,1
14/09/2025,Quintana Roo,España,1
14/09/2025,Quintana Roo,Estados Unidos de América,2
15/09/2025,Baja California,China,2
15/09/2025,Baja California,Estados Unidos de América,3
15/09/2025,Ciudad de México,Argentina,1
15/09/2025,Ciudad de México,Canadá,1
15/09/2025,Ciudad de México,China,2
15/09/2025,Ciudad de México,Colombia,11
15/09/2025,Ciudad de México,Cuba,2
15/09/2025,Ciudad de México,Ecuador,2
15/09/2025,Ciudad de México,Eslovaquia,1
15/09/2025,Ciudad de México,República Dominicana,1
15/09/2025,Jalisco,Colombia,4
15/09/2025,Jalisco,India,1
15/09/2025,Quintana Roo,Argentina,1
15/09/2025,Quintana Roo,Colombia,3
15/09/2025,Quintana Roo,Estados Unidos de América,1
15/09/2025,Quintana Roo,Filipinas,2
15/09/2025,Quintana Roo,Ucrania,1
16/09/2025,Baja California,Estados Unidos de América,1
16/09/2025,Chiapas,Colombia,3
16/09/2025,Ciudad de México,Argentina,1
16/09/2025,Ciudad de México,China,6
16/09/2025,Ciudad de México,Colombia,5
16/09/2025,Ciudad de México,El Salvador,1
16/09/2025,Ciudad de México,Perú,1
16/09/2025,Ciudad de México,Rumania,1
16/09/2025,Ciudad de México,Ucrania,1
16/09/2025,Nuevo Leon,China,2
16/09/2025,Quintana Roo,Argentina,1
16/09/2025,Quintana Roo,Colombia,6
16/09/2025,Quintana Roo,Estados Unidos de América,2
16/09/2025,Quintana Roo,Estonia,1
16/09/2025,Quintana Roo,Guatemala,1
16/09/2025,Quintana Roo,Italia,1
16/09/2025,Quintana Roo,Perú,1
17/09/2025,Baja California,China,2
17/09/2025,Baja California,Estados Unidos de América,1
17/09/2025,Baja California,Polonia,1
17/09/2025,Chiapas,Guatemala,2
17/09/2025,Ciudad de México,Argentina,2
17/09/2025,Ciudad de México,Brasil,1
17/09/2025,Ciudad de México,Chile,1
17/09/2025,Ciudad de México,Colombia,6
17/09/2025,Ciudad de México,Cuba,2
17/09/2025,Ciudad de México,Estados Unidos de América,2
17/09/2025,Ciudad de México,Federación De Rusia,1
17/09/2025,Ciudad de México,Haití,2
17/09/2025,Ciudad de México,Marruecos,1
17/09/2025,Ciudad de México,Nicaragua,2
17/09/2025,Ciudad de México,Perú,1
17/09/2025,Jalisco,China,3
17/09/2025,Jalisco,Colombia,3
17/09/2025,Jalisco,Estado Plurinacional de Bolivia,1
17/09/2025,Nuevo Leon,Haití,1
17/09/2025,Quintana Roo,Colombia,11
17/09/2025,Quintana Roo,Cuba,1
17/09/2025,Quintana Roo,Estados Unidos de América,2
17/09/2025,Quintana Roo,Jamaica,1
17/09/2025,Quintana Roo,República Democrática del Congo,1
18/09/2025,Baja California Sur,Estados Unidos de América,3
18/09/2025,Baja California,Estados Unidos de América,6
18/09/2025,Ciudad de México,Argentina,1
18/09/2025,Ciudad de México,China,1
18/09/2025,Ciudad de México,Colombia,10
18/09/2025,Ciudad de México,Cuba,3
18/09/2025,Ciudad de México,Haití,1
18/09/2025,Ciudad de México,Perú,1
18/09/2025,Ciudad de México,República Bolivariana de Venezuela,1
18/09/2025,Ciudad de México,República de Corea,1
18/09/2025,Ciudad de México,Turquía,1
18/09/2025,Estado de México,Colombia,1
18/09/2025,Jalisco,Colombia,4
18/09/2025,Jalisco,Paraguay,1
18/09/2025,Nuevo Leon,Argentina,1
18/09/2025,Nuevo Leon,Colombia,2
18/09/2025,Nuevo Leon,Iraq,1
18/09/2025,Quintana Roo,Colombia,7
18/09/2025,Quintana Roo,Estados Unidos de América,1
18/09/2025,Quintana Roo,Israel,1
18/09/2025,Quintana Roo,Mauricio,1
18/09/2025,Quintana Roo,Nigeria,1
18/09/2025,Quintana Roo,Panamá,1
19/09/2025,Baja California Sur,Estados Unidos de América,1
19/09/2025,Baja California,Bangladesh,1
19/09/2025,Baja California,China,3
19/09/2025,Baja California,Estados Unidos de América,3
19/09/2025,Ciudad de México,China,8
19/09/2025,Ciudad de México,Colombia,15
19/09/2025,Ciudad de México,Cuba,2
19/09/2025,Ciudad de México,El Salvador,1
19/09/2025,Ciudad de México,Estados Unidos de América,2
19/09/2025,Ciudad de México,Haití,1
19/09/2025,Ciudad de México,Italia,2
19/09/2025,Ciudad de México,Nicaragua,1
19/09/2025,Ciudad de México,Paraguay,1
19/09/2025,Jalisco,Colombia,2
19/09/2025,Nuevo Leon,Argentina,1
19/09/2025,Nuevo Leon,Colombia,4
19/09/2025,Nuevo Leon,Panamá,1
19/09/2025,Nuevo Leon,Paraguay,1
19/09/2025,Quintana Roo,Argentina,3
19/09/2025,Quintana Roo,Colombia,10
19/09/2025,Quintana Roo,Estados Unidos de América,1
19/09/2025,Quintana Roo,Filipinas,1
19/09/2025,Quintana Roo,Paraguay,1
19/09/2025,Quintana Roo,Perú,1
19/09/2025,Quintana Roo,República Bolivariana de Venezuela,1
19/09/2025,Yucatán,Cuba,1
