DIA,ESTADO / O.R.,NACIONALIDAD,RETORNADOS A SU PAÍS,DEPORTADOS,RETORNOS ASISTIDOS
12/11/2025,Chiapas,El Salvador,1,0,1
12/11/2025,Chiapas,Guatemala,15,2,13
12/11/2025,Chihuahua,El Salvador,1,1,0
12/11/2025,Chihuahua,Guatemala,1,0,1
12/11/2025,Ciudad de México,Cuba,1,0,1
12/11/2025,Ciudad de México,Guatemala,1,0,1
12/11/2025,Ciudad de México,Israel,2,0,2
12/11/2025,Puebla,El Salvador,1,0,1
12/11/2025,Tabasco,Colombia,1,1,0
12/11/2025,Tamaulipas,Estados Unidos de América,1,1,0
13/11/2025,Baja California,Estados Unidos de América,1,0,1
13/11/2025,Baja California,Guatemala,1,0,1
13/11/2025,Chiapas,Cuba,4,0,4
13/11/2025,Chiapas,Ecuador,1,0,1
13/11/2025,Chiapas,El Salvador,1,1,0
13/11/2025,Chiapas,Guatemala,8,0,8
13/11/2025,Chiapas,Haití,1,0,1
13/11/2025,Chiapas,Honduras,18,9,9
13/11/2025,Chihuahua,Guatemala,3,0,3
13/11/2025,Ciudad de México,Colombia,2,2,0
13/11/2025,Ciudad de México,Ecuador,1,1,0
13/11/2025,Querétaro,Colombia,1,1,0
13/11/2025,Querétaro,Honduras,1,1,0
13/11/2025,Tabasco,Guatemala,1,1,0
13/11/2025,Tabasco,Honduras,1,1,0
13/11/2025,Veracruz,Estados Unidos de América,1,1,0
14/11/2025,Chiapas,Cuba,1,0,1
14/11/2025,Chiapas,Guatemala,6,0,6
14/11/2025,Ciudad de México,Ecuador,3,0,3
14/11/2025,Ciudad de México,España,1,0,1
14/11/2025,Tamaulipas,Guatemala,2,0,2
14/11/2025,Yucatán,Colombia,1,1,0
14/11/2025,Yucatán,El Salvador,1,1,0
15/11/2025,Chiapas,Guatemala,12,1,11
15/11/2025,Ciudad de México,Honduras,1,0,1
15/11/2025,Oaxaca,Ecuador,1,0,1
15/11/2025,Puebla,Colombia,1,1,0
15/11/2025,Sinaloa,Colombia,1,0,1
17/11/2025,Baja California,Estados Unidos de América,2,0,2
17/11/2025,Baja California,Guatemala,3,0,3
17/11/2025,Baja California,Honduras,2,0,2
17/11/2025,Baja California,Nicaragua,1,0,1
17/11/2025,Baja California,República Bolivariana de Venezuela,2,0,2
17/11/2025,Chiapas,Guatemala,32,3,29
17/11/2025,Chiapas,Honduras,15,5,10
17/11/2025,Ciudad de México,Guatemala,1,0,1
18/11/2025,Baja California,El Salvador,1,0,1
18/11/2025,Chiapas,El Salvador,1,0,1
18/11/2025,Chiapas,Guatemala,26,0,26
18/11/2025,Chiapas,Honduras,6,0,6
18/11/2025,Tabasco,Honduras,20,1,19
19/11/2025,Chiapas,Colombia,1,1,0
19/11/2025,Chiapas,El Salvador,3,0,3
19/11/2025,Chiapas,Guatemala,22,3,19
19/11/2025,Ciudad de México,Colombia,1,0,1
19/11/2025,Ciudad de México,Guatemala,1,0,1
19/11/2025,Puebla,Estados Unidos de América,1,1,0
19/11/2025,Tabasco,Colombia,3,3,0
19/11/2025,Tabasco,Guatemala,25,0,25
19/11/2025,Veracruz,Honduras,16,0,16
20/11/2025,Baja California,Estados Unidos de América,1,0,1
20/11/2025,Baja California,República Bolivariana de Venezuela,3,0,3
20/11/2025,Chiapas,Colombia,2,0,2
20/11/2025,Chiapas,Cuba,2,0,2
20/11/2025,Chiapas,El Salvador,3,0,3
20/11/2025,Chiapas,Guatemala,9,4,5
20/11/2025,Chiapas,Honduras,26,8,18
20/11/2025,Ciudad de México,Colombia,5,4,1
20/11/2025,Ciudad de México,Estados Unidos de América,1,1,0
20/11/2025,Nuevo León,Guatemala,1,1,0
20/11/2025,Tabasco,Colombia,2,2,0
21/11/2025,Baja California,Colombia,1,0,1
21/11/2025,Chiapas,Colombia,2,1,1
21/11/2025,Chiapas,El Salvador,1,1,0
21/11/2025,Chiapas,Guatemala,12,4,8
21/11/2025,Chiapas,Haití,1,0,1
21/11/2025,Chiapas,República Dominicana,1,0,1
21/11/2025,Chiapas,Uzbekistán,1,0,1
21/11/2025,Chihuahua,Ecuador,1,0,1
21/11/2025,Chihuahua,Guatemala,8,0,8
21/11/2025,Chihuahua,Honduras,1,0,1
21/11/2025,Chihuahua,República Dominicana,1,0,1
21/11/2025,Ciudad de México,El Salvador,1,1,0
21/11/2025,Ciudad de México,Guatemala,3,0,3
21/11/2025,Nuevo León,Honduras,4,4,0
21/11/2025,Quintana Roo,Estados Unidos de América,1,1,0
21/11/2025,Tamaulipas,Estados Unidos de América,1,1,0
22/11/2025,Chihuahua,Guatemala,21,0,21
22/11/2025,Ciudad de México,Colombia,2,1,1
22/11/2025,Tabasco,El Salvador,2,1,1
23/11/2025,Baja California,Canadá,1,0,1
23/11/2025,Baja California,Cuba,1,0,1
23/11/2025,Baja California,Estados Unidos de América,3,0,3
23/11/2025,Baja California,Guatemala,2,0,2
23/11/2025,Baja California,Honduras,1,0,1
23/11/2025,Chiapas,Guatemala,8,0,8
23/11/2025,Ciudad de México,Ecuador,1,1,0
23/11/2025,Tamaulipas,Colombia,1,1,0
24/11/2025,Baja California,Guatemala,1,0,1
24/11/2025,Chiapas,Ecuador,2,1,1
24/11/2025,Chiapas,Guatemala,24,5,19
24/11/2025,Chiapas,Honduras,9,3,6
24/11/2025,Nuevo León,Honduras,1,0,1
24/11/2025,Tabasco,Guatemala,4,0,4
24/11/2025,Veracruz,El Salvador,1,0,1
25/11/2025,Baja California,Guatemala,3,0,3
25/11/2025,Baja California,Honduras,1,0,1
25/11/2025,Chiapas,Colombia,2,0,2
25/11/2025,Chiapas,Cuba,2,0,2
25/11/2025,Chiapas,El Salvador,1,0,1
25/11/2025,Chiapas,Guatemala,11,0,11
25/11/2025,Chiapas,Honduras,4,0,4
25/11/2025,Ciudad de México,Colombia,4,3,1
25/11/2025,Puebla,Guatemala,1,0,1
25/11/2025,Puebla,Honduras,1,1,0
25/11/2025,Tabasco,Honduras,23,0,23
25/11/2025,Veracruz,Honduras,8,0,8
26/11/2025,Baja California,El Salvador,1,0,1
26/11/2025,Baja California,Estados Unidos de América,2,0,2
26/11/2025,Baja California,Guatemala,2,0,2
26/11/2025,Chiapas,Colombia,4,0,4
26/11/2025,Chiapas,El Salvador,2,0,2
26/11/2025,Chiapas,Guatemala,39,2,37
26/11/2025,Nayarit,Nueva Zelandia,1,1,0
26/11/2025,Tabasco,Guatemala,16,2,14
27/11/2025,Chiapas,Cuba,1,0,1
27/11/2025,Chiapas,El Salvador,2,0,2
27/11/2025,Chiapas,Guatemala,8,1,7
27/11/2025,Chiapas,Honduras,7,2,5
27/11/2025,Chiapas,Panamá,1,0,1
27/11/2025,Chihuahua,Guatemala,4,0,4
27/11/2025,Ciudad de México,Ecuador,1,0,1
27/11/2025,Ciudad de México,Guatemala,1,1,0
27/11/2025,Ciudad de México,Honduras,1,1,0
27/11/2025,Puebla,Colombia,1,1,0
27/11/2025,Puebla,Guatemala,1,1,0
27/11/2025,Sonora,Guatemala,3,0,3
27/11/2025,Tabasco,El Salvador,1,1,0
27/11/2025,Tabasco,Honduras,1,1,0
27/11/2025,Tamaulipas,Ecuador,1,1,0
27/11/2025,Tamaulipas,Honduras,1,1,0
27/11/2025,Yucatán,Ecuador,1,1,0
28/11/2025,Baja California,Guatemala,1,1,0
28/11/2025,Chiapas,Cuba,1,0,1
28/11/2025,Chiapas,El Salvador,2,0,2
28/11/2025,Chiapas,Guatemala,16,2,14
28/11/2025,Chiapas,Honduras,3,0,3
28/11/2025,Ciudad de México,Colombia,1,1,0
28/11/2025,Ciudad de México,Ecuador,1,0,1
28/11/2025,Ciudad de México,Guatemala,3,1,2
28/11/2025,Nuevo León,Honduras,1,1,0
28/11/2025,Sonora,Guatemala,1,0,1
28/11/2025,Zacatecas,Honduras,1,0,1
29/11/2025,Chiapas,Guatemala,5,0,5
29/11/2025,Ciudad de México,Colombia,3,3,0
29/11/2025,Ciudad de México,El Salvador,1,0,1
29/11/2025,Ciudad de México,Honduras,1,1,0
29/11/2025,Ciudad de México,República Dominicana,1,1,0
29/11/2025,Tabasco,El Salvador,1,0,1
30/11/2025,Baja California,Colombia,1,0,1
30/11/2025,Baja California,Honduras,1,0,1
30/11/2025,Baja California,República Bolivariana de Venezuela,2,0,2
01/12/2025,Baja California,El Salvador,1,0,1
01/12/2025,Baja California,Nicaragua,1,0,1
01/12/2025,Baja California,República Bolivariana de Venezuela,1,0,1
01/12/2025,Chiapas,Guatemala,25,8,17
01/12/2025,Chiapas,Honduras,12,5,7
01/12/2025,Chihuahua,Guatemala,3,0,3
01/12/2025,Ciudad de México,Colombia,1,1,0
02/12/2025,Baja California,China,1,0,1
02/12/2025,Chiapas,El Salvador,4,0,4
02/12/2025,Chiapas,Guatemala,14,0,14
02/12/2025,Chiapas,Honduras,6,0,6
02/12/2025,Nuevo León,Estados Unidos de América,2,2,0
02/12/2025,Querétaro,Colombia,1,1,0
02/12/2025,Tabasco,Guatemala,26,0,26
02/12/2025,Tabasco,Honduras,19,0,19
03/12/2025,Baja California,Cuba,1,0,1
03/12/2025,Baja California,Estados Unidos de América,1,0,1
03/12/2025,Baja California,Guatemala,4,0,4
03/12/2025,Baja California,Honduras,1,0,1
03/12/2025,Baja California,República Bolivariana de Venezuela,1,0,1
03/12/2025,Chiapas,Colombia,3,0,3
03/12/2025,Chiapas,Guatemala,17,4,13
03/12/2025,Chiapas,Nicaragua,1,1,0
03/12/2025,Ciudad de México,Argentina,1,0,1
03/12/2025,Tabasco,El Salvador,2,2,0
03/12/2025,Veracruz,El Salvador,2,0,2
03/12/2025,Veracruz,Guatemala,2,0,2
03/12/2025,Yucatán,Colombia,3,3,0
04/12/2025,Baja California,República Bolivariana de Venezuela,1,1,0
04/12/2025,Chiapas,El Salvador,2,0,2
04/12/2025,Chiapas,Guatemala,3,0,3
04/12/2025,Chiapas,Honduras,10,3,7
04/12/2025,Chiapas,Uzbekistán,1,0,1
04/12/2025,Chihuahua,Guatemala,2,0,2
04/12/2025,Ciudad de México,Guatemala,3,0,3
04/12/2025,Ciudad de México,Honduras,1,1,0
04/12/2025,Tabasco,Guatemala,19,3,16
04/12/2025,Yucatán,Guatemala,1,1,0
04/12/2025,Zacatecas,Guatemala,2,0,2
05/12/2025,Aguascalientes,Estados Unidos de América,1,1,0
05/12/2025,Baja California,Brasil,1,0,1
05/12/2025,Chiapas,El Salvador,5,2,3
05/12/2025,Chiapas,Guatemala,19,0,19
05/12/2025,Chiapas,Honduras,3,0,3
05/12/2025,Chiapas,República Bolivariana de Venezuela,2,0,2
05/12/2025,Ciudad de México,Ecuador,1,0,1
05/12/2025,Ciudad de México,El Salvador,1,0,1
05/12/2025,Ciudad de México,Guatemala,3,0,3
05/12/2025,Oaxaca,Colombia,1,1,0
05/12/2025,Tabasco,Guatemala,31,2,29
06/12/2025,Chiapas,Colombia,5,0,5
06/12/2025,Chiapas,Guatemala,7,0,7
06/12/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
06/12/2025,Ciudad de México,Colombia,3,3,0
06/12/2025,Ciudad de México,Ecuador,1,1,0
06/12/2025,Ciudad de México,Guatemala,2,2,0
06/12/2025,Oaxaca,España,1,0,1
06/12/2025,Oaxaca,Nicaragua,2,2,0
06/12/2025,Querétaro,Colombia,1,1,0
06/12/2025,Tabasco,Cuba,1,1,0
06/12/2025,Yucatán,Colombia,1,1,0
07/12/2025,Baja California,Estados Unidos de América,1,0,1
07/12/2025,Baja California,Haití,1,0,1
07/12/2025,Ciudad de México,Guatemala,1,1,0
07/12/2025,Oaxaca,Honduras,1,1,0
07/12/2025,Tamaulipas,Cuba,1,1,0
08/12/2025,Chiapas,Ecuador,1,0,1
08/12/2025,Chiapas,Guatemala,17,1,16
08/12/2025,Chiapas,Honduras,19,5,14
08/12/2025,Ciudad de México,El Salvador,1,1,0
08/12/2025,Nuevo León,Federación De Rusia,1,1,0
09/12/2025,Baja California,Estados Unidos de América,1,0,1
09/12/2025,Baja California,Honduras,2,0,2
09/12/2025,Chiapas,Colombia,1,0,1
09/12/2025,Chiapas,Ecuador,1,0,1
09/12/2025,Chiapas,El Salvador,1,0,1
09/12/2025,Chiapas,Guatemala,15,1,14
09/12/2025,Chihuahua,Guatemala,3,0,3
09/12/2025,Ciudad de México,Colombia,2,2,0
09/12/2025,Nuevo León,Guatemala,1,0,1
09/12/2025,Sonora,Estados Unidos de América,1,1,0
09/12/2025,Tabasco,Guatemala,17,1,16
09/12/2025,Tabasco,Honduras,14,0,14
09/12/2025,Tamaulipas,Guatemala,4,4,0
09/12/2025,Veracruz,Honduras,5,0,5
10/12/2025,Chiapas,Colombia,1,0,1
10/12/2025,Chiapas,El Salvador,2,1,1
10/12/2025,Chiapas,Guatemala,7,0,7
10/12/2025,Chiapas,Nicaragua,2,0,2
10/12/2025,Ciudad de México,Colombia,1,1,0
10/12/2025,Querétaro,Colombia,1,1,0
11/12/2025,Baja California,El Salvador,1,0,1
11/12/2025,Baja California,Guatemala,1,0,1
11/12/2025,Chiapas,Colombia,1,0,1
11/12/2025,Chiapas,Costa Rica,1,0,1
11/12/2025,Chiapas,El Salvador,2,0,2
11/12/2025,Chiapas,Guatemala,11,0,11
11/12/2025,Chiapas,Honduras,10,5,5
11/12/2025,Chiapas,Panamá,1,0,1
11/12/2025,Ciudad de México,Colombia,6,6,0
11/12/2025,Sonora,Guatemala,1,0,1
12/12/2025,Chiapas,Guatemala,5,0,5
12/12/2025,Chihuahua,Guatemala,6,0,6
12/12/2025,Ciudad de México,Colombia,1,1,0
12/12/2025,Quintana Roo,Belice,1,1,0
12/12/2025,Tabasco,Ecuador,1,0,1
12/12/2025,Tabasco,El Salvador,2,1,1
12/12/2025,Tamaulipas,Cuba,2,2,0
13/12/2025,Chiapas,Guatemala,6,0,6
13/12/2025,Ciudad de México,Colombia,2,2,0
13/12/2025,Ciudad de México,Honduras,6,6,0
13/12/2025,Tabasco,Colombia,2,2,0
13/12/2025,Tabasco,El Salvador,1,1,0
13/12/2025,Tabasco,Guatemala,11,1,10
14/12/2025,Ciudad de México,Colombia,1,1,0
14/12/2025,Ciudad de México,Nicaragua,1,1,0
15/12/2025,Chiapas,Guatemala,20,3,17
15/12/2025,Chiapas,Honduras,11,5,6
15/12/2025,Ciudad de México,Argentina,1,1,0
15/12/2025,Tamaulipas,Ecuador,1,1,0
16/12/2025,Baja California,Estados Unidos de América,1,0,1
16/12/2025,Baja California,Guatemala,2,0,2
16/12/2025,Chiapas,Ecuador,1,0,1
16/12/2025,Chiapas,El Salvador,3,0,3
16/12/2025,Chiapas,Estado Plurinacional de Bolivia,1,0,1
16/12/2025,Chiapas,Guatemala,15,2,13
16/12/2025,Chiapas,República Dominicana,1,0,1
16/12/2025,Chihuahua,Guatemala,4,0,4
16/12/2025,Ciudad de México,Brasil,3,0,3
16/12/2025,Ciudad de México,Honduras,1,1,0
16/12/2025,Sonora,Brasil,1,0,1
16/12/2025,Tabasco,Guatemala,5,0,5
16/12/2025,Tabasco,República Bolivariana de Venezuela,1,0,1
16/12/2025,Veracruz,Honduras,1,0,1
16/12/2025,Yucatán,Cuba,1,0,1
17/12/2025,Baja California,Colombia,1,0,1
17/12/2025,Baja California,Nicaragua,1,0,1
17/12/2025,Baja California,República Bolivariana de Venezuela,1,0,1
17/12/2025,Baja California,República Islámica del Irán,1,0,1
17/12/2025,Chiapas,Colombia,2,0,2
17/12/2025,Chiapas,Cuba,3,0,3
17/12/2025,Chiapas,El Salvador,4,2,2
17/12/2025,Chiapas,Estados Unidos de América,1,0,1
17/12/2025,Chiapas,Guatemala,8,0,8
17/12/2025,Chiapas,Nicaragua,1,0,1
17/12/2025,Chiapas,República Dominicana,1,0,1
17/12/2025,Ciudad de México,Guatemala,1,1,0
18/12/2025,Baja California,Estados Unidos de América,1,0,1
18/12/2025,Chiapas,El Salvador,4,4,0
18/12/2025,Chiapas,Estado Plurinacional de Bolivia,1,0,1
18/12/2025,Chiapas,Guatemala,10,2,8
18/12/2025,Chiapas,Honduras,16,1,15
18/12/2025,Chiapas,Perú,1,0,1
18/12/2025,Ciudad de México,Honduras,2,1,1
18/12/2025,Oaxaca,Colombia,1,1,0
18/12/2025,Oaxaca,Guatemala,1,0,1
18/12/2025,Querétaro,Colombia,2,1,1
18/12/2025,Tabasco,Colombia,1,1,0
18/12/2025,Tamaulipas,El Salvador,1,0,1
18/12/2025,Veracruz,Honduras,1,0,1
19/12/2025,Chiapas,El Salvador,1,0,1
19/12/2025,Chiapas,Guatemala,22,1,21
19/12/2025,Ciudad de México,Colombia,1,0,1
19/12/2025,Ciudad de México,Ecuador,1,0,1
19/12/2025,Nuevo León,Estados Unidos de América,1,1,0
19/12/2025,Tabasco,El Salvador,1,0,1
20/12/2025,Tabasco,Guatemala,19,2,17
21/12/2025,Baja California,Estados Unidos de América,1,0,1
21/12/2025,Querétaro,Colombia,2,0,2
22/12/2025,Chiapas,Guatemala,17,1,16
22/12/2025,Chiapas,Honduras,8,3,5
22/12/2025,Chihuahua,El Salvador,1,1,0
22/12/2025,Ciudad de México,Colombia,1,1,0
22/12/2025,Ciudad de México,Guatemala,2,2,0
22/12/2025,Ciudad de México,Nicaragua,1,1,0
22/12/2025,Yucatán,Colombia,1,0,1
22/12/2025,Yucatán,Guatemala,1,1,0
22/12/2025,Zacatecas,Colombia,1,0,1
23/12/2025,Chiapas,Cuba,3,0,3
23/12/2025,Chiapas,Ecuador,1,0,1
23/12/2025,Chiapas,El Salvador,3,3,0
23/12/2025,Chiapas,Guatemala,21,1,20
23/12/2025,Chiapas,Honduras,3,0,3
23/12/2025,Ciudad de México,Colombia,1,0,1
23/12/2025,Ciudad de México,Honduras,1,1,0
23/12/2025,Sonora,Estados Unidos de América,2,2,0
23/12/2025,Tabasco,Guatemala,21,1,20
24/12/2025,Baja California,Perú,1,0,1
24/12/2025,Chiapas,El Salvador,1,0,1
24/12/2025,Querétaro,Colombia,1,1,0
24/12/2025,Sonora,Estados Unidos de América,1,1,0
24/12/2025,Tabasco,Guatemala,1,0,1
26/12/2025,Baja California,Guatemala,4,0,4
26/12/2025,Chiapas,Guatemala,33,2,31
26/12/2025,Ciudad de México,Colombia,1,0,1
26/12/2025,Oaxaca,Colombia,1,0,1
26/12/2025,Oaxaca,El Salvador,1,1,0
26/12/2025,Veracruz,Nicaragua,1,0,1
27/12/2025,Chiapas,Guatemala,5,1,4
27/12/2025,Ciudad de México,Colombia,1,1,0
27/12/2025,Veracruz,Guatemala,1,0,1
28/12/2025,Baja California,Colombia,1,0,1
28/12/2025,Baja California,Guatemala,1,0,1
28/12/2025,Baja California,República Bolivariana de Venezuela,1,1,0
28/12/2025,Chiapas,Honduras,12,1,11
28/12/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
28/12/2025,Ciudad de México,Colombia,1,1,0
29/12/2025,Baja California,Honduras,3,0,3
29/12/2025,Chiapas,El Salvador,1,0,1
29/12/2025,Chiapas,Guatemala,5,0,5
29/12/2025,Ciudad de México,Colombia,1,0,1
30/12/2025,Baja California,Cuba,1,1,0
30/12/2025,Baja California,Honduras,1,0,1
30/12/2025,Baja California,Nicaragua,1,0,1
30/12/2025,Chiapas,Colombia,2,0,2
30/12/2025,Chiapas,Cuba,3,0,3
30/12/2025,Chiapas,El Salvador,4,1,3
30/12/2025,Chiapas,Guatemala,20,3,17
30/12/2025,Ciudad de México,Argentina,3,0,3
30/12/2025,Yucatán,Colombia,1,1,0
31/12/2025,Chiapas,Cuba,1,0,1
31/12/2025,Chiapas,El Salvador,2,1,1
31/12/2025,Chiapas,Estados Unidos de América,1,0,1
31/12/2025,Ciudad de México,Colombia,3,3,0
01/01/2026,Ciudad de México,Colombia,1,0,1
01/01/2026,Oaxaca,Honduras,3,3,0
02/01/2026,Chiapas,Estados Unidos de América,1,1,0
02/01/2026,Chiapas,Guatemala,16,1,15
03/01/2026,Chiapas,El Salvador,3,0,3
05/01/2026,Chiapas,Guatemala,37,2,35
05/01/2026,Zacatecas,Chile,2,0,2
06/01/2026,Baja California,China,1,1,0
06/01/2026,Baja California,Filipinas,1,0,1
06/01/2026,Chiapas,Guatemala,12,2,10
06/01/2026,Chiapas,Honduras,30,12,18
06/01/2026,Oaxaca,Honduras,4,3,1
06/01/2026,Tabasco,Honduras,13,1,12
06/01/2026,Veracruz,Honduras,5,0,5
07/01/2026,Chiapas,Cuba,2,0,2
07/01/2026,Chiapas,El Salvador,3,0,3
07/01/2026,Chiapas,Guatemala,6,0,6
07/01/2026,Chiapas,Honduras,2,0,2
07/01/2026,Puebla,Colombia,1,1,0
07/01/2026,Yucatán,Guatemala,2,2,0
08/01/2026,Chiapas,Camerún,1,0,1
08/01/2026,Chiapas,Cuba,1,0,1
08/01/2026,Chiapas,El Salvador,2,0,2
08/01/2026,Chiapas,Guatemala,10,0,10
08/01/2026,Chihuahua,Guatemala,1,0,1
08/01/2026,Ciudad de México,Colombia,1,1,0
08/01/2026,Ciudad de México,Cuba,1,1,0
08/01/2026,Ciudad de México,Ecuador,1,0,1
08/01/2026,Ciudad de México,Honduras,1,1,0
08/01/2026,Ciudad de México,República Bolivariana de Venezuela,7,7,0
08/01/2026,Oaxaca,Honduras,1,0,1
08/01/2026,Querétaro,Colombia,2,2,0
08/01/2026,Sonora,Guatemala,2,0,2
09/01/2026,Aguascalientes,Estados Unidos de América,1,0,1
09/01/2026,Baja California,El Salvador,2,0,2
09/01/2026,Chiapas,Colombia,1,1,0
09/01/2026,Chiapas,El Salvador,3,0,3
09/01/2026,Chiapas,Guatemala,10,1,9
09/01/2026,Chiapas,Nicaragua,1,0,1
09/01/2026,Oaxaca,Ecuador,1,0,1
09/01/2026,Veracruz,Guatemala,1,0,1
10/01/2026,Baja California,Honduras,1,1,0
10/01/2026,Ciudad de México,Brasil,1,0,1
10/01/2026,Ciudad de México,Colombia,2,2,0
10/01/2026,Ciudad de México,Estados Unidos de América,2,2,0
10/01/2026,Ciudad de México,Guatemala,4,0,4
10/01/2026,Ciudad de México,República Dominicana,1,1,0
10/01/2026,Tabasco,Colombia,1,1,0
11/01/2026,Chiapas,Honduras,18,4,14
12/01/2026,Baja California,Colombia,1,0,1
12/01/2026,Chiapas,Ecuador,1,0,1
12/01/2026,Chiapas,Guatemala,12,0,12
12/01/2026,Chihuahua,Guatemala,3,0,3
12/01/2026,Yucatán,Colombia,1,1,0
13/01/2026,Baja California,Belice,1,0,1
13/01/2026,Chiapas,Colombia,2,0,2
13/01/2026,Chiapas,Guatemala,5,0,5
13/01/2026,Ciudad de México,Colombia,2,2,0
13/01/2026,Ciudad de México,Honduras,2,2,0
13/01/2026,Michoacán,Estados Unidos de América,1,1,0
13/01/2026,Tabasco,Colombia,1,1,0
13/01/2026,Tabasco,Guatemala,9,7,2
13/01/2026,Tabasco,Honduras,1,1,0
13/01/2026,Veracruz,Cuba,1,0,1
13/01/2026,Veracruz,El Salvador,1,0,1
14/01/2026,Baja California,Estados Unidos de América,1,0,1
14/01/2026,Chiapas,Cuba,2,0,2
14/01/2026,Chiapas,Guatemala,11,4,7
14/01/2026,Chiapas,Honduras,7,0,7
14/01/2026,Chihuahua,Guatemala,3,0,3
14/01/2026,Chihuahua,Honduras,1,1,0
14/01/2026,Tamaulipas,Colombia,1,1,0
15/01/2026,Baja California,Guatemala,1,0,1
15/01/2026,Baja California,Perú,1,0,1
15/01/2026,Chiapas,Guatemala,14,0,14
15/01/2026,Ciudad de México,Estados Unidos de América,1,1,0
15/01/2026,Ciudad de México,Honduras,3,3,0
15/01/2026,Nuevo León,Estados Unidos de América,2,2,0
15/01/2026,Oaxaca,El Salvador,1,1,0
15/01/2026,Oaxaca,Honduras,1,1,0
15/01/2026,Querétaro,Honduras,1,0,1
15/01/2026,Tabasco,Honduras,2,2,0
16/01/2026,Chiapas,Cuba,1,0,1
16/01/2026,Chiapas,Guatemala,10,1,9
16/01/2026,Chiapas,Honduras,1,0,1
16/01/2026,Chiapas,Nicaragua,1,0,1
16/01/2026,Chihuahua,Cuba,5,0,5
16/01/2026,Chihuahua,Ecuador,3,2,1
16/01/2026,Oaxaca,Estados Unidos de América,1,1,0
16/01/2026,Oaxaca,Guatemala,1,1,0
16/01/2026,Puebla,Argentina,1,0,1
16/01/2026,Quintana Roo,Estados Unidos de América,1,1,0
16/01/2026,Sinaloa,Colombia,1,0,1
16/01/2026,Tabasco,Ecuador,2,2,0
16/01/2026,Tabasco,Estados Unidos de América,1,0,1
16/01/2026,Tabasco,Honduras,6,2,4
17/01/2026,Chiapas,Colombia,1,1,0
17/01/2026,Chiapas,Guatemala,6,0,6
17/01/2026,Ciudad de México,Colombia,1,0,1
17/01/2026,Ciudad de México,Honduras,1,1,0
17/01/2026,Puebla,Colombia,3,2,1
17/01/2026,Tabasco,El Salvador,1,0,1
18/01/2026,Chiapas,Cuba,3,0,3
18/01/2026,Chiapas,Honduras,29,10,19
19/01/2026,Baja California,El Salvador,1,0,1
19/01/2026,Baja California,Estados Unidos de América,5,0,5
19/01/2026,Chiapas,Camerún,1,0,1
19/01/2026,Chiapas,Guatemala,15,0,15
19/01/2026,Chihuahua,Honduras,1,0,1
19/01/2026,Tabasco,Israel,1,0,1
19/01/2026,Zacatecas,Guatemala,1,0,1
19/01/2026,Zacatecas,Nicaragua,1,0,1
20/01/2026,Baja California,Estados Unidos de América,1,0,1
20/01/2026,Chiapas,Guatemala,15,5,10
20/01/2026,Chiapas,Honduras,29,8,21
20/01/2026,Chiapas,Nicaragua,1,0,1
20/01/2026,Ciudad de México,Ecuador,1,0,1
20/01/2026,Ciudad de México,Guatemala,2,1,1
20/01/2026,Ciudad de México,Honduras,1,0,1
20/01/2026,Sinaloa,Estados Unidos de América,2,2,0
20/01/2026,Tabasco,Guatemala,2,2,0
20/01/2026,Tabasco,Honduras,17,3,14
20/01/2026,Tabasco,Vietnam,4,4,0
20/01/2026,Veracruz,Guatemala,3,0,3
21/01/2026,Baja California,Colombia,1,0,1
21/01/2026,Chiapas,Camerún,2,0,2
21/01/2026,Chiapas,El Salvador,3,1,2
21/01/2026,Chiapas,Honduras,2,0,2
21/01/2026,Ciudad de México,Argentina,1,0,1
21/01/2026,Ciudad de México,Colombia,5,4,1
21/01/2026,Nuevo León,Honduras,1,1,0
21/01/2026,Tabasco,Colombia,2,2,0
21/01/2026,Veracruz,Honduras,10,0,10
22/01/2026,Baja California,El Salvador,1,0,1
22/01/2026,Baja California,Estados Unidos de América,1,0,1
22/01/2026,Chiapas,Colombia,1,0,1
22/01/2026,Chiapas,Cuba,2,0,2
22/01/2026,Chiapas,El Salvador,1,0,1
22/01/2026,Chiapas,Guatemala,12,3,9
22/01/2026,Chiapas,Honduras,7,2,5
22/01/2026,Chiapas,Portugal,1,0,1
22/01/2026,Ciudad de México,Colombia,1,1,0
22/01/2026,Ciudad de México,El Salvador,1,1,0
22/01/2026,Ciudad de México,Guatemala,2,0,2
22/01/2026,Ciudad de México,Honduras,1,0,1
22/01/2026,Oaxaca,Honduras,1,0,1
22/01/2026,Querétaro,Colombia,1,0,1
22/01/2026,Tabasco,El Salvador,2,2,0
22/01/2026,Tabasco,Honduras,2,1,1
22/01/2026,Tlaxcala,Colombia,1,1,0
22/01/2026,Tlaxcala,Honduras,1,1,0
22/01/2026,Veracruz,Guatemala,2,0,2
22/01/2026,Yucatán,Colombia,1,0,1
23/01/2026,Chiapas,Colombia,2,1,1
23/01/2026,Chiapas,Cuba,3,0,3
23/01/2026,Chiapas,Guatemala,5,0,5
23/01/2026,Chiapas,Nicaragua,2,0,2
23/01/2026,Chihuahua,Ecuador,1,1,0
23/01/2026,Chihuahua,Guatemala,8,0,8
23/01/2026,Chihuahua,Honduras,1,0,1
23/01/2026,Ciudad de México,Argentina,1,0,1
